centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,centers 6,score,MILLISEC
2.0579541343624443,7.631505428431469,0.3739217599467667,1.5820923221494663,-0.18970183850965205,1.0199672544003813,2.7683153087394086,0.015122758891949332,34800
1.0404082287702656,0.17469130708380323,3.796818900236914,1.76313602013491,-0.2413229429480898,0.5276855216405854,2.2856925752311255,0.013346040902282655,34833
-0.010105762125160433,1.0798136903839117,-0.9448160711244662,2.6124157833986783,0.5391650160060008,-0.41751143685907804,2.0195029170160854,0.01015988027277722,34866
2.072161341339717,-0.9631535835789465,0.3184482122426971,0.9350597541321197,-0.23746711811231042,-1.5813184476792568,1.4721564647768697,0.015075954168992337,34900
0.7516590499305428,-1.2449772381321886,-0.24547535809434096,1.4422677705724087,0.19433572518631612,1.0512366638277333,2.1165487557290765,0.01244595824267005,34933
0.058432813216052946,1.2044232444014125,-1.3846487015290923,1.9059252591611033,0.8460891939580238,-0.29514001879056956,-1.212650821848776,0.0061067224657802115,34966
-0.3232331079617176,0.9797232017867702,-1.484167286947032,1.7945299955809348,-0.6865449294933711,0.15612370938498202,1.6633910553743863,0.017741126399919333,35000
1.2166609168494025,-1.5777188423208393,-0.14948847986912345,-0.7072314060422528,1.8882255116093134,0.7286244722262977,0.3479508167559339,0.011920749315490933,35033
-0.07317986491342375,-1.7798837299719663,1.4075785584949496,-1.0114585361244746,0.5548517529997227,2.007572565831192,-1.448635883541312,0.026668867269099332,35066
-2.20926883294168,0.4981708082965913,-0.3749981560187977,2.937764668493474,-1.3338982716703993,0.013266112868422046,-0.8274394768235909,0.01432122172313972,71733
1.414248296705139,0.24330356144219537,-2.0842560635843053,-0.9211898419021036,-0.27739312927391335,0.6803173120777529,1.815693386189891,0.01932303467569167,71766
-0.5316900326847744,0.7581514145063236,-0.020368969108700515,-2.4000781096049697,-1.4532575166306636,1.306145973031392,0.43738675882448064,0.009516370059636839,71799
0.17916878440736578,-1.0227377723763071,-0.2852920142649368,-2.263224007524317,-0.747950671017333,-0.05719354722366439,0.4072400761304281,0.003953629244419613,71833
