centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,score,MILLISEC
1.0199672544003813,7.631505428431469,0.3739217599467667,2.4881964025593617,-0.18970183850965205,1.663526934698493,0.024238868844551082,34800
-0.44678161470016564,1.0404082287702656,3.796818900236914,0.035170405985215335,1.937321538500315,0.5276855216405854,0.020876001564938063,34833
-1.0433520012237516,1.0798136903839117,-0.010105762125160433,2.3159593502073816,0.5391650160060008,-0.5000696303757823,0.01965069552224021,34866
-0.23746711811231042,1.3357103687731768,0.6148029588550762,-0.9631535835789465,2.072161341339717,-1.5813184476792568,0.03819464612236588,34900
0.14324584891213882,1.3686578853197044,-1.2449772381321886,-0.29156578357178364,0.933791897606795,2.1165487557290765,0.014723699878932836,34933
-0.29514001879056956,1.2044232444014125,-1.2699834484088812,0.058432813216052946,1.9059252591611033,0.8460891939580238,0.007045873913860359,34966
1.7508170155120855,0.15612370938498202,-0.7635810836726423,0.9797232017867702,-1.484167286947032,-0.36508101059633974,0.018259339378630727,35000
-0.47062253085948097,1.3845520655393802,-1.5777188423208393,0.6334560583587068,-0.09635851245059698,-0.7525125713635146,0.027511182261587004,35033
-1.55905183235153,0.08372980486573471,2.007572565831192,-0.9125129318829105,0.7029639288651411,1.4075785584949496,0.02858188666122682,35066
-0.7439824175703565,0.4981708082965913,2.937764668493474,-2.20926883294168,-0.14718766440100606,-1.3338982716703993,0.021074547849885716,71733
-0.003546935923612641,-2.0842560635843053,1.815693386189891,-0.659858337801619,1.414248296705139,0.5619946168891666,0.043141535936877994,71766
-0.020368969108700515,-2.4000781096049697,0.5251198283615979,-0.5316900326847744,1.1335806756079074,-1.4532575166306636,0.012161849501968395,71799
0.12035703530596417,-0.8029080912891278,-2.263224007524317,-0.14097523697007822,0.34135047354895304,-0.38290751160716496,0.006555144843929686,71833
-0.04445357818428171,-1.0696526712729426,-0.6725694352887492,-2.2421105760594355,0.4311293949225346,-0.4326018783050447,0.0044455501460969726,71866
0.28963722773056455,-0.7175411096621735,-1.4914166854166813,-0.09717333376600024,-2.1175607325458174,-0.5787503394621261,0.012697871237319741,71899
0.4850575937318608,-0.4887171825399934,-2.013723648333872,0.08830633761724432,-0.7169784739779484,-0.20898500205216178,0.005144983791885015,71933
2.2928931902437144,0.018976338076789525,-0.7982619668506293,1.2641285857927018,3.2753097537113236,2.736248587966287,0.033673074452643594,73199
1.9779073211666254,0.013597624144588573,2.9097195631602863,1.0751354557991841,-0.7886763485822986,3.9097197005352005,0.02808573573532662,73233
0.8602934543134786,-0.5565700799795094,2.8289741261958565,1.741681237658037,0.06869495809827524,-0.28028434585484957,0.016081315574939258,73266
0.6919394957953822,-0.064791837470521,2.634202244445623,-1.4494540034099332,1.7383093714316367,-0.5530896663034125,0.02638011324036454,73299
0.38528330054438115,2.2548053916651765,-0.5591329255907832,-1.553482395990639,0.9965880203923629,-0.07830799844765667,0.032304753346665875,73333
2.1057662199309313,-0.20042220940350325,0.48047746927640334,-0.7085875743298612,1.3341577616334992,0.18762532836098034,0.019138821267257237,73366
-0.7021434223942472,1.3697054455925455,0.231006050980769,1.8466352604555496,-0.09947863818271134,0.8047590073225275,0.02094434940628943,73399
-0.1045325251713124,1.6173515394204296,-1.4562760489862763,1.081498846980975,0.30520948058559627,-0.6264548462696119,0.01434463578903136,73433
0.10843522017987696,0.6680783606628415,1.2538088984375,-0.7627526491487648,-1.6157880028474305,-0.3622597890457207,0.027357285019521293,73466
1.098873662259039,-0.3399415977155831,-1.5179568860998878,0.5423102538654853,1.647724465698984,0.03837239852409933,0.012466220841612564,73499
-0.215427912727815,1.6108681981182476,4.178004475897561,1.0679311290474613,0.2136640825132308,0.6240410703366213,0.010095729858692771,73533
-0.2482910353531579,2.8007926021839205,1.0327076427767439,1.778320822183382,0.4205811522195805,3.2602037668086394,0.01802662886761874,73566
-0.011547743300942905,1.4326378157451836,-0.5873630514010352,2.311772285896299,1.1040064217499856,0.463580489671391,0.021012731639165557,73599
-0.019688867154710785,1.6396966022323365,-1.8163921457862715,0.5352476889359523,-0.7287593071870709,2.2852470899090567,0.03031919983437043,73633
2.5577069658381455,-0.39071913486785087,9.021075771695333,-1.9978560132667897,0.41973986875625163,1.3833655360135209,0.03731524949757281,73666
1.4337721178130125,-0.2624458601882417,4.999176197447565,0.44488306977021647,-1.7370037845134476,2.654452378616429,0.042897431419655935,73699
0.5266708090706945,1.9581688525448233,-1.7654313916419841,-0.141827476120513,2.8389318289707974,1.4615614667532473,0.027777281990580868,73733
0.9271555911152414,-0.04395054200155956,2.076488872789432,-0.5034189603020356,0.4873069658678533,2.659048851392526,0.01480447715757597,73766
-0.6759578858469677,0.9578469193819004,3.1588096411961253,0.38701451885144683,2.1558360344736363,-0.13527766855242457,0.01947191885248639,73799
-0.2001875041420001,2.585792902637511,1.1245782687222867,3.2634919722191804,0.19191408526939832,-0.8240990393605381,0.021394514762646127,73833
0.8646638861482461,-0.4374131454259481,3.304142051528284,0.092785445886815,2.310552909128758,-1.2661851925176177,0.051034207927454674,73866
0.4798285047550722,2.3348906347869303,-0.22697202922002346,3.353774281940963,-1.3483331717574873,1.5964614014224807,0.04091222212974028,73899
1.431574070594481,-0.020992506439695264,3.2402947042441026,2.205729679107807,0.6128606297842139,-0.6732244511159508,0.022420709931429555,73933
1.0168844631474967,0.08898322724960588,2.1904639323362667,-0.39970621406429,3.2149487492175397,1.582630655440959,0.016389211052412207,73966
