center 0,center 1,score,MILLISEC
1037.8309551152008,1384.672163365755,-24140.634418680573,75699
1038.7154722637133,1387.935877481377,-24187.670719883085,75733
1040.3547934263738,1385.3772049517777,-22897.61517906713,75766
1384.641830944017,1041.975763142772,-21662.036092152204,75799
1044.3160178726096,1389.958992200849,-19985.219258781544,75833
1045.3830350808346,1393.7593049016748,-19970.239860730122,75866
1046.6377280587149,1399.898924922796,-18596.8648163656,75899
1047.929681397446,1398.2510504197735,-18297.531384988808,75933
1048.0941060179202,1398.2968211363423,-17891.979721986867,75966
1050.2848787406665,1392.8926735394941,-17694.693954813563,75999
1052.8044863871078,1380.6451390563761,-17839.853772711896,76033
1348.6014978487901,1052.5700044406606,-18383.543007151216,76066
1052.9750687766527,1304.7781420609406,-19370.018139214728,76099
1166.795084513709,981.8080552930107,-10493.577387452224,76133
985.2393621838132,1150.3221231337145,-3766.8374946958875,76166
987.2130731613004,1139.104510939929,-734.4358277575227,76199
1130.7341541895003,988.9878062602402,-1087.0557851811436,76233
992.2619184847692,1122.9503454467829,-2862.135232703458,76266
1018.2865960980276,1140.1881902309942,-4051.006336816675,76299
1149.0513904301297,1010.4356051588381,-2414.4677830500914,76333
1009.6452810063312,1161.6777390004786,-1496.8810464105022,76366
1000.4315496909772,1174.7681348452627,-631.801853094139,76399
1184.6578912073294,993.0409576627832,-1470.330812954355,76433
976.3451468733191,1183.2412686197995,-3746.663000765148,76466
974.6555069583957,1176.8110706671591,-5642.3361774463565,76499
974.7501796545514,1167.9827083544644,-7076.047760200216,76533
973.5566664357149,1150.6444027190173,-8519.168698526304,76566
1135.9654185081286,971.4562081543827,-9974.642822230633,76599
1118.0666598833743,970.924400453986,-11620.313923673646,76633
1111.7599870599524,970.5227427247243,-11004.279907144837,76666
1090.3956381762157,940.7937435954989,-10624.320761983105,76699
1092.0115054304738,942.2897505001042,-9310.66822731337,76733
947.058221775209,1093.706370388553,-8232.575250449809,76766
952.5623981983601,1087.2394619452082,-6008.812244460203,76799
956.0514427943971,1088.1651311565952,-5986.219466353481,76833
957.1279791170878,1092.2354103804953,-5492.488115332536,76866
1096.1951688022307,961.1880702658827,-4571.442841044105,76899
1103.2648802011588,964.9783071560121,-4687.545780802513,76933
1109.1518860130882,972.224041622281,-4280.10704410285,76966
1119.5349365402176,974.2186683445863,-5141.550095475389,76999
1132.5122853222185,978.9853204833034,-5867.255339145333,77033
1136.8500536868871,983.5388880445729,-5418.377704455158,77066
1134.5493545158238,987.3289141630839,-4428.5170182742995,77099
988.4120406988359,1131.1320736355376,-3177.971582031639,77133
1130.952565771037,987.7232757645156,-2683.342953754811,77166
1128.9070993152418,988.419209046568,-2077.2177224541206,77199
1128.5941969267465,985.092132401843,-1731.397349796419,77233
1129.0571097250374,985.1058757174521,-1565.9561919366126,77266
1131.08949748699,980.5888429668823,-1722.688121627275,77299
1140.4723769418745,980.4663447608452,-2434.765880266913,77333
978.3602183776158,1148.0446314822686,-2706.138566434155,77366
1149.7715798705522,981.7519473744211,-2394.170018988172,77399
980.1373843015651,1148.563813144493,-1999.9171939192665,77433
1142.0730258962756,981.610698332068,-1764.4844004347854,77466
982.31073572948,1139.6144468809273,-1855.9743220501769,77499
985.9194878443292,1136.7479230345364,-2173.0054075550147,77533
989.2392614770256,1132.3031062402442,-2463.393900860527,77566
1129.0238690373378,990.7434883770254,-2248.9899089260734,77599
1126.8150766284225,993.6552687727315,-1951.7629290280388,77633
1123.5494116704467,994.8200684151939,-1466.221561757812,77666
1121.102457381455,997.1455027141444,-1366.5329937004738,77699
1119.4592688066161,998.6344789838386,-1346.1912182247152,77733
1003.0761243295748,1120.4808282942738,-1350.7178748534704,77766
1123.0792673689139,1008.2454274460724,-1599.193686484459,77799
1121.451490038024,1013.0465669342911,-1672.9729197806828,77833
1016.107833862507,1118.6968821606945,-1797.597458310865,77866
1017.4546080529375,1121.360712915066,-1852.695695532422,77899
1123.4661336207187,1021.1074241237795,-2484.7966205412813,77933
1020.8668803284297,1126.8688111831227,-2872.672445205996,77966
1128.320716663751,1020.4433767807209,-3013.7106109181223,77999
1130.3556639321212,1018.5414002619934,-3242.050954396114,78033
1020.441234540777,1132.155010682002,-3213.4690606976023,78066
1133.1043998767302,1020.9864924906417,-3029.421243299049,78099
1132.5626799543727,1027.879324547289,-3321.5162601253123,78133
1030.285226499701,1134.9824122383218,-3585.4758419615177,78166
1133.7169618847463,1027.9920012275966,-4111.441828624522,78199
1028.6619577137385,1133.582830422949,-4037.0532159647237,78233
1132.998860760963,1029.6474575686702,-3727.97078782619,78266
1131.7118432172435,1026.2975516433462,-3600.582747234398,78299
1131.2273074404734,1026.8324905913541,-3543.4092348440618,78333
1131.5601330536574,1028.0969588233752,-4005.282367021149,78366
1130.7568292577762,1026.9889326713646,-4035.443601763686,78399
1026.481096926907,1128.7442681132152,-3657.2469081549425,78433
1125.8183139083956,1029.9022827917677,-3329.9480059840143,78466
1029.373532763288,1125.5382786278842,-2902.010122993658,78499
1126.0245573227066,1029.6727548977474,-3074.1245611746413,78533
1126.731719509089,1031.2594816067203,-2934.659948750724,78566
1031.5268133466075,1127.3784775356023,-3154.1718625094777,78599
1129.2283178601003,1032.2829678980827,-3113.966803596755,78633
1033.5089786273693,1130.521104544781,-3351.478729768482,78666
1131.3322852201143,1034.267959400368,-3415.3575714996487,78699
1130.8329578012447,1031.849930685019,-3459.9057421079547,78733
1133.2845677453513,1033.4816042644813,-3382.812824524829,78766
1029.5314542147814,1133.5790920574404,-3276.295715482078,78799
1134.6219289890728,1027.1515723271896,-3210.529702909658,78833
1023.4867922494204,1135.0029735961273,-2838.3219658307544,78866
1018.2321525805402,1134.6462422666136,-2238.2816331582826,78899
1133.655709334576,1012.6040751368633,-1817.1721117933378,78933
1008.6911661455234,1134.7756266042122,-1517.0944750201313,78966
1007.0081296815848,1134.6993414171004,-1698.46727318785,78999
1006.3292423832052,1134.9794255527886,-1728.0225644740692,79033
1010.8769323108452,1135.8172717246496,-1822.0311995503591,79066
1131.2998210222243,1016.0390870968031,-1747.2918482401583,79099
1122.0719093850712,1022.6406194135699,-1646.2175576820005,79133
1114.3397659560896,1022.505945335857,-2428.841532433282,79166
1021.3265135105864,1114.5970058063324,-2118.849543295948,79199
1117.9675283650572,1019.789397334648,-1605.9867316466657,79233
1119.9725422838833,1019.4304784519736,-1351.5127968860006,79266
1124.3382077632393,1015.4390262215202,-1263.9517438214043,79299
1127.3814643987457,1014.5170062577445,-1285.5892180666622,79333
