center 0,center 1,center 2,center 3,center 4,center 5,score,MILLISEC
-2.035407359567343,0.39573356326376646,1.0337493528712305,2.7402389531571347,-0.2508938924118789,-1.1369324363789608,0.02616577528199372,46066
-0.32446677670626756,1.291924760582269,0.26058414952590947,-1.2205695563636998,-0.05776963944991507,-0.6595477229920522,0.007715867412805108,46100
-0.05617857370715859,0.7204138646374272,-0.31409805007576774,-0.4417101661831006,0.3999965430907095,-0.7787566014831097,0.004056338882347566,46133
-0.30837279399367806,0.4419666485990236,1.3920811849052017,0.04551192503809098,-0.7378976784712734,0.7889142818476951,0.007439930804130891,46166
0.8509111137695587,-0.33665151090796425,0.20344079895805617,0.4445110269814678,-0.052314381288562105,-0.6812809564475891,0.005634531483006656,46200
-0.5440162126712158,0.051922722740224914,-0.3066542150918476,0.6867830079250294,0.4265900989202251,-1.0449250071203233,0.00458533147675855,46233
0.3141375644085251,-0.19640202206641397,-0.6715981338255655,0.5842821598886213,-0.49563884861511426,0.07826871082428422,0.003917821137718339,46266
-0.2918661420834448,0.4501022768380697,-0.7391996319245735,-0.008022765545041527,0.7664092832384801,0.2985910315095777,0.004834866749501322,46300
0.6290682689820103,-0.39461878998573713,-0.09685387505371296,-0.7842660097820398,0.970993956769131,0.20298783473684498,0.009773885480897535,46333
-0.10809007725447776,-0.7505973568348141,0.5334283646111143,-0.39017675979297933,0.34199382057747707,-0.5732190837875262,0.002408206358898238,46366
-0.6815443647585931,-0.17807817133339132,0.9962641329865846,-0.44390994809290607,-0.9164758886707917,0.17096906072217194,0.004570427829104692,46400
0.1497655549563612,-0.6596833330981619,1.2748140585384369,-1.4709048898628425,-0.139601532773108,-0.44506057359565687,0.005423542391806205,46433
-0.26634796821053097,1.132515383967263,-0.8738654528998246,0.056577904972469416,0.6849983302415854,-0.5207101201770717,0.004695456916623204,46466
0.24328298358303324,2.104146194060226,-0.5311870194064072,0.9446382750190596,-0.29053964319866127,-0.03411346737401016,0.004061501811025161,46500
-0.16818117580433306,2.2063830197360863,-0.857617209401368,0.547024739924319,0.16608413211069525,-0.37259159427184435,0.006552536696464281,46533
-0.047824799187351934,0.7247953619767273,-0.40031501548137194,1.6136381103857902,-0.78309592494532,0.40707773218682447,0.00749144002444196,46566
-0.06673343697526941,-0.6433019003798884,0.5844210058676979,1.3323213410528156,0.188870450827682,0.43849758579639975,0.00785010066625256,46600
0.01557017377391708,-0.5281466533975936,-2.172524013694268,-1.0225917518045267,0.26167352509402936,-0.18429580922380065,0.005208921633248683,46633
-0.46129931002349833,0.22188509351787192,-0.2506414751260881,-0.7758383078720654,0.0015736068278640696,0.47706912049993727,0.004266780335983711,46666
0.551125176299494,-0.24838803668918077,-0.6130172084895207,0.003953612180805981,-0.40957892739085344,-0.8764119409264531,0.0032090459405312113,46700
-0.21497503384508848,0.1099698113414635,-0.7264969062201245,-0.562426637599489,0.4037067172943775,-0.8385821486774585,0.003139779492836254,46733
0.3613002301214008,-0.053428521765391424,1.316712858131296,-0.831419156387549,-0.2472071243714483,-0.5380877761275371,0.0035417279074727694,46766
0.7457026657612391,-0.4435681702964956,0.21727652344205053,-0.16062968806062894,0.9900310772087916,0.5689120264840574,0.003820141184634186,46800
0.02236081942469994,-0.676494867064695,0.5485478617235955,-0.4399662690498517,-0.20051344998546092,0.18597897912111586,0.002203460189605571,46833
0.024223897805021856,-0.5843801785077867,-0.7202748461451225,-0.1573798841764151,0.22653256619324474,-0.4255700814921055,0.0011616887719442968,46866
-0.0034330565113009914,-0.88832560476823,1.1383648439405785,-0.49695392831909,-0.22043521057224771,-0.6755436726967549,0.0018303285894239116,46900
-0.7405661953615965,-0.001619391452097387,0.6162277802976271,-0.456644006144757,0.22602308445289881,-0.2215661905200351,0.0026142353060539573,46933
0.36445637727321206,-0.5883472284283595,-0.0015655643074202247,-0.34768043599293674,-0.8087396721170741,-0.17718153470320758,0.0016186133761010152,46966
0.0728926408346335,-0.8001476095215555,0.8201791883322214,-0.20665845878734132,-1.3965069548450681,-0.5123183863423305,0.0043348456904684736,47000
-0.7623449950272343,0.018545163111766957,-0.3210432340624396,0.5618579443388073,-0.12234432211508972,-0.5578839173595712,0.0018633731529517248,47033
-0.03779239816172548,-0.7715025880253351,-1.3475388467612344,-0.23162644909568764,-0.518957294840237,0.08866226106696827,0.003983043566811613,47066
0.209619229945611,-0.3680252140563252,-1.2309743633718364,-0.6785209130764505,-0.09248330518298062,0.04560047554394622,0.0033376031664622908,47100
-0.6466901825190886,-0.002132541430310981,0.2666520252989922,-0.2625469763707429,-0.1621540911871033,-0.44126624888269544,0.001433903332892014,47133
-0.30603767444593466,0.05917129750982721,-0.6487248310408359,-0.15611169051400747,0.2685218658520088,-0.38443365919909944,0.0011283192868729466,47166
-0.23485865819806587,0.23543975966159425,-0.476501204971662,0.004672160032323765,-0.6152856560002206,0.4543211854448678,0.0017907903968983497,47200
-0.2350462540089521,-0.5675105040524318,0.624508155854787,0.11387358608705715,0.38750913015458016,0.8792808736297363,0.0042524571051096235,47233
-0.39376915787066696,0.1477172397772375,-0.661878108279772,-0.2116581686721915,0.4642270819876674,-0.02454353960285218,0.0027165985715264266,47266
-0.731606433202583,0.06976016170246425,-0.09882893695311779,-0.3551687252405201,-0.6103000894751486,0.23483380560194053,0.0020696728314755094,47300
0.8949371154651585,-0.6535627153312874,0.12467036337334232,-0.3738373514429422,0.35356847059585483,-0.15455458028828656,0.0032485156944110816,47333
