center 0,center 1,center 2,center 3,score,MILLISEC
562.664592180262,926.6973726547037,1416.1126154839785,1079.4677652947366,2678.313876033998,290430
884.3304001194132,1029.324150267348,532.3297977926168,1226.5349566294476,1588.5778721343877,290464
1008.9128312716413,840.4648040695331,703.2993672683064,575.9322876866689,992.6659787982132,290497
940.6437954490868,540.313136076782,786.2514311679073,1029.0304018763154,421.8174033839979,290530
995.1988112295651,519.9107750189419,1085.349596434818,919.9922137326289,527.4860596213337,290564
962.5934385125076,1262.8044187442488,814.7252547024345,1040.248350151577,1736.3822487083114,290597
1419.680704653497,1022.1200614240679,728.0734853021362,866.4784923201602,1111.5512603533343,290630
932.234630585325,1299.074922447066,1048.9218426889902,1448.317644717484,962.8533799998719,290664
1271.2965749144964,989.2190391545992,1160.9682307635999,1419.2864404340655,827.4493656988429,290697
1018.7185030356125,1917.0375583175203,1337.5891615191103,919.1214563032308,1098.2394619437957,290730
1021.6733114408806,1632.052082502271,1443.9245132623796,1776.565788255532,3456.336310158091,290764
958.7264571892711,2088.7029468069413,1393.6684839343034,1099.9084735210586,1073.688388479109,290797
1058.2138488620224,1486.9811700220014,981.3281208977961,1157.7104835978237,323.2732342468444,290830
1174.5923640563085,907.3692489417199,1571.5489174696409,1007.176219659846,2705.715694564278,290864
997.815311612511,1418.0331448876645,834.27781906441,1118.5180329899874,1427.9777861511325,290897
1066.4429709344254,972.6814366254602,1209.6835513300912,839.8297446506643,810.0058223719954,290930
809.7907137032382,1110.8457822028695,940.7451848215328,1023.819836663571,757.1989956212004,290964
869.6184464187936,1075.5699726800478,1203.8546423883574,982.1879645674948,857.02484640408,290997
1069.7961023391188,844.0647918473027,987.7841745097794,1156.838072749973,555.7514159941052,291030
966.7854931404108,1070.3317675215387,898.5851001195467,1014.2359161414827,147.7031098895246,291064
956.3617878041138,1044.3519196884245,855.3733378037484,774.8496628378953,478.1393002751679,291097
1094.7665510822656,1512.1914561324568,853.51505030657,979.4646956860648,886.6860570226783,291130
962.5170104329278,1198.5880396693547,682.0823551270432,1029.2369289148298,1415.4531094899244,291164
1073.9155505485896,939.9802576062757,1271.2753438968286,722.8706661637336,1405.7212001571872,291197
1058.997255170982,888.2354780201692,1347.5644697008006,1159.5569754818666,2267.4303569160916,291230
1078.043136161262,1597.992803488176,895.2629925088299,1293.7008602911073,2077.989645059334,291264
943.3387014834748,1397.4079576129513,1054.647207515929,1194.974895133785,882.7941957283549,291297
974.2193757777371,1264.9800730126326,1098.4056524431323,794.2052631404554,1015.5397302603138,291330
1107.045078851884,867.6762068882608,987.938913073441,724.4315012477025,1257.5176234786459,291364
1038.660255448962,963.2849176595892,1288.941038217032,1107.2572777559187,387.3255956992308,291397
956.2673502527217,1109.3173542336808,882.9790692342343,1048.457397908882,291.98083808822264,291430
943.7500291054749,1133.1594480443946,851.4103270749273,1033.5414418108855,603.4733675422611,291464
1188.0202018484365,1015.7917832352529,891.083473898532,593.2377263795687,1249.218831071659,291497
803.8263275266025,1052.4978487164044,1164.1201348586997,947.6300066885093,910.3515209687401,291530
1117.5244613741909,781.0843684544901,906.2830683621977,1019.6939473911715,904.4246747782406,291564
1131.5067338801127,973.5816781900394,818.0237981430225,1060.7819956478243,623.3918670939831,291597
955.1918864273363,1032.489726648183,1323.4281242288907,830.495441485449,848.1976906853404,291630
905.5817592199857,1023.9418923861897,726.1005440019998,1179.465133015809,962.294977376959,291664
908.4268356070886,1013.3239911097937,761.1215912025896,1170.9487606210614,605.1363053426271,291697
854.5129398300411,1012.4149479651758,615.0674759731651,1084.3284802966577,343.5213674336941,291730
897.7723161514555,1168.1546547580554,1010.4937046691492,766.8263971827224,1261.576687858739,291764
983.8902699111422,847.8141374075086,1137.2070981768882,751.1923854779147,1138.362008376514,291797
1014.5501369874561,1145.9221435429506,881.9425100065464,697.8946911963151,1001.8743743774579,291830
1085.0070526201648,559.4658166501328,1277.8522690965374,975.438948965127,1816.8083332927063,291864
1143.7958741227733,1013.2903303025929,1311.44800000388,795.8705924960414,1192.9239696244176,291897
1054.7452461969788,964.2944267701505,1136.0482422028415,1301.0764773832475,1123.6481524267106,291930
995.220666623066,1168.1403075765659,1042.6703160830218,1195.2208967297925,287.79310252096786,291964
1093.5898482509833,1328.3900753991757,826.1101621454611,958.9824123552207,1385.9824086783917,291997
1061.1509220754692,885.4197640738996,1213.9664227584603,979.8332055791097,433.5686665332497,292030
865.424452423744,1006.5261221389446,562.0862923075068,1122.266781540138,1308.1444348736609,292064
649.8115597493145,999.8730777763869,1077.7255834365697,573.7970024320448,659.3103693240244,292097
1067.5650843017336,766.7037464088901,511.8964739085433,960.7468611440386,852.9496009113334,292130
819.1464956950512,1089.6280556298616,916.1531554421668,1011.575869228937,593.0854492439014,292164
801.5813573201838,1187.2849854028457,1030.5253303523828,571.6834788587125,1535.5445546553283,292197
