center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,score,MILLISEC
-0.15772783994782932,1.2141997053231612,0.19803748425217504,-0.5163607748678032,0.502447946752556,-0.36154887166811367,0.026015773935144728,-0.6874069314573001,0.001150418053310966,47233
-0.515234629957758,-0.13369055636570415,0.3737824258839194,-0.2980617808902702,-0.032665611526370986,-0.600670628895296,-0.2544342746012085,0.027904536381528296,0.0002733054396901388,47266
0.1593555029245588,-0.505149332667407,-0.06763587883353156,0.6948953513436225,-0.7031373487949438,-0.22813954859099364,0.3487036000259648,-0.430675893736248,0.0007857711565550885,47300
-0.23571544354459112,-0.6592596034954211,-1.5220008758669077,0.18080411734005197,-0.3713739786615558,-0.10645676580057055,-0.871149759982722,-0.5237125065153571,0.0011413025635276304,47333
-0.17769772122247102,-2.3411001589285876,0.7174505044767735,-0.37154189394562354,0.12560553871686794,-0.8133753600759719,-0.602266732477079,0.999352883543142,0.004276344333424444,47366
0.28445732493103565,-0.5848143401017136,0.05271273302123891,-0.9794325246813957,0.6184437086251816,-0.3725744490281527,-0.04304493173085311,0.1824484771896293,0.0006150494421478436,47400
-0.12488285229579905,1.0623915321376902,-1.8728577711748287,2.7824499410316332,0.24158651088444602,-0.6115671467504415,-0.3409336054314494,0.5759879314331408,0.003883763868984467,47433
-0.6538649963910953,0.7916564347387393,0.06918671290947379,2.555739474918034,-0.4000926003733324,-0.14144132737640772,0.4893200695961294,1.1272455227163094,0.003439403860743418,47466
-0.1427457440455056,-0.622950871978398,0.2535488415204974,0.7646605112216651,-1.1168438638731932,0.00997024336670471,-0.47851318569349655,-0.2609169270385416,0.0016793954982378216,47500
1.8618334662958413,-0.3964782894143859,-1.495402400113955,-0.7831424997374703,-0.03735783805660317,-0.6218892530677038,0.28148757969519594,-0.19993646043482374,0.0009967549907608489,47533
-0.2249293765047626,-0.8190638526318017,0.1133226988656999,-0.0683882927845206,-0.39717733289376367,-0.9630513234764395,-0.5190536500537891,-0.7151309545636969,0.0006076474275487923,47566
-0.7288263893157745,-0.0605675930136356,-1.7297449649316776,-0.25475137621652916,-1.1736906205707238,0.3413064854146243,-0.41741075450401793,0.05374804230855211,0.000971154721501045,47600
-0.14502823795063924,-0.6937972585993633,0.1262387134825271,-1.186269160663594,-0.2747764499317778,-0.5473560404794567,0.031623643030543366,-0.8093914112554957,0.00046418338105931915,47633
-0.700598803275391,0.12425246878921292,-1.4825796500976474,-0.171532762681142,0.31739755663399777,-0.44886428120395394,0.5019460396539378,-0.04800041749645377,0.0016243326934711894,47666
-0.3440145857020958,0.2821005284795689,-0.6995358724246835,-0.12006002395188942,0.5264982315202087,0.7471751066259769,0.16008643886036766,-0.48733389891255824,0.001930200665044426,47700
-0.20678224063276043,-0.5998342114980668,-0.04647599613961826,-0.711961554253644,-0.4573997467485495,-0.2800466662952401,-0.10472742623825212,0.012336207432899031,0.0002861469171221216,47733
-0.24917958684441666,-0.5827336392042912,0.7306728593006695,-0.0042557560016414,-0.3772142503566499,-0.7881557691852566,-0.09546402128003341,-0.7096719582982294,0.00047094812814227295,47766
-0.7160313591541974,-0.07266183741665684,0.3047808323728867,-0.4202735132770294,-0.9741389582774028,-0.2169200282328422,-0.5684385519886258,0.04363963636857342,0.0010382031988007165,47800
-0.6757637256723799,0.01810127856995862,-0.22535296046470119,0.17236646113923035,-0.3576324758451444,-0.8529708948232535,-0.5640725057296019,-0.12889008171033153,0.0006552593537817294,47833
-0.407728848807712,-0.06462730562564435,-0.858127302011959,0.22200826478063068,-0.2322931590830707,-0.6770347475912949,-0.5446661151949983,-0.1603022909835012,0.0005628768823848171,47866
-0.11253551310643288,-0.6595897633079855,-0.556933683948733,0.36129875610762685,0.04844099992631901,-0.7797305845319584,-0.20006246185655213,-0.4369145214115063,0.0011563460805070979,47900
-0.7454108775954452,0.1200032516216487,-0.1845825591332264,-0.5146567916841055,-1.037644782917841,-0.047941421316879715,-0.2691220315371724,-0.5885844338633883,0.000448030895339134,47933
-0.3543225399543994,0.15232242038496685,-0.5938355015702806,-0.0853536346371998,-0.2101374497047711,-0.7820405524022512,0.020737846164423392,-0.46404806108038027,0.0006533567951483779,47966
-0.11619107599149767,-0.5530163710990801,0.11182874049500877,-0.2804753193902939,-0.7295892377552979,-0.428995471761156,-0.2191206158328345,-0.06435750094957544,0.00027821693016013947,48000
-0.22339555463722593,0.1891058535717175,-0.8494131193319819,0.017885038692724026,0.440072786591563,-0.3442164911413955,-0.07921033034000412,0.31629176313492646,0.0006723832298917941,48033
-0.07247787378105798,-0.8409972975298545,-0.3903819826552882,0.19825518415675455,-0.5936941176412259,-0.2143974522052763,-0.992547932127013,-0.7662606272126878,0.0013212105883313489,48066
-0.2279110331739256,0.7686785122856901,-0.6616922935972895,0.042573421796642266,-0.47221486447711686,-0.09564861947944832,-0.9568712858886169,-0.36133508166828354,0.0008902533791741917,48100
-0.7379133096848947,-0.10109659409588177,0.3865968664253967,-0.3310155581061414,0.005930158377335806,-0.23905948415734976,-0.8616683177794372,-0.43999158977072517,0.0006393807508352506,48133
0.10547004750504596,-0.3748999645144921,-0.7119510852637815,-0.21110496160884917,-0.4991384711421294,0.2539000333489015,-0.11602312468127965,-0.040219717541982544,0.0008960852009714753,48166
-0.0688377650699943,-0.50249310155195,-0.2743625145861687,-0.8322486428917898,0.19594133553361223,-0.6646897310714361,0.0567474369408249,-0.43438962040541135,0.0011913818512385027,48200
-0.6737907803810252,-0.12856745776920459,0.20622304865855456,-0.491362723116849,0.08097132764244792,-0.22923818133797164,0.3395842562080136,0.01682296702694803,0.0011680371294051353,48233
-0.12607166402952302,-0.49964660631493263,0.3120007582579041,-0.8840642823070111,0.1611602153417008,-0.3551120937365697,0.5394317453118903,-0.7311118947290112,0.0017892347355251586,48266
-0.32183901380851027,0.24741850305565027,-0.5820801109654422,-0.09324022267246913,0.5128794777126608,0.37662471641316725,0.07736728231037435,-0.4930448919133914,0.0006884246439184846,48300
-0.4870563990084333,0.28530068228115524,-1.2105629456675393,-0.007647020415539261,-0.6448660866043218,-0.2728045047852737,0.512523189517885,-0.3913363659683607,0.0020368303781823573,48333
-1.4736208022803237,-0.523828038636205,0.1006918345896542,-1.1450265074436117,-0.23347583632181512,0.45610966511449563,-0.04799490735580314,-0.8776250933151097,0.003394910721182216,48366
-0.12196753346991725,-1.3548540404823015,-0.641588199108768,0.3365487243472611,-0.4014549297554738,-1.6558138119081605,-0.789591935696901,0.08398174766723754,0.0024046823605652044,48400
-1.4883693035824563,-0.2809516212669317,-0.909694910648773,0.13479210595364569,-0.45924568321816556,0.3529421234064377,-1.3540672226266368,0.005223995139956196,0.0018394266659851183,48433
-1.1336537278261947,-0.2031617256783656,0.26980617059168943,-0.5217340351121044,0.743181479714299,-0.9543551509150832,-1.5145361904198638,0.06391996965704363,0.0047485702354748,48466
-0.009149457245802576,0.7451917959846635,-0.9834938675473994,1.31518021585474,0.2441598834693185,-0.46352414467796543,-0.19301194956154671,0.5682969643035567,0.0021768030239743648,48500
0.8699462965088175,0.0720126479623925,-1.2175050832297618,-0.3663696530542631,1.5350650131484396,0.33402084782203795,1.1705969718413476,-0.16618876421116668,0.0035529426407709974,48533
-0.44886423040132,1.8534005573415722,0.24738390671039454,3.111023190347132,1.1790363974094125,0.6926725309463784,-0.09416809669608281,1.4172147861267705,0.006992064685387761,48566
0.29929739805431294,-0.17374966133435146,1.0660311159671352,0.5987944939663902,-0.4228244116464155,-0.044819785129074315,1.2684564374184752,0.867418680917255,0.002658617170310183,48600
0.4204413161279872,-0.4548792017385424,-1.389682165613291,0.08388301449746607,-0.7131817179935478,-0.11211757944562104,0.24277090246050448,-0.26921073708488485,0.0014893727219840783,48633
