center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,center 8,score,MILLISEC
-0.17444393791425206,0.502447946752556,-0.5163607748678032,1.2141997053231612,0.05492091300398999,-0.36154887166811367,-0.6874069314573001,0.19803748425217504,-0.10309697710045296,0.0006417076211191307,47233
-0.032665611526370986,-0.2921549312600178,-0.6199484661939939,0.3737824258839194,-0.5474508866262522,-0.13369055636570415,-0.2477675720118578,0.027904536381528296,-0.49768244096091213,0.0001528031734225038,47266
-0.430675893736248,0.1593555029245588,0.6948953513436225,-0.10754884817171484,-0.7031373487949438,-0.22813954859099364,0.3487036000259648,-0.05765763649898574,-0.505149332667407,0.0006909470421865913,47300
0.2612937145435502,-0.3713739786615558,-1.5220008758669077,-0.10645676580057055,-0.871149759982722,-0.5237125065153571,-0.23571544354459112,0.14055931873830285,-0.6592596034954211,0.0006785471879575308,47333
0.7174505044767735,-0.602266732477079,0.08802172291604078,-2.3411001589285876,-0.37154189394562354,0.999352883543142,0.3511084335218309,-0.17769772122247102,-0.8133753600759719,0.001451257913123434,47366
0.28445732493103565,-0.33596800655574033,-0.9794325246813957,0.05271273302123891,0.6184437086251816,-0.5848143401017136,0.1824484771896293,-0.04304493173085311,-0.409180891500565,0.0004874273821015547,47400
-0.6115671467504415,1.0623915321376902,-0.06251789214795192,2.7824499410316332,-1.8728577711748287,0.5759879314331408,-0.20803613249292852,0.24158651088444602,-0.3409336054314494,0.002155146867098885,47433
-0.4000926003733324,0.9998523732859541,2.555739474918034,0.02633136177389625,0.17632509074841762,-0.6538649963910953,0.4893200695961294,-0.14144132737640772,0.7108536456218798,0.002832721859255492,47466
0.00997024336670471,-0.5289674055462265,0.7646605112216651,-0.2609169270385416,-1.1168438638731932,0.3498057108251749,-0.1427457440455056,-0.6519703696980259,0.20542040686815866,0.0012017027130967568,47500
-0.795476788853946,0.28148757969519594,1.8618334662958413,-0.19993646043482374,-1.495402400113955,-0.5726061209587937,-0.03735783805660317,-0.3964782894143859,-0.6920500378749317,0.0005137671855759025,47533
-0.39717733289376367,0.1133226988656999,-0.9146857924624231,-0.7411141790807231,-0.1788894987107712,-0.0683882927845206,-0.9872340889834477,-0.5190536500537891,-0.2479493154017583,0.0006749423356105124,47566
-1.7297449649316776,-0.25475137621652916,-0.7494712907070898,0.05374804230855211,-1.1736906205707238,-0.41741075450401793,0.3413064854146243,-0.0605675930136356,-0.6668916851418282,0.0007276050338112522,47600
-0.5473560404794567,0.031623643030543366,-0.8093914112554957,-0.2457166323368577,-1.186269160663594,0.1262387134825271,-0.14502823795063924,-0.6937972585993633,-0.3038362675266979,0.00022290538144502522,47633
0.12425246878921292,-0.7622675060337825,-0.2264350788714622,-1.4825796500976474,0.37891371764064447,-0.44886428120395394,-0.1440816045859819,-0.6389301005169997,-0.04800041749645377,0.0015505479230510503,47666
-0.6507993444318123,-0.17515633192392074,0.2821005284795689,0.5264982315202087,-0.3798444140047114,0.7471751066259769,-0.07873779297286589,0.16008643886036766,-0.7320268910865977,0.0015278628270868413,47700
-0.20678224063276043,-0.5998342114980668,-0.012237328779035318,-0.7344155894924881,-0.09010802781006785,-0.4573997467485495,-0.6895075190147999,-0.2800466662952401,-0.13890325057783684,0.00024407299592232133,47733
-0.05955333912254474,-0.5827336392042912,0.7306728593006695,-0.3772142503566499,-0.7881557691852566,-0.24917958684441666,-0.0042557560016414,-0.11341936235877775,-0.7096719582982294,0.00037883547864111757,47766
-0.5684385519886258,-0.07266183741665684,0.3047808323728867,-0.9741389582774028,-0.6876949592067655,-0.4202735132770294,-0.2169200282328422,0.04363963636857342,-0.8010405589964928,0.0005793737348116787,47800
0.01810127856995862,-0.5840569174640492,-0.3212137551439947,-0.8529708948232535,-0.12889008171033153,-0.6886982218572388,0.17236646113923035,-0.22535296046470119,-0.36977204941219427,0.0005258215198022575,47833
-0.6770347475912949,-0.06462730562564435,-0.407728848807712,0.1797777130978088,-0.1603022909835012,-0.858127302011959,-0.2322931590830707,-0.5446661151949983,0.2642388164634526,0.000393027406629056,47866
0.1498379126138347,-0.6595897633079855,-0.13153982951723903,0.36129875610762685,-0.4369145214115063,-0.7797305845319584,-0.0028991191956432775,-0.556933683948733,-0.20006246185655213,0.0004730074549248496,47900
-0.14266822823002828,-0.7454108775954452,0.09486022756126772,-0.5146567916841055,-1.037644782917841,-0.2373308780609989,-0.047941421316879715,0.14514627568202967,-0.5885844338633883,0.00033443390016689125,47933
-0.5938355015702806,0.12684251507805747,-0.24500446218120228,-0.0853536346371998,-0.3543225399543994,-0.7820405524022512,-0.46404806108038027,-0.1927039434665555,-0.006834582985484253,0.0005348023909953752,47966
-0.2191206158328345,-0.5530163710990801,-0.07196362519424884,0.11182874049500877,-0.7295892377552979,-0.4026336136070513,-0.2804753193902939,-0.12332743534590722,-0.4421764008382083,0.00023253524760185248,48000
-0.8494131193319819,0.017885038692724026,-0.31363887412375385,0.31629176313492646,-0.07921033034000412,0.1891058535717175,0.440072786591563,-0.22339555463722593,-0.3747941081590372,0.0004942897703722572,48033
-0.10508704135900553,-0.8036289623712711,-0.4822085781489888,0.19825518415675455,-0.992547932127013,-0.33466728712205207,-0.2143974522052763,-0.632955857212534,-0.039868706203110456,0.0007849047033332919,48066
-0.06569457481486707,-0.45773503031902146,0.7686785122856901,-0.9568712858886169,-0.24509659510889548,-0.6616922935972895,-0.34368159960946626,-0.17515032182720428,0.042573421796642266,0.0003569260384387055,48100
-0.43999158977072517,0.3865968664253967,-0.08163410138391614,-0.7379133096848947,-0.2746844342424066,-0.3469138568844933,0.005930158377335806,-0.1937149270109307,-0.8616683177794372,0.0004649682874847265,48133
0.2539000333489015,-0.6840489929994563,-0.21110496160884917,-0.40261496887448267,0.10547004750504596,-0.07812142111163109,-0.4991384711421294,-0.33332745797450625,-0.7538042236602693,0.00048052408770737594,48166
-0.2406948155830039,-0.6646897310714361,-0.05241636820905013,-0.451415490692046,0.19594133553361223,-0.8322486428917898,-0.3416979125924984,0.0567474369408249,-0.10168055879188265,0.0005552127243727752,48200
-0.46352217856066813,-0.12856745776920459,0.20622304865855456,-0.7617863084078961,0.03820575389878133,-0.6444589377054017,-0.22923818133797164,0.3395842562080136,-0.5192032676730298,0.0006594025496302934,48233
-0.12607166402952302,0.3120007582579041,-0.5932015086164891,-0.43876611858106424,-0.8840642823070111,-0.7311118947290112,0.1611602153417008,0.5394317453118903,-0.25411706783700333,0.001245358106393021,48266
0.07736728231037435,-0.4930448919133914,0.5128794777126608,-0.32183901380851027,-0.14027896437525425,0.24741850305565027,-0.04620148096968404,-0.5820801109654422,0.37662471641316725,0.0002669687923029924,48300
-0.6019922382061782,0.21075319247153304,-1.2105629456675393,-0.41812857228999256,-0.007647020415539261,0.512523189517885,-0.7589046754711367,-0.2728045047852737,0.32257442718596635,0.0010826647476554498,48333
-1.513835525024669,-0.23347583632181512,-0.8171959529405305,-0.04799490735580314,0.45610966511449563,-0.523828038636205,-0.9935761288604847,0.1006918345896542,-1.3170731738237882,0.0025540566173030835,48366
-0.7113006831462606,-0.12196753346991725,-1.3548540404823015,0.3365487243472611,-0.3231309499370594,-1.6558138119081605,-0.8330269462287949,-0.4536709163010834,0.08398174766723754,0.0014187073941084882,48400
0.3529421234064377,-1.3540672226266368,-0.4337279428583716,-0.909694910648773,0.005223995139956196,-0.2809516212669317,-0.5868343850171357,0.13479210595364569,-1.4883693035824563,0.0009092051330281748,48433
-0.30080622932358314,-0.9543551509150832,0.26980617059168943,-1.5145361904198638,-0.6077525562963464,0.743181479714299,-1.1336537278261947,-0.08756905002190452,-0.43571551392786256,0.0025781869600925203,48466
0.2441598834693185,-0.5478080342525344,0.7451917959846635,-0.1774949114879642,1.31518021585474,-0.9834938675473994,-0.009149457245802576,0.5682969643035567,-0.3171601784796366,0.0016379818016909037,48500
0.9184531235873634,-0.19217406585052857,-1.2175050832297618,0.33402084782203795,1.5350650131484396,0.0720126479623925,-0.40149684337740665,1.1705969718413476,0.7244258152731796,0.0024989547239637083,48533
0.24738390671039454,2.9767909311364917,1.1790363974094125,-0.4986036022873895,0.6926725309463784,1.8534005573415722,-0.13526370030548857,1.4172147861267705,3.2452554495577726,0.0054707462333589175,48566
