center 0,center 1,center 2,center 3,center 4,center 5,center 6,score,MILLISEC
4.704716863421626,-0.33295109690408714,-2.8682292134439216,2.9054600951438383,6.398528545062196,0.8035852350909335,-1.1198645797268596,0.06794766001423999,290430
-0.07909894350034283,4.959393195498135,-2.0782741589168205,1.024693178791841,-3.994738282532195,1.9698687989609671,-0.8429494647940473,0.076657886007092,290464
0.10846122940383725,3.742490092097417,-1.768995486602734,6.183175756283184,1.5559274655966526,-0.6166532850604329,-3.069929197828783,0.05337172177555571,290497
-0.0030314700528912414,3.16349156409867,-1.7998689127357494,7.319356601367891,-3.243945079140209,-0.5185925495050214,0.5479071030449707,0.017463292184218583,290530
0.4935179503016274,3.4374090083215028,-3.3560466511939997,-0.6979837969626621,5.837843817417463,-0.1547204264750043,2.6930512898832992,0.01881325868492894,290564
-1.0449530165824208,4.805019863957595,1.7486920930199905,0.16400393443363542,2.921723506160283,-2.3252363778691936,-0.34464410230644527,0.02102221946248888,290597
2.835278048592047,-0.0356966744673222,2.0936102481215664,-2.0148792415489023,0.6546921469816991,-1.009498203359464,3.8202461855356584,0.04969216980970315,290630
-0.6697266285542887,2.457513345801656,0.9718855328530147,0.1960384475422019,3.102050413236279,-0.38216544875819497,-0.9739753983128433,0.017953336051874574,290664
2.2448174270065024,-0.15152723289377606,1.0512886987081858,-0.5438108387746354,1.5273773971330802,0.5772216570667656,-1.0889315049714632,0.016779934851825117,290697
1.9762981093144212,-0.39301544625119667,5.260761216430061,1.1506465493856932,0.08743748446550925,-0.9739791096849777,2.691705112628045,0.02670282810735629,290730
0.43374826705024655,4.328440493085951,2.3193383294329273,-0.5457557971008553,1.168745111006906,0.011402125904847,2.9493159113067873,0.01768220428980461,290764
0.477383319911043,2.7194041440378376,6.311237016490402,-0.9195076623750797,1.0883498519329962,-0.15982222532624998,1.5102023040434773,0.020979905434634644,290797
0.7705322672258301,2.620109570483421,-0.11486585520120754,0.21511277660964964,1.1246280756602423,1.6828733038356054,-0.3306742944934923,0.0075457611161912925,290830
-0.8135333048255197,1.4591350644735002,2.467364307135078,-0.20451334650053993,3.8343498415604538,0.8662454697671503,0.34273515235347646,0.032916897615602236,290864
-1.5761589622167764,-0.3960239958873274,1.593109778554461,2.769767652847487,0.5043837271637092,1.065785185471658,0.06592569172425353,0.022570451484490453,290897
-1.3310203293454068,0.8309198402519979,-0.3286690597443423,1.2647029703907013,0.2101884503061122,1.7075591841333124,0.529366943407596,0.006632250748353552,290930
1.2269092760951557,-0.2318705355550372,0.488808160459985,-0.8761538115080763,0.9378210293471797,-0.5757100495228924,0.061461024429160085,0.005460220189854973,290964
-0.49140772697772417,0.692608601765044,1.6341168948137312,0.2615336679149881,-1.3795766940115082,-0.8955228471115072,-0.2751507297977085,0.007322853574760741,290997
-0.15131804292765824,0.6157389454135773,-0.8355368505827845,1.482715726895759,0.32874693014870493,-0.5573478921520907,-1.280051235986093,0.00802402282703266,291030
-0.1294835182902035,-0.993483439845535,0.5161386169972295,1.3687843083277482,0.2460982760158354,-0.4176157911482557,0.09400980825606357,0.0030298692302097203,291064
-0.28193323677694276,-1.161292731307683,0.3603557396781884,-0.7059670347723389,0.050761725298535065,-1.6070723254703565,0.7865765501945412,0.008196493191753529,291097
-0.13556662950610246,2.4830718245449597,0.6650501251346503,-1.128509242815419,-0.6925042155684776,0.32414582031378436,-1.5084613294773996,0.01349139106041279,291130
0.19209541998676158,-2.6617826711908825,1.2472210835985105,-0.5210093590001241,-1.4860403465778536,0.4967530135102718,-0.042437919997775186,0.01614960148427645,291164
-0.6010134291786302,0.7198886607967985,-2.0467305993597393,0.2239939466824591,1.7883442405229797,-0.14776496581717305,-1.4339852893002636,0.011408520982684744,291197
-0.38072855732792477,1.1825201813278556,-1.5063501555132028,0.3912784938787595,2.165904070620594,-0.6604436699415132,-0.02065636301859702,0.009296486178878809,291230
2.9251287627885687,-0.5603471586130583,0.5437762112811891,0.07455526995757036,1.8765425048746598,-1.2801575057421681,1.1066547109908997,0.01049883434366685,291264
0.4687134956386435,-0.6577288131712441,1.6948196011417385,-0.30554682774428593,0.7382994177783839,2.4900158468743028,0.18019949033133828,0.009022833936027645,291297
0.8543771380534128,-0.2727454330823429,-1.0208972743279712,1.8092001847321246,0.3777729396405315,-0.5450908741028374,-1.5562767695651003,0.012249972639465392,291330
0.1684467421919172,-2.487688482548175,1.0608058746729074,-1.1844056039864967,2.175595393628238,0.5348568262100644,-0.35529841701359566,0.011977455474837674,291364
0.1691324495532404,1.152629430329112,-0.4827641243786297,2.348227063244731,0.5569889760003456,-0.18972731516977845,-0.9533949527400384,0.008460631824097618,291397
-0.20256400433212382,0.882060816992083,-0.7087246827765235,2.2808742685679793,0.6164341169398004,0.2929823648826121,-1.201872273461225,0.006228374619965359,291430
0.9035737220169655,-0.4011911773494889,-0.7101382289257314,2.5395419381709656,0.39002168784333513,-0.07914720785337684,-1.1030552722962526,0.020777884803184394,291464
-0.6035176024581191,1.354584638718809,3.3403907647470117,-1.2062684382530708,0.43784196691608274,-2.2514677215293015,-0.14915364475743612,0.02075366326806749,291497
