center 0,center 1,score,MILLISEC
942.6767617544026,4699.603762600178,-4244661.883224936,290430
956.8410669594729,4242.754596777467,-2893366.142064645,290464
1015.7130958254047,5773.759260655054,-3990033.139375442,290497
1033.2249312665133,6704.802085073055,-3503915.8281861753,290530
1047.7050313755951,5490.777176320306,-3855875.344605262,290564
1043.4681271066534,4644.430104975206,-2185743.354250659,290597
1062.3841120600948,4085.266331587207,-1550764.9688456743,290630
1087.145176152801,3349.605499159565,-1361650.319353908,290664
1112.6386909088162,2850.9650997513104,-764223.8698543116,290697
1058.6159089496425,2067.3070621168727,-613475.9645021139,290730
1080.9892423056458,1999.59086910894,-930699.8110355269,290764
1123.514121678218,2456.6201408044462,-704753.782395036,290797
1130.1951300362134,2516.5629818302386,-819371.9097695033,290830
1134.0992652158898,2686.621856532847,-856895.1327355733,290864
1011.7510383699952,1594.4052966717384,-597603.217853446,290897
1071.9215014755596,1685.6959986901552,-204363.8934876421,290930
1038.8894943639464,1562.9760074933972,-142927.3700044792,290964
1090.1186288299998,931.0850826207468,-58046.621223669536,290997
822.8147902401934,1070.3578708114778,-66299.14422077993,291030
1026.7330029550155,818.3877693545174,-75821.7451423,291064
974.4613078566332,670.1208022398885,-166273.10387227937,291097
1012.95023003689,520.4719713017495,-585930.8433166823,291130
571.324907416062,1078.8481669083656,-539160.3749654894,291164
1015.9016255251079,327.5416455266693,-463884.7987447913,291197
1026.3396615122406,187.8932816859408,-443726.31432642165,291230
1097.5419985068058,269.1792755658537,-1055518.7039717264,291264
1000.9088083728466,2228.408625005746,-1065464.146432965,291297
1011.9101238929951,2342.967562728942,-887320.0232572674,291330
970.9934407243406,2647.0831116532777,-921581.7614061253,291364
987.7966293832573,2797.416129216388,-965120.3795815182,291397
975.667815819866,2738.7632245230693,-1239459.2634658408,291430
982.4523817940067,2964.019062016977,-1261431.3501456685,291464
3661.4230839934353,937.4832617956946,-1590337.677058102,291497
963.4816022460986,3795.9764224768305,-1698201.04266581,291530
930.5018629928566,2429.3378932266432,-1500494.1774359124,291564
902.1898568004764,1877.9058766739022,-1323447.8201476247,291597
1079.3092702247031,356.4556038972984,-1219293.1930769708,291630
1072.1391033144685,456.6783561606122,-976789.1495065688,291664
185.87674406728888,1013.0215031511457,-894030.32280591,291697
1023.2838628191714,290.8001127096037,-501828.49138820637,291730
972.8419830716261,242.42588990173772,-270403.6312348397,291764
957.3432046702724,292.2849388218775,-360481.33610342606,291797
1029.2336318387306,258.1761666553781,-335578.5605704218,291830
341.1088075983797,1126.5366364985337,-541569.638166946,291864
218.2252658093107,1097.723138733483,-678176.7698180116,291897
1110.673490804722,325.4739711613714,-1233267.9278423048,291930
970.0285651375066,2221.304346549567,-1116762.6563454028,291964
1079.1827704130349,357.65395200729074,-438583.7140564254,291997
1282.181372753486,918.3565919265457,-545080.3578608951,292030
1044.2726707522213,634.0821109930655,-348646.0959118083,292064
1057.76327157231,539.0646987185344,-452497.2018283322,292097
574.9999659255404,1103.6609571686217,-939902.2521303479,292130
996.0563098585668,297.26400071796286,-967897.2382682792,292164
992.650989846278,285.9345335392087,-473757.4103638495,292197
455.58850660296673,1014.4280836668383,-478773.07151131175,292230
1042.009750115552,591.1332767656245,-604882.6730000963,292264
1060.9991569972708,645.7310342058042,-391033.77893480303,292297
1004.9807533452105,2031.0049236769466,-741242.7081138649,292330
2614.2314858866894,1006.6109703924641,-1137142.2078226407,292364
1017.8340658225088,3051.8977153306364,-1564631.1448924795,292397
1024.6544228138205,2958.667580518869,-2041320.2583267014,292430
996.940495567123,3386.709068857366,-1824772.6835077412,292464
987.1564913070249,3738.1142494117676,-1773720.8884270664,292497
989.7483216790887,3306.2200480027855,-3556274.923304039,292530
994.160942160808,4368.100960371681,-3198314.4216386885,292564
3604.763394666693,904.5178683801906,-3149263.8267802857,292597
903.518102859384,3706.5348511389348,-3141286.512887161,292630
884.1807889981114,3583.1514222915453,-3198749.0848270184,292664
873.1108095885097,3281.1240776466634,-3046802.3435889096,292697
2955.265511313659,898.5429570462456,-2249820.047789225,292730
2639.504802429781,923.9347378195546,-2172489.2006561477,292764
962.2249469334049,2541.039418432688,-1511195.2264236512,292797
994.118128334926,2392.9379287644006,-1927509.8517277641,292830
959.0938362897209,2058.4394174869117,-2161018.7310476205,292864
935.0374418885701,2365.7357669714684,-2084574.5234123752,292897
905.9775143473959,2050.677791380861,-2208320.1707563964,292930
1874.4620515871673,917.1426009412095,-2312777.710798,292964
1077.782583957109,239.0634453171822,-1505841.6382765097,292997
1037.6070324791203,284.30488340007855,-523640.8305223324,293030
962.8498905057322,185.8409439159608,-289274.0210490657,293064
987.6834194406895,268.0814584686145,-306302.0655178556,293097
990.106292983223,188.1192468726764,-172938.20230060857,293130
1028.701869544117,167.8944763394246,-81575.64161656599,293164
1020.1160008990284,141.94938329166803,-136369.37827195146,293197
988.5301182618917,176.7573409851874,-124435.49666531502,293230
997.6325880739986,185.54083083481976,-86132.50787003177,293264
1040.607542311133,172.31706046091665,-184062.23953347656,293297
121.8809117567082,1024.1954267783838,-54961.86100667853,293330
1001.39118051169,108.74782624978525,-24385.8089241936,293364
1023.3333909343538,138.75919579981087,-141485.7638856998,293397
1014.5813687531266,145.90182971908985,-52793.61928762068,293430
982.2778186133017,95.84641208482185,-92778.91941703002,293464
979.1454954659395,107.24259766623629,-93469.70556914755,293497
78.90319574420096,978.2947282655468,-102228.2228722014,293530
976.5314120635578,68.0897598981121,-96360.34303554893,293564
118.18518536190106,974.5894944925756,-116139.38540016157,293597
136.0588168841607,986.459631315698,-98170.32429236821,293630
1014.1404975691212,137.2014295381798,-290859.65770748357,293664
1013.3373006016342,112.20628838244716,-218194.9875874684,293697
993.5389325664821,89.689791000539,-94739.93854588072,293730
62.93127618188612,1009.3365716999372,-18539.23285487877,293764
82.21876813783251,1007.5002141441353,-75264.4668218309,293797
1031.7558490909698,123.47320295911777,-146998.7266202291,293830
126.2595879680556,1050.3863234513606,-167816.7263320274,293864
142.2046550382738,1086.972690849132,-1260831.0899983807,293897
185.96437698580792,1045.9043950718815,-231993.1943705508,293930
1063.571118832919,297.16791104414324,-344163.76618018636,293964
232.24226705269223,1028.666247012951,-552294.9059338399,293997
1036.4959976796233,186.3685221559515,-512516.1641424187,294030
2421.290977970223,902.2162841337297,-1895005.5328785041,294064
1860.5220674284326,864.0906831121522,-2306365.1542934296,294097
2108.298571839412,862.6990143165497,-2610193.7884902484,294130
369.03469560930665,1036.2727575715126,-843037.3178248667,294164
326.06747417259635,1045.3441492480192,-1227933.158214242,294197
168.46973062943357,1153.568563830474,-1781976.4646622434,294230
925.7320747692307,3183.425356436051,-2979470.514869107,294264
2397.697993890715,877.019911278708,-2942908.089377934,294297
1060.9265049593726,194.05774755502614,-855297.1702643998,294330
261.71917777180795,992.7454863893885,-288380.7479881895,294364
1002.6409147809057,117.11052048737929,-42147.7660728119,294397
1003.202383337938,105.00619191512851,-50345.14733870498,294430
153.14960235062324,1005.3726706206114,-118246.68720610155,294464
103.12217352640221,1008.8690745699791,-45102.13265697603,294497
1002.3140585395147,117.65812518668645,-109671.27675251405,294530
159.34928286674358,1003.9507067471254,-247731.68500043068,294564
988.146581314972,181.92668562572294,-190520.7466547335,294597
997.4126864301049,112.13289763006685,-66745.99351792337,294630
999.1589130535817,73.38043428202957,-99134.02277226701,294664
