centers 0,centers 1,centers 2,score,MILLISEC
194.06442229321692,1663.4463995073545,1070.8095068685186,-26538.22789805641,50633
960.4085858383585,131.74976280813564,1454.9099529599139,-52734.75405229068,50666
557.1871428794034,1034.4734923710378,112.86274850454424,-52758.16278311152,50699
270.333335108833,766.1234486946456,229.2465921229801,-77.49857831622401,50733
438.1192968820108,685.8935777509511,159.4145539152558,-10639.445098837516,50766
516.2764359223904,779.850379792201,157.87019984784968,-7590.053698467887,50799
983.674998711819,277.7246838147448,502.07369976926697,-1644.4907279087458,50833
969.3368867426846,1600.8466863797194,578.8564805551689,-11780.12325271233,50866
906.4827908772709,2252.876371544704,578.6406484166145,-1877.0087578436408,50899
940.9548341976888,3073.0117241001744,592.6295072415915,-12762.421378925323,50933
4179.316107083862,846.3467816243992,88.36854644046161,-225158.00460682582,50966
5044.961764828631,471.2996349813884,1455.042611059896,-288795.8909671974,50999
2131.7209010562333,5319.1506568318855,428.84794616991667,-93308.45798153707,51033
5150.204981107462,414.6524541423023,2893.200822618437,-111250.98969930124,51066
3059.963561874553,742.548663914838,4721.428978708983,-142991.76145067776,51099
3608.5365575356427,1788.1132188634838,440.05795072921933,-200982.05890896768,51133
1602.073759346164,2770.8061897029224,331.0377621963996,-22611.457436845223,51166
2571.278783233096,262.5299982859101,1818.430621207199,-184048.98950265898,51199
2150.5070385988483,289.58936444558867,2956.5498473727785,-27641.43081043607,51233
1710.8899598917226,3362.94469178427,420.2987033051613,-472806.6354251001,51266
2530.431781336932,1301.3593557021466,309.2975913258945,-276685.48197948164,51299
865.5868777414449,263.86549603917524,1096.0333024137542,-4315.07124545038,51333
659.7741869090135,234.75306174787158,450.32870305506333,-3994.1629865896275,51366
466.0586226377365,1729.7785985495368,1305.3984066176886,-67780.08079504763,51399
1409.4976966414176,313.5314976202551,1940.3442993448352,-11546.729487614295,51433
1452.5633850602667,2304.1681445026325,227.57196663912714,-161310.54848310997,51466
678.3327115408854,2251.105476636174,3122.4483982925963,-216605.73102442565,51499
693.6715774269901,2592.107118386913,3524.535997830069,-389120.85895569035,51533
3250.9485646691583,636.2545474543961,2353.907814677542,-374005.16143828316,51566
469.87432186280944,2972.879055989492,2097.4741953120665,-120381.48022598549,51599
1584.20137608828,315.3889942398516,2440.2168340592034,-58616.17017290786,51633
1391.4447387276937,255.21757517425976,2375.410069861623,-151462.0567783823,51666
244.886655278244,1065.9413657633636,2118.9728643850067,-33732.06164233891,51699
393.5787713317124,1834.212092425519,760.9878112325566,-40152.60382500498,51733
334.2001239536843,1445.0595143453436,749.3439432346156,-20847.863773878653,51766
180.9894379567644,873.454990043641,1117.0863887811006,-5545.407431914948,51799
203.29052272319882,1352.6827005872792,455.8113644919354,-4288.949805668527,51833
1999.7722370310075,503.1759591247418,1311.973322899517,-34781.86247668875,51866
881.0343980253142,2731.153785490667,567.7974991139006,-16260.168488516796,51899
3453.9868268422797,1325.2865542022955,497.3232891214112,-169504.19069613496,51933
856.3003605283702,3972.2231810410653,2143.402202107668,-140159.07767694863,51966
2585.1831656577065,742.9808446820095,3891.291944842998,-629064.3933068236,51999
1373.7204657106186,2963.8160571033886,625.5261785089413,-40204.923487849046,52033
982.7610312500632,3348.6627181607882,2192.4836864520767,-253140.08019565232,52066
3518.8072682340508,472.27322600376147,1237.7008176202667,-270209.19017067784,52099
4052.179413599551,1074.5354739089375,3172.598304229516,-198714.54593388422,52133
2149.924383649345,877.1622718578761,3413.1948376850683,-231770.9868382247,52166
1314.5998904847206,2223.6620932473306,633.9345392073222,-38058.04598492215,52199
2459.75649201298,806.2628068522179,1335.891462657053,-13794.858860349705,52233
502.9761425753711,2298.841012336434,1252.4292738653814,-182353.74189510016,52266
2206.4230440335496,1026.8308990695534,1400.7319515167776,-28142.310947476442,52299
1445.565730235266,2368.9801603221586,2932.1040227113363,-52836.158708145886,52333
1212.6789167399122,3179.60451882082,1971.794360474743,-50050.8975774718,52366
3482.6499850124055,925.7963596763648,1761.891313333487,-79221.36460616985,52399
530.9491501076163,3211.883904613332,1237.7980837844239,-28535.374130848955,52433
2495.521086033243,479.660296459901,1080.8275872463005,-76509.47162160535,52466
510.9926135332737,1989.033722889676,1060.7558625810182,-160806.7962441391,52499
415.44058430434825,2487.2947151473627,1340.508485612829,-165927.36273858548,52533
457.08281368285213,2681.280664160319,1123.8296134201128,-24372.904307301233,52566
924.4770778526037,2620.6264518240673,353.5420500681621,-27716.302717424456,52599
888.2944597940071,2346.464574631375,175.10568237495886,-172007.85809781944,52633
643.9385326733186,2020.0061881093334,1512.4093361256403,-89105.49841560025,52666
1687.8835191705361,875.7925906812749,562.8001421463929,-691.1276405352254,52699
1620.7216454593492,714.9958041834931,944.463869798114,-18804.693171020586,52733
901.9845067663832,1513.9151231162202,1142.4303042199117,-5134.848660213649,52766
1147.9909064200376,593.4618774613917,1293.6247523915117,-389.63633070163684,52799
361.6600613836148,1438.3372344481666,870.3739925078418,-64032.33949787784,52833
1592.856628795425,461.5216345501608,1025.7728793451306,-391.08188924195645,52866
775.8425892872606,3183.097390907165,1875.0981307654274,-100622.82994411723,52899
2216.3763218370655,782.6088218435492,3956.3435139027047,-30358.29591795593,52933
2656.884265450793,878.9835919337693,4541.985689101189,-43016.535333628155,52966
4689.158879799234,935.4269431846199,2726.0957429995005,-276472.3018928341,52999
4343.992403308274,1058.6496922237184,2614.261081070519,-494205.4874638808,53033
2193.8796434064016,848.2851797518053,3979.039331295935,-258526.72812089729,53066
643.1146430866881,3139.5642160366815,1937.660703012785,-341346.178458921,53099
278.3470015543928,2860.9116662488286,1776.497959469698,-56537.76929405982,53133
2784.114580975431,369.76523403982435,1689.52788343844,-8318.405558997629,53166
1195.0387912925132,578.9405470730612,2205.0698401637987,-140791.2605217472,53199
1003.2897434316214,260.04038147949245,1503.0439115341908,-38771.07217473369,53233
874.9369134112287,369.7277284753489,1555.0244371070187,-19904.608693781454,53266
695.4609981875332,1684.2479033681473,381.7034576086722,-11623.411348753829,53299
341.0358803170077,1695.7588271921218,741.0449008860895,-21085.966414258757,53333
466.89718144525267,1020.8241768296831,1543.6816381624808,-3679.065875436433,53366
464.4791565131278,1264.8309842784315,651.5665737282723,-1381.3887482151654,53399
696.0155221218674,1047.4311212138477,1556.2499799196785,-18723.87855625255,53433
1479.5243792442495,816.1760895641258,1938.927796489596,-34355.404091459975,53466
1102.351258688077,2152.5189196377746,1886.0843035241028,-2506.0061404784597,53499
1414.6001023748322,2369.3788660431683,2083.061208894256,-43460.679018208604,53533
1991.3758103980774,2602.7295287831967,1413.696572818934,-28866.145284200906,53566
1561.8067707803102,2675.18933909359,2010.063431834926,-35049.83223433804,53599
1389.1128190195468,2493.759812010772,1776.8435496689065,-148.72810670360522,53633
2124.826816472345,1350.22199819271,1565.2111678620236,-5385.6667894551265,53666
1424.0063130046879,1732.065241265467,1386.480989223137,-161.97409125343398,53699
1295.7945778477426,1579.93227702962,1479.3499718566022,-6747.145576521536,53733
1378.2364493404184,1614.8876121885387,1445.0837659971535,-1261.3979220009846,53766
1377.5795979181794,1739.0460028417879,1825.7110943410516,-610.3541987616798,53799
1339.4035207825038,1729.1356222112827,1948.6538943588725,-6402.625546298794,53833
1234.2227739864084,1932.3079464723007,1401.1548873091056,-3600.25188620518,53866
1174.0860275124646,1398.9447637969602,1140.5575009842244,-84.26958737664995,53899
814.5465718767597,1152.9081182838363,1274.438307647726,-5688.506078085046,53933
1053.1006948238162,845.8090801120546,1323.7114032891407,-9932.09472777929,53966
1562.599436835941,1218.1237956915747,1401.1698443838159,-2155.971118767822,53999
1185.42446422932,1398.0703363562957,1707.4934846142166,-2275.348414447517,54033
1246.6911779211187,1561.4531693265733,1032.6209372272092,-3332.3206809606354,54066
1469.9733138522442,1004.2415048184375,1207.7371402751512,-17037.369686754744,54099
1740.8679268780618,1196.5071020259775,1429.0209935476805,-11263.231937353274,54133
1445.5709974844683,1962.0551988241525,1620.1314761463034,-21529.775997749966,54166
1453.4960121361555,2123.0893422708446,1630.3499624313793,-8292.974880490327,54199
2114.953663795025,1363.4008409405421,1760.7424570333958,-2419.4407678680504,54233
932.6632590641343,1897.0345278881985,1488.0586873231478,-40135.17654795626,54266
1674.1484402525364,857.6479704177614,1336.2797945058396,-20532.539267452317,54299
1479.3070209157931,1128.2533537315112,1232.3984745203152,-2875.2153256757665,54333
1149.275928647749,1424.4879899671264,1073.6042101258731,-3602.6125405409284,54366
1470.7678266810162,1027.8579493601533,1275.8158174282055,-10466.10781142233,54399
1168.8807641205153,1445.834361190797,987.1418337807389,-11713.277807120554,54433
1074.7753253587468,1318.250942509192,1178.1758480498956,-3782.2472910712904,54466
956.7000574892844,1404.8837584584605,1163.5987280845575,-5864.875658890035,54499
1403.6469415092038,929.3928125394558,1727.625827544842,-7997.790775573703,54533
1435.8095515469304,1857.8278998058104,2041.0685926739454,-9063.85277946959,54566
2159.11881476119,3307.9795948584688,1678.9297186005138,-25427.831232702396,54599
2237.363803306089,1647.160825142033,2817.3430746006065,-125631.8555462606,54633
2313.423951653929,748.2387002753422,1342.265994503325,-45799.93464837005,54666
1901.0927270113534,1011.5111786132918,2581.7509562310615,-67100.15768977089,54699
1652.5111831830816,3245.973659782223,3949.0683711478077,-103325.36836455704,54733
3067.0066840487975,1430.6546989158203,2207.5538498528185,-52898.39741025183,54766
1124.1854270112156,1862.4851677261754,1467.6120059470759,-14528.37708683297,54799
1249.5675251862142,1533.3915214977312,941.1806415348756,-3923.3253966184006,54833
1347.6393858181082,758.826249168085,1910.1104680096385,-40892.618730574635,54866
1644.169699270729,2629.1730210978385,2077.6004208668637,-20068.432690189224,86166
1765.5895139556849,2808.1029183418473,1186.0729218666993,-40589.384448638324,86199
1099.4978403107148,2320.1882997480484,1568.1454014216922,-11475.505728667482,86232
1083.091735621383,2132.5995873581146,1466.6880476243957,-6838.926368797662,86266
1631.1790149208757,1098.5927361857077,1326.6721524174689,-2480.0638452844987,86299
2037.5574915910702,2704.1996051908172,1728.5190192763284,-6297.927493870218,86332
2954.0355448098453,4891.2756004952325,2038.0852161864686,-33012.954686468205,86366
1657.8806949896393,3360.8851740059245,1292.6457364645582,-28539.89665567407,86399
1416.5593841869443,2263.977473386164,2616.421411011613,-28021.533215716176,86432
2592.537174275424,1326.3049417397067,2110.3215394816025,-86557.60455050017,86466
1344.0718053230828,1663.0708308358853,2219.874095528843,-35710.787516773904,86499
1741.7904593195851,2427.2317565490116,1111.9937050181534,-21571.987469805576,86532
2109.445293391328,3069.362637421652,1397.2308778517315,-40414.85633370893,86566
1907.0124768695055,4245.884242416413,2738.9068987462865,-91271.2391921023,86599
3089.770703466521,1963.0774840689012,2738.3443689742244,-24294.816897737473,86632
1982.6128538819876,3177.708136377537,1396.6638822565722,-3412.8148657604406,86666
2041.6412515424936,1175.986619104303,2454.778642751091,-31242.57356148457,86699
1846.6602286289701,1105.154614619914,2359.790544392913,-11261.728756220598,86732
1320.9069913474252,2401.470042700567,1777.9991563552553,-65854.7084424625,86766
1341.8931912650767,1877.9547220997028,1723.2950995113983,-5879.44995971326,86799
1648.9315025740352,1314.7239650799743,1821.7384554320633,-7791.590926650517,86832
1156.2099017434914,1945.3875501967311,1710.1888784575813,-23251.88529973391,86866
2052.753421810663,1296.387805598264,1914.9083528983836,-2195.093481462325,86899
1867.654732441722,1161.4378766232078,1424.8284107217964,-6653.718266029341,86932
1395.854935156229,1805.0556602669585,989.8890260100045,-3100.5590463567096,86966
1484.2818569709548,1813.3966248817355,1289.360306508619,-11224.099868768273,86999
1509.7271276624792,1719.114292654168,1994.257756660357,-376.1463764803891,87032
2296.895852502111,1579.7865012818456,1742.292168380493,-20371.106252531423,87066
1823.3615695650694,2670.6171571380273,3426.9115833356423,-47040.75989961983,87099
2525.72085310837,1519.5690178468367,3553.8481959701094,-79972.51652058211,87132
2332.8957336430494,1087.832950053317,3207.6461774952672,-303047.93745671347,87166
1481.9087775732353,1015.1226526878414,1317.2797728652786,-3125.124854199206,87199
809.4163190068018,2093.438765371784,1428.138998837298,-20133.716328277573,87232
1758.9194050940923,649.9373905439115,2548.5254560235417,-193216.82951283036,87266
2060.33398989031,873.4580699724515,1326.9846503290837,-17363.175787349894,87299
2259.977933422363,1458.8377831788678,750.4531964086768,-83853.12562750436,87332
2053.0292020105358,1252.9966695942448,641.3095976203693,-79556.88335542713,87366
953.0765971316262,1310.486702272421,642.2499513429332,-3811.8095014639234,87399
713.695914788754,1299.4139152101063,391.14319628494115,-66070.2363443725,87432
1138.9943081448878,489.1333501929548,895.875549392883,-23355.063485128754,87466
1101.2505693784506,840.9471366550706,436.41264876261323,-27564.19359055361,87499
677.683915432331,1702.834401813635,871.9110959724287,-8144.102968927202,87532
580.9390390501275,1275.8437442077966,2138.558626739047,-20741.146546690503,87566
2304.9953605072233,599.8064381366662,1236.0420704814217,-9199.249619964728,87599
990.5193838490196,2507.3323302203007,665.2495772264722,-5737.872102788624,87632
2275.917836829792,951.4084602718253,1744.0556183791846,-9201.825169584017,87666
1129.4728115395405,1868.7506827895074,885.8543898406781,-3060.1071334314124,87699
1911.8543715777214,835.4286324995091,1632.9044928429598,-19255.558264862557,87732
1704.6151695477722,766.401330896548,2220.7408673683653,-27181.37124285921,87766
1755.436256368699,990.8082559203874,2607.2554535373015,-41581.64947874103,87799
1967.1410443015207,2602.091850800044,1085.7006954036642,-96727.33547296877,87832
970.9397509629524,2218.1777607180766,1647.61990490779,-5906.141614772739,87866
884.9824857024008,1495.9708708171374,1816.907812741197,-4274.460999846382,87899
1497.9846163864886,948.6067495264566,1614.7699526557956,-2980.6476445509124,87932
1275.5109498399806,899.1095595087397,1479.763156724751,-1454.4505149316915,87966
676.5929352276744,1460.3912484377554,990.9436788536544,-44413.053652799106,87999
964.5298800659762,1653.2322885789522,381.1062843879645,-75695.33137974095,88032
901.3766949644084,406.7526563707484,1838.7900913372357,-79272.66062075945,88066
2116.2551831005635,572.20061826818,255.3918557824427,-13590.35736053758,88099
544.0465515068429,2483.9909420124704,131.85598204101325,-3328.0493805365263,88132
2441.172464206493,371.1058104060651,820.8523511096981,-45929.790321077126,88166
440.2300401325683,2117.1244649287864,857.2313705565091,-191.77819737279555,88199
350.28314782492964,1763.9515299463305,866.9463685373836,-64824.42085940327,88232
577.9970016791258,1292.3669308715728,158.30666442067434,-336.36407906408624,88266
1348.0474724156086,323.8953712301571,807.3821895484195,-50548.6012191355,88299
862.7919795640198,1463.8339363690084,452.6477956925867,-16194.359578113674,88332
485.0338763943744,1601.9264518588093,879.1683570283908,-14687.563169785884,88366
480.74276546541523,2288.1426965991436,1247.7329498716686,-123920.75851441766,88399
514.6501854374137,2917.8137363443884,1355.958181464559,-124840.19349712448,88432
470.803466866931,3525.8254352704416,1340.693373405692,-94065.74818428759,88466
759.305831381389,3723.945219790431,1287.2394505641585,-28547.502683002254,88499
