center 0,score,MILLISEC
1083.5832914509544,-261308.25244158017,46066
943.981375857866,-22766.810167450683,46100
986.8811214124678,-6758.260998349672,46133
1026.7115946417707,-5488.507140761966,46166
1046.3095595259472,-14723.528223092599,46200
1041.8981547550713,-11530.175589886489,46233
1074.5816411621392,-6450.4823864168175,46266
1071.4068731215602,-31537.561139404013,46300
1068.7284591234843,-47648.40329771417,46333
1048.3247040640135,-5975.574245492391,46366
997.7602588360996,-6426.329436597332,46400
949.2009000443647,-1906.2567748393326,46433
968.057758622963,-4466.879849425527,46466
996.3399919009239,-7491.102694334531,46500
1018.5881188251625,-3686.2209410837986,46533
1021.2559863338973,-12396.051885892477,46566
1010.0583143410453,-32560.008152631228,46600
988.0306628479523,-9206.046361180053,46633
1034.104320523539,-9560.271372748592,46666
1030.418886286791,-39126.593917447746,46700
992.9832434601736,-6686.391036567668,46733
1038.5132551608071,-13793.094276521504,46766
1059.3958249279221,-59674.43062643592,46800
1037.3428937525393,-23461.60390553969,46833
971.8811244196714,-10066.399983775587,46866
961.010913633512,-7118.1193864125125,46900
992.7085577095255,-3765.5972513687934,46933
1019.3137561240694,-837.3328812050963,46966
1023.4525290083833,-1413.6043317214198,47000
1006.8971882940037,-582.2610281478702,47033
956.4974002462844,-13715.616610496289,47066
990.2420875892333,-3716.039834586321,47100
1000.4141967226311,-873.1749790629215,47133
1027.6256122736868,-1893.0049956504633,47166
1043.7759415379853,-2993.9193324625626,47200
1006.0374133441105,-4583.614759456786,47233
1000.2398300732673,-3778.4116750070366,47266
1021.2116969981122,-1959.349571179508,47300
985.0440194897769,-7157.398337119626,47333
983.7243705580489,-7354.813850852291,47366
1030.652928833454,-16185.70143511496,47400
1049.0779163498125,-35289.62713567878,47433
1041.007529483531,-19964.617792977864,47466
987.0696151238567,-28257.87449620742,47500
1023.191247580527,-43807.35437302334,47533
989.26996809528,-32301.651123818097,47566
1014.4053757005848,-15175.668748776248,47600
1020.5996080769619,-11370.19996575867,47633
1027.9868529433338,-6614.150878301997,47666
1019.3020982479579,-2905.1625365513282,47700
1010.0719076017699,-3433.707368607667,47733
995.7487541792887,-2860.092751972756,47766
969.4855503384581,-9821.838424685051,47800
993.9762665263947,-22585.90791124689,47833
1013.9423211340086,-5260.84706689483,47866
1029.9920380622957,-9348.00764139254,47900
1055.507393792101,-38768.708251032906,47933
1026.1426935908783,-23548.861950283837,47966
984.7056399091226,-1976.0136558270801,48000
962.75874368212,-27105.007318130636,48033
983.6924408323237,-16633.90924672699,48066
1030.8154129787172,-3567.921827583564,48100
1031.0134577844349,-8383.249336916297,48133
1020.8115914041525,-4827.474274607007,48166
998.1465803271246,-2077.0209063341695,48200
993.8746918347778,-5349.484651627578,48233
989.5556857637935,-5439.723862742436,48266
978.773511207924,-2499.068788559453,48300
967.0819517957815,-4780.4925543093495,48333
1014.1328831128826,-2160.4769457615494,48366
1003.4839155710185,-3251.15595128428,48400
974.4293766396197,-7107.949708610511,48433
968.77240247507,-5735.161013405651,48466
987.5029355078173,-1244.7618172185319,48500
1026.1846304491871,-5595.521149325188,48533
1048.3118255187471,-10231.582387758323,48566
1049.4010036641719,-6406.667543144585,48600
1045.7574198249322,-4925.094405502341,48633
1013.6246464227592,-283.38082168225185,48666
984.2073128840985,-1359.8263273109135,48700
984.9020652589022,-668.6092437461352,48733
1002.1655029585573,-1181.523399108383,48766
1023.1841954986556,-1887.5104088445366,48800
1011.4132696327459,-2743.9900539916152,48833
