center 0,center 1,center 2,score,MILLISEC
961.0957288428662,1129.5135031817485,1027.311339878529,418.86283483037323,290430
1026.6030995106673,1133.9234928240153,963.3779113099905,224.63539875047678,290464
1141.360639766377,1028.31215758472,961.5248306726145,55.398622217990166,290497
1029.269349311098,1144.1183202653694,962.4022028237466,15.950320743231988,290530
1143.9512839224317,1028.240139707124,962.4541547523186,44.070042917852604,290564
1141.6823129622428,1030.998330424774,963.4837829460338,93.97557220471933,290597
1032.4811099030017,1146.2391657602793,965.4403140536447,151.21302825809417,290630
1031.7415502715642,1160.7704935255804,964.7180935382107,240.49392144415043,290664
1170.5019300987765,1034.952900690805,965.1766677660625,366.8899946911155,290697
1178.8306229302993,1035.2977237893833,967.8047323711535,468.59422331353073,290730
1177.689380125977,1057.2048051347479,992.2275228594715,601.1067274595839,290764
1040.2110022199313,1171.9750153737716,967.8972052857679,326.05368010155365,290797
1042.2959261920164,1171.052735917439,971.6120625023137,248.47677752319697,290830
1045.168074363866,1163.6873370642204,971.7000566018302,205.59115476473553,290864
998.7040455755962,1160.022282361369,1071.043416486932,313.21351042308606,290897
997.2310988842582,1165.7013503195017,1077.2186407596184,319.9989125541022,290930
1080.0689792786384,1173.035071776032,998.9346099887478,359.54614001100725,290964
1115.7640402292072,1000.0353159275726,1207.912662405689,547.9893716145539,290997
1117.366787273354,1213.7956994486347,1001.2762618328129,532.9240754127984,291030
1185.0816160135469,1000.9090866319657,1086.9687208011094,569.0254737137711,291064
1120.055295133841,999.09187046862,1219.808591542132,493.0280824635232,291097
1121.870326691609,999.9425995487678,1222.2242020185986,487.5070786059694,291130
1120.2390177932032,999.1522450756723,1221.8436888571305,503.13366958525313,291164
1218.4855354086071,997.584895020714,1122.221736450951,458.30058540912944,291197
993.4812622263212,1121.9717587180885,1220.069260329101,449.54169769387124,291230
1122.3291169424947,986.8147308159644,1216.413580983047,392.41612307835146,291264
1122.9186987281746,981.7582769406444,1218.0845619249922,384.91268206404413,291297
1219.0697272920856,976.0838704795432,1122.6734047640712,371.681610048866,291330
1124.5224882819864,970.2867702777346,1219.3941118440748,388.7027088369139,291364
966.9543912437508,1125.3125226778702,1219.3252232279951,358.7726235178099,291397
962.6283800183908,1124.7907233272842,1218.6570477373855,397.17228002137324,291430
1218.9524190878,958.3795165002016,1123.6912107287767,392.5061134944361,291464
954.8286643312025,1222.8499499120896,1125.0403630922708,342.5612738813238,291497
1223.575089645094,950.6762141130278,1121.0873332914834,320.37082124447414,291530
1117.4270898239702,949.5163047969934,1225.3101648154234,271.3943408785276,291564
1227.2509930735441,950.0902463442712,1115.908612053333,201.39733867462934,291597
