center 0,center 1,center 2,center 3,center 4,score,MILLISEC
0.8533287735185207,0.025595447913193927,2.7160033594437984,-1.1892394732793183,3.4509517870767255,0.04308436378188451,75699
-0.0202133770396854,3.4825446171532652,-1.5231113627484791,0.7865124325304707,2.2947255919079748,0.04632695816534682,75733
1.1516686395006939,-0.31680952858930306,0.41739119655201234,-0.7088169312861949,0.047957948727497236,0.007438515169111979,75766
-0.6179535157559612,5.420251782547901,0.820137510533197,3.4337455931860528,0.198772122432011,0.05298850047842772,75799
0.5512447283702556,-1.2588265808432817,1.0753496035525119,-0.32885309548487796,0.0898749382871548,0.03953696999699967,75833
0.7835449370906369,6.927677019324716,-0.39772977148586464,3.0299839014345924,5.247674116893812,0.11132759142922966,75866
-1.694742378596206,5.903224840358144,-0.09428548180158627,3.853523597928353,2.136753482490232,0.13554118826507905,75899
0.7403534125032654,5.645313178118025,-0.37559700017181713,-2.6594204937423616,-1.835329860893851,0.07333866377970685,75933
0.24430568530961982,-2.4242463247782933,-0.613811056739357,0.9464953779771965,-1.92018779189109,0.027780999903020034,75966
0.32835458570185705,-2.6090047801143736,-0.5963071141369508,3.404538802885613,1.4126503419252645,0.07050680879307902,75999
-2.0784798990591216,0.38567298909803993,2.579311544486351,-0.38576849294916876,1.455878647056268,0.05508476614610939,76033
-3.208550520327758,1.4125458692280646,-1.1849109716815902,-0.2073876675725503,0.3476452282818313,0.10800883453102897,76066
0.34833254795943447,-1.3916705023584814,1.5816500376074114,-3.5417915720462774,-0.4184054228051153,0.08745422784814386,76099
3.65169472316353,-0.12268179874844848,-2.9098721346253784,1.7230891088628197,0.5407520545161743,0.1742493028334379,76133
1.3768445676037218,-0.19401676694193062,4.083208363866799,0.6196944503356718,2.961868285923039,0.0477228364874139,76166
-1.0334111674519628,4.480864752924764,0.439011583751789,-3.2292957034570597,3.118815986815153,0.10716805086276429,76199
-0.4106945282281346,5.652788794567374,1.253510987619681,0.0867418823063554,-1.7135626731419125,0.04756177427969739,76233
1.0728205103255917,7.06988354393139,-1.177843806586756,3.522801659252346,-0.06879369528779558,0.06597667786436232,76266
2.4060572033404277,-0.995630031236115,6.8127394121329905,0.8835958608739213,-0.052170119394589765,0.08000216298736099,76299
1.3546038040692807,-0.6983730757742276,5.0730947104740824,-1.5024564212621894,0.044426416822173964,0.04944378004730397,76333
2.9955286268581003,1.0381831048814958,-0.7257062333643214,2.0947682691236897,3.9843969537149264,0.06262338888457616,76366
4.108544047263047,-0.6979952884076662,1.3362863130760199,0.2603337248943873,-1.6739670811796432,0.07003331383400442,76399
1.2349382934997892,-0.8024449804297848,2.235977103105411,4.343300350684914,0.3015032346942027,0.05811994889703852,76433
-0.3787441058260118,2.0873799551955012,0.7056270591746276,4.551544385572126,-1.5992186890205053,0.08047136872090783,76466
-0.7133671407401948,1.391243383388631,4.357034912951636,0.6187280377041948,2.4298744764634685,0.07849637261476491,76499
1.0857032120576369,3.874598189238397,-0.6955360366972458,2.0140695925740375,0.18860395124274495,0.06527298953985627,76533
1.795646181962338,-0.6879511016513433,4.029168770142518,-2.4921082419582676,0.4737880413283032,0.10986474740273817,76566
0.6024404179673074,3.2247427552611896,-3.34710361298695,1.7753447882774753,-0.7535296405053827,0.10434215481024955,76599
0.1525688038156296,2.7356108103884225,-0.9615627528586354,-2.2144667156371316,1.9016372917206636,0.11393945234455323,76633
2.1966848712310343,-1.635806840900564,0.5548303878180904,-0.34741448960942056,1.433434934464962,0.06186428372507727,76666
1.0485152441653942,-1.0221541904853795,-0.1745050818307397,1.7305838550136614,0.2870092023321964,0.027792963759876995,76699
-1.1203636456936215,1.5282729578759584,0.22463138090917387,-2.125549670896712,-0.40302896138468886,0.04639388483937362,76733
1.5264143980439162,-0.9860188099989744,-0.5672587101814669,0.30158527578231964,-1.476365576281187,0.03023151434533487,76766
1.4834033128581683,-1.082843196935355,0.15479327697211726,3.0535418457801824,-1.5949206255520636,0.08337642226790491,76799
-0.5725159486721199,2.3456030988692214,-2.0348901822036836,0.8828658460584188,4.230117582908122,0.1090405919153939,76833
0.9953314684827292,-1.0664243697488998,-0.2896037108405675,0.6590756303817424,1.6161246281832524,0.019431836708042282,76866
0.27113426676595154,1.9557321646320174,-1.302460753016509,4.121781550067247,1.242674940691093,0.047449350297295204,76899
0.7898028057398773,-0.594750213000757,2.134112308353718,-1.8901364744460238,-0.10600916880174142,0.058868811069394594,76933
-0.5824932293764751,1.1703533251711968,0.5729975621150217,-0.013083452418174471,1.576676259380993,0.01642763846757474,76966
0.14639535728693906,2.1204888926098024,1.2718098183319506,-0.4715512778261345,0.544504095869943,0.009960361372005613,76999
0.7726792628601292,2.3286599833464954,-1.1978136592038942,-0.26939649564074253,0.24086529052803898,0.04634177978351991,77033
1.01144420783152,-0.3437534722992541,1.9293152400803093,0.46829767483787066,-1.086681234530508,0.036969264727376557,77066
2.1453815493504096,-0.9450533008716399,-0.2219106670452435,0.42749599298750895,1.3202506387460253,0.03483056290482517,77099
2.547365516641158,-0.06936378782420242,1.3129485395162381,-0.9746489196846682,0.7525364092663219,0.034941855635862086,77133
2.0825345658152563,-0.7837403171400366,0.6850490484069918,-1.6748729975068757,-0.05731350564987451,0.0438356279953523,77166
-1.4168845245746577,0.3095583288306958,-5.481145845107405,-0.5478710784329579,-4.670926844304601,0.07721295791889043,77199
1.0138354171597814,-1.9461105870871933,-0.7117459873283852,-4.243361685066163,-0.05495542965290634,0.05012091111279974,77233
-1.8203077009911564,0.40522238552219125,2.913600912934996,-0.4649514574541345,1.360591720130433,0.047968514242677444,77266
-1.3177493723816431,0.01251777551141009,1.6373836341291785,-0.6811786140290904,0.7804830091283881,0.04387217072495363,77299
0.0022604078837521677,2.5094827653579284,1.2590838892726584,-0.5702924200243166,0.8034386032066061,0.07606138614938383,77333
1.7158513838932266,0.08786280350218958,-1.5471479308256009,0.7856683826883987,-0.5053593660336887,0.04258309432925887,77366
-0.9011805614846855,0.5065600166533833,1.847877657860261,-0.09771780794322416,-0.39208330429831345,0.025404227134445942,77399
-0.26077915646256306,3.518080844864413,1.4223064246358503,-1.2025386673634881,0.29203206637014484,0.03327043143794024,77433
0.30935529629416214,1.598372452168955,-0.800030623139677,-0.13460197245381714,0.6875938855252918,0.020700728535259734,77466
0.34843509470791695,-0.6480312071406433,2.003196583663648,-1.5027365551001552,-0.13667575473710142,0.024335151903937233,77499
-0.18536513255621276,-2.2691907373506432,2.499716503838814,-0.8241511713537237,0.7592507902780542,0.07253970568247516,77533
1.637153944030311,-1.4125903076823798,-0.2933543942278133,0.5734507317354554,-2.614168747949744,0.05864268920534145,77566
1.206680561785921,-1.2822600961838952,0.2018922686904624,-2.5753067268423084,-0.6188286350379251,0.0408489576529682,77599
-1.08997912058881,1.1707676239746172,-0.09616803881794474,4.437057209497304,2.277665235759982,0.09530910792376805,77633
