center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,score,MILLISEC
1.2259127541283208,-0.14494030407944777,3.4509517870767255,-1.058164825610403,2.7160033594437984,0.7291341133152539,0.23876513790399606,-1.5824634162860642,0.008873125540170243,75699
-0.0202133770396854,2.544250455782112,-1.3259057162625911,3.7775800137169715,0.7865124325304707,3.187509220589559,2.045200728033838,-1.9175226557202545,0.020995649219188645,75733
-0.5544669393037787,0.5222654790753817,1.2221760713123861,0.047957948727497236,-0.31680952858930306,-0.7859919272774032,0.9401463440656171,0.36495405529032776,0.002110449548740055,75766
5.420251782547901,-0.6057696644153931,0.16437139070399667,3.4337455931860528,0.9452779471104513,-1.130406527035801,0.4875165750893927,-0.2925633100234924,0.006628950176428425,75799
-1.1933326866806926,0.05055806482783285,0.9334164819263722,-1.817874170425629,0.46491705913877873,-0.8307667795861128,-0.32885309548487796,1.3721578074771845,0.006932118775216865,75833
3.0299839014345924,-0.1609000985090627,6.927677019324716,0.9287296850249681,5.247674116893812,0.46022868563170866,-0.7529742809510676,1.6412556991233556,0.013310372940214947,75866
0.05431911973340479,3.853523597928353,-1.9071374503489058,5.903224840358144,2.136753482490232,-0.4654209374091433,0.5735577792360588,-1.4823473068435065,0.013111925159735152,75899
-0.7192848667625389,5.645313178118025,0.5989590347563307,-1.835329860893851,-2.6594204937423616,-0.2093103844045401,0.9760107087481562,0.06234880935871108,0.015929277465421148,75933
-0.3981730032622286,-2.4242463247782933,0.24430568530961982,-0.8725506528903288,0.9464953779771965,-2.0700360645701505,-1.770339519212029,-0.2688683752406983,0.005984212320486938,75966
1.195218580641687,-0.3929404111137133,-2.6090047801143736,3.404538802885613,0.2022238115198944,-1.104723871695045,1.8475138644924196,0.5806161340657824,0.008897942000836425,75999
-1.8931787537428806,0.5596378766952913,-0.22963778261311807,2.579311544486351,0.33725675782829295,1.455878647056268,-0.9277572419007776,-2.3564316170334836,0.01787720023264608,76033
-1.3438313116336351,1.0559171228044404,-3.208550520327758,-0.2073876675725503,2.498497347274804,0.3476452282818313,-1.0259906317295453,1.753109376875822,0.017292974325415666,76066
0.16229402748958363,1.2684332470324229,-1.3916705023584814,-3.5417915720462774,2.444469905438558,-0.4184054228051153,0.5963839085859024,1.9716973320762188,0.010690237145317718,76099
3.2355204770981043,0.5968632895931492,-2.2407186246548827,1.7230891088628197,0.05869476437768941,-3.5790256445958746,4.48404321529438,-1.1347053908008287,0.026993663844820413,76133
1.2240299204824963,-0.5864661732356603,4.083208363866799,0.019955900392637414,2.961868285923039,0.6196944503356718,-0.2890049416370575,1.6824738618461725,0.00752042499574237,76166
-0.8818911054235998,3.118815986815153,0.21253074204005243,-3.2292957034570597,4.480864752924764,0.6829084489308341,-1.7910114775937767,1.2926868801968086,0.014071696965499933,76199
