centers 0,centers 1,centers 2,centers 3,score,MILLISEC
848.6293549948125,703.9156228428944,1076.6451953076958,972.2641932398018,-12923.660642559393,36433
1137.5296181116446,823.7808128855028,1002.8842404355526,709.4470900530758,-17125.334336359952,36466
648.9175602493741,997.3780642794881,801.5219878634355,1162.296085599031,-27529.227749178153,36500
1017.8014917805671,789.2695311920796,1294.706144265949,1123.1059092643761,-30691.732492839918,36533
937.4986765880419,1235.4511742809527,1065.9008546971463,789.8320122761692,-13694.606921114646,36566
1171.7623767202438,1011.469340070417,899.3430068009851,838.3947679966227,-7443.661019928963,36600
1014.9195774322769,866.9239378232176,1108.1118174857238,1227.4387968448773,-10995.738007505357,36633
1041.3026209751536,857.7586609342138,1214.477049530598,981.5221414700079,-10510.769426243398,36666
971.7261675480281,1429.926921209612,1106.7561443577833,766.2962873458281,-16896.737481646185,36700
787.0406596866518,1029.9401989471785,1122.5289935436979,946.6959480316825,-8945.696889423138,36733
983.3911085225698,900.4951603282032,1095.9647946199657,794.8465260665105,-8579.55191793151,36766
831.8401288709267,1222.8100679933902,1001.8640843827197,935.7420247717662,-12707.25530409515,36800
1082.7629806791929,905.1455413496353,969.1374641157756,829.6047251552994,-2886.3414812483807,36833
975.9499698534951,1107.689265708448,658.3988153087762,902.9696990040709,-7777.447659842712,36866
996.8661401169596,599.0191983567805,1118.3355451919106,907.5837799458026,-10188.31148655663,36900
979.2180719182924,1157.6778481080132,911.7842443711907,1068.872614019748,-5385.12843621429,36933
1092.430923935436,914.8017984660385,1304.009969287045,991.9213917197038,-8825.486102316947,36966
1057.198769059064,1144.09596735768,891.1029945430641,975.0313620487533,-7515.801026303902,37000
993.5282077017448,1309.176840613979,1097.9320368464805,906.966185105783,-10530.868243619594,37033
978.2044063458054,1060.7361679042815,918.1446484473738,1020.1634545098392,-1270.5928297851174,58033
985.3920805155636,929.510433645687,1097.3764167321985,1025.0885537634178,-1701.4702619907598,58066
1021.7311312788157,759.9039412978459,979.649532255124,928.2728266957092,-2774.0512039909927,58099
950.6672582314332,1021.5689212674664,765.727105436395,1185.713709122063,-6548.44751116876,58133
1034.0931570240784,933.6356484713938,1180.2478553253127,829.4130454725197,-7268.329573344536,58166
1081.4422901567023,917.3070404255672,1019.3713239854599,812.7299674553658,-2770.283163553681,58199
1062.3639466402878,931.9845667220409,1012.9574784078944,842.7514461571692,-4316.934678378841,58233
1002.4806262210224,1037.5982826833726,961.6574234102287,1083.6581564312612,-1359.9944891689022,58266
1084.6966930741908,996.862563332137,912.14582167546,1035.970615209446,-2069.5921940840185,58299
999.5094688155153,826.939538297692,1097.2953066704974,914.3057475483789,-5405.069106087812,58333
1022.5065609874898,908.1995299360848,1070.8378505177516,975.0236494426753,-2274.4980669529746,58366
944.9481157595956,1390.4513655644344,1015.1875287635644,1275.3670060025859,-6260.156836682492,61599
1207.002734359249,935.7746091194887,1014.1823423140354,1376.9854755951494,-5916.728608822768,61633
934.4245227905217,1815.4255699422106,1318.6015319269122,1071.8607616142217,-17847.142924180785,61666
1869.81202263757,1037.1831352227691,921.0465286955922,1238.6270625172049,-18344.199879198677,61699
1014.8914368334358,1470.1250111104478,914.5631554807733,1211.9133632401285,-22629.77452735186,61733
1001.9771795151831,1890.203692727321,1171.057392177574,942.8075740769833,-6301.853211100888,61766
1027.5435508940045,1781.906002010207,938.3078264664481,1105.2538170031353,-5208.231982661686,61799
1029.6555434637103,1583.6154836323115,931.5757197259669,845.7292711027566,-5726.414825677764,61833
963.3455093505917,1323.9588362181055,1077.268310607305,889.8415524165358,-5280.886820726197,61866
1007.2239879733536,1181.1035544242245,915.9152314641524,958.009096287167,-2611.272610372314,61899
988.4167441632158,1140.2096298488275,1058.2775384637177,919.409318588743,-4370.316631334482,61933
1071.6395795014864,951.7761952130452,900.6559866629966,1008.1629731543268,-1928.2323971006733,61966
966.1403357004879,1057.591964909294,813.9785009445889,1145.473264637809,-8295.612442930891,61999
1101.1100628190763,952.8074919062097,781.4064243401125,1012.3012015205104,-6465.035379083045,62033
1065.2835496571304,929.3720976957162,788.3774476733844,993.8230602675318,-3331.393480471047,62066
800.4430023430775,962.0618039284477,1057.8538799387993,889.6568171215589,-5777.851246115462,62099
829.1034944494806,1050.0780237365618,950.4412875223086,1124.7835347301275,-7894.2047056978445,62133
967.1653668053223,1488.5771730078357,832.550314186914,1065.4884559115303,-25214.013622308623,62166
929.2118607836723,1442.0190706089847,1064.6400534804375,740.9247967176462,-19522.866412765034,62199
1004.6884672269691,757.5621557303317,427.42952635493026,887.4418607053626,-17136.543086610207,62233
881.797567094525,1445.7728037281654,773.9090419963223,985.3830175304477,-14741.768578932919,62266
884.5619757564766,2240.4952577499466,787.3017977524562,952.3548543854442,-7855.987867461188,62299
971.5766102063288,1423.0182711406062,768.3164409324947,877.4374217434217,-15280.988748167247,62333
1263.347141525242,893.3249813671573,1026.7907469833094,791.6005616547135,-19473.80454610525,62366
833.9534039984774,1427.060451911244,1133.25555320517,964.0000207944465,-34152.62825996278,62399
1440.6724124519078,1044.6390681734301,863.7114847610515,1287.2880475823538,-23294.058528505215,62433
