centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,centers 6,centers 7,score,MILLISEC
3.1005748647914477,-0.48534145734495016,-2.8500568576985277,1.052766662506611,-1.6495737168119609,-0.08029120318573187,1.8541836261414897,-1.067640714163778,0.025508345737916292,36433
-0.36963245345238566,2.4715673070468425,-2.820319039387046,0.2968672940849289,-1.533704833965895,1.1200010790862587,1.777519936952388,3.2707452177543472,0.016664991387385957,36466
-2.354600675623727,1.1284678046179406,-0.5427096976131145,2.2315828054967963,0.13055117915144743,-1.233679967468927,-3.3081673231713893,0.7829491910819161,0.036166695892845636,36500
1.7063377272655509,-0.738955609941613,-1.636934618335118,0.6618846841766527,-0.10110348035038047,-3.1055725943625028,2.416169496292305,1.1042270783735635,0.022492527558579684,36533
-1.1914475752440281,1.129344659604446,0.31265130385141965,2.236241547862235,-2.175350667147025,-0.42986598391779074,1.510417040605056,-1.5244679976980673,0.009765006514662089,36566
0.8598416097180775,-0.3111579570228046,-1.1872493276820666,2.014531276625723,0.03196928202722084,1.1785168672071435,0.5469488223593466,-0.7795298596422533,0.005956461820951401,36600
0.6395538222907776,-0.30634914117147644,-0.9129257842100621,2.0168117398292003,1.112199820902141,0.021222246531327805,-1.304088183151491,0.3388803740716681,0.005082673441759609,36633
0.9032979888172289,-0.13464209125894175,-1.0381860677318095,2.185561937841802,0.14371720375005007,1.1670340124744327,-0.6100241783169631,-1.5086341254412974,0.005897276930483066,36666
-0.028165637769817002,2.23275693905474,0.9663524340902588,-1.4234975573514483,-0.4077942953422872,0.48526998553127154,-0.7082726408874365,-0.22673906976334188,0.003124150357938397,36700
1.0300243369491087,-0.5986086745447544,0.11247438186123097,-1.3787384831926857,2.335812366362264,-0.31329028733054265,0.5579319346492072,-0.9701344550756855,0.004963186630443116,36733
-0.3443396671281437,1.267420349343238,-1.3460550205917439,2.285328117140434,0.14829791444378387,-0.8266882203405007,0.8829639547408444,-0.15016897789674394,0.0060708844083812614,36766
-0.39730038385988775,1.3650356616900785,-0.8968760116415129,0.24233514842916193,2.138661084710334,0.8669407668788646,-0.02210139492263872,-1.3180630154667476,0.008029901662289073,36800
-0.77367306352265,0.8363177578004667,2.232191119057375,-0.35241725830664383,0.20901461457139248,1.4217477179329576,0.48226110171584446,-1.0570034229358958,0.006220015707250945,36833
0.39551983779858,-0.5790799545294446,2.317248552811175,-2.0777953644851612,1.5233074665152826,-0.2135772985858867,0.7618337191801127,-0.9047309586476882,0.006480799677649097,36866
-0.5321525050115407,0.49981989416694794,1.6891507711548666,-2.406335252590298,-0.17289131635333607,1.000549968835652,2.160367649011312,-0.7817566530554129,0.0054074646883191186,36900
-0.776724982153839,0.4253271828866172,1.7470368481006797,-0.29489178081760564,1.26084025336369,2.2062109715068776,0.6816304468891135,0.20900201066008828,0.005513277552573956,36933
1.4943879018046475,-0.19081373376655208,-0.7454568106300574,0.3335105544314514,2.16481588881468,1.8524933888834514,0.655085585893543,-0.9391837981448551,0.0027265024823635684,36966
0.5581330908035824,-0.622589188891524,2.0901630837729432,0.04262525440151324,-1.011625293294691,1.6648005755659008,-0.3919726827936683,0.9015071086638106,0.007831184984950225,37000
-0.2331496860414046,2.466178783396649,0.5129453901998905,-0.9090078116129778,1.5228768962992243,1.9096875558606698,0.7772207579953649,0.30154217199725675,0.009001520028017924,37033
0.008072948661286897,-0.3074162467951176,-0.8064320056920526,0.6684251613280512,-0.5749587969638529,-0.1429302795840796,-0.4648479493474035,0.23193567386151004,0.0007193948322014633,58033
-0.5569206557997881,-0.06693558316394191,0.7104106406786086,-1.166350551824328,-0.3634811286807991,-0.21334503545012506,0.06918809589001552,-0.13334908353487382,0.0007693806360762349,58066
-0.29044332289308733,-0.7540473735204054,-1.4387357561418312,0.053336530038401594,0.4022544622315043,-0.09215362707303093,-0.5337594365859178,-0.37661964885934407,0.0016811196476005199,58099
-0.18638619718103,-0.8082191828813837,0.7094384389412453,-0.4647105034870704,-1.4068438618154264,0.043378476894514524,0.19701452223045124,-0.03749407186920525,0.0030651436479626495,58133
0.47652913733492763,-0.5094952945747976,-0.0620074562534638,-0.6663117366528236,0.10990105201539713,-0.29666043634823414,-1.058053200692848,0.6689488364579638,0.0018210418220704803,58166
-0.6443872232924135,0.03505102105136006,0.41384961984439467,-1.1494219048033942,-0.10920383174360762,-0.5277114106469858,0.19004227799320886,-0.2049806678979713,0.0009709483566400995,58199
-0.25852878452196226,-0.5696715081402478,0.0730538084274199,-0.9850023893131648,-0.07662494379532499,0.17589452822386026,-0.671305986340577,-0.48310753514895466,0.0011949841554252942,58233
-0.404944303510491,0.037376745329748544,-0.10758034682267917,-0.6672809152640476,0.12463308233088709,0.27511062446715884,-0.5665420668068389,-0.19482377298731685,0.00040863773053373295,58266
-0.06987719430966724,-0.6768677255912036,0.21077459969009976,-0.30787015214245383,0.07023116229310128,-0.46434749253797436,0.327397688759728,-0.19984268113853476,0.0010573624075395287,58299
-0.3314788799590958,0.014953813251376137,-0.6673521658788935,-1.071599930195627,0.2792881878006354,-0.1345098687563901,-0.8634874346452748,-0.5482574936291758,0.0016331203603956847,58333
-0.7338371543449203,0.05345866534695341,-0.4086967374537941,-0.2558868802569776,0.22582730251335856,-0.5003063057187822,-0.06730519029499135,-0.172158506633265,0.0008665598238081553,58366
-0.08093158931749012,1.384315972711585,-0.44279657429831776,0.5306787270038955,2.2260809674404487,-0.6568788129398931,0.8225246592860084,1.548180462877174,0.0032470401064896284,61599
0.8407561965222431,-0.5262253561080699,2.1263292082067635,-0.09514340035448354,0.491473038874697,1.4530842690250825,-0.6682325711216404,-0.3518876157305628,0.0036219081856667,61633
-0.5860709420782609,0.4659106764672541,3.115322821661319,1.3850203772429224,-0.974944291922796,-0.18480941986938612,1.693836361080352,0.9586125298198256,0.009351396701119011,61666
0.32743032406598943,-0.6771289212128405,3.351015079911254,1.1025980426983761,-0.3429762719407951,-0.898468429189771,0.6147012107501203,-0.0795163015805603,0.0066512260313518505,61699
-0.38888258682505694,1.3698794068373108,3.2355102907761406,0.2091938698633471,-0.7833909907866227,0.8443589399681544,1.978770430668323,-0.16474692813959663,0.008183631765800895,61733
0.7277501206930103,-0.6098078399854432,3.4393855937938618,0.05242103704678635,1.350472681892935,-0.2942796910646507,0.4997539634920413,0.20266354856578278,0.0069560651698412105,61766
0.1688069085820917,2.9700604949251215,-0.770443883634082,1.4081220830766532,-0.4636735952972311,0.42377515561162016,0.7445373334458607,0.017805139590491948,0.00325467102162987,61799
-0.728307541863793,0.6937085261364783,2.1107373041330835,0.03153435036826466,1.282723398692668,-0.4860571553085233,0.3378834381087028,-0.9311524143393398,0.003891653347160029,61833
1.0654991886179577,-0.6303206309171071,0.05257834700479185,-0.9623481203599336,0.31920913729278255,-0.3561629269911554,0.7604129341172816,-0.09443229341675231,0.005554935119062706,61866
0.8030544432507732,-0.4313686170906003,0.21741620587368984,-0.8135954425550429,-0.097159368582014,0.9730777581958714,-0.6552526118778255,-0.9994610636522674,0.0031042966862065953,61899
-0.2639643883392128,0.6172947501386064,-0.5884354466639333,0.19412709189885824,-1.0566497996242108,1.1080964390334607,0.3929806202327166,-0.09438870618877357,0.004878083573684669,61933
-0.2632191906821892,0.3618171057056603,-0.7798723172128649,0.9397011590267533,0.12759044587719603,-0.5439788894342253,0.570168013460603,-0.4446487805343056,0.0032597892418947593,61966
0.16555499014517144,-0.5882647998234276,-0.28549646547769264,-1.2246057729088506,0.36930785233916685,0.7044305018203534,-0.144210133115925,-0.40522413292441034,0.0012199535605793292,61999
0.013778891115690407,-1.3657619967538004,-0.4754547811007021,0.6850063686936223,0.2562665369204656,-0.09695252482013748,-0.7690839863478487,-0.21616220060236246,0.0018771742284420668,62033
-0.2133168073875717,0.45518470042248066,-1.335551969250535,-0.5545343727519341,0.16930264466856515,1.030911249289643,-0.7605324955242361,-0.3986227678531189,0.0025378338174434903,62066
-0.3026406012239807,0.3952484930130085,-0.8128534478761179,1.0347779120517195,0.07265718891185433,-1.1896468501721578,-0.4721262226426936,-0.15614037659365396,0.003389012190776137,62099
-0.19526584972978686,-1.2314607657171954,0.27788544328975834,-0.5141591778390465,1.0640517710822341,-1.5310517577395277,0.0927126887285204,-0.9685898793223693,0.003345118362749045,62133
-1.887212260334938,-0.5519907727957999,1.07261997959002,-0.0718273883385744,-1.1383906656773424,0.3779319074153736,1.6988738171575337,-1.6297361474852128,0.012925623007775312,62166
-1.1494656201773488,-0.22072818105181602,1.4971069478291867,-2.237581116399654,-0.6040167036563151,0.17365869163581826,0.95478040608036,-1.8532406607531096,0.00884237083102791,62199
-2.894993397843074,-0.23962729826901696,-1.530285385878265,0.7766333425431361,-0.6320297482009143,-2.0007458397335753,-1.1261469355109666,0.032133306200081445,0.006248906563587554,62233
-2.3459351715322345,-0.15422638784672174,-1.4244848159249692,1.5133743414884675,-0.6831050303791117,0.42586332780266406,-2.8254053020069456,-0.9859226380987454,0.007293110177072333,62266
