centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,centers 6,centers 7,score,MILLISEC
1235.5460331367667,1014.2725466997966,1327.9009074121223,1108.4173401747196,961.5625481588412,1169.1984433790528,991.7150467802904,1068.7015486093394,-1351.6092417522796,278397
1019.4774490879071,1259.0759973242862,1171.6974865552968,971.9124994110334,1109.8310682261513,1282.6249263530935,993.7907157807683,1053.6972999870504,-775.674192619553,278431
983.5104763526899,1225.234645609849,1082.5680597076282,1032.0372679010525,1298.8891407660624,1124.7052947328025,1255.6635695917917,1005.3549832874157,-711.2370775044491,278464
1061.3401924087466,1194.5785867828035,999.6560509135635,1151.7588882547543,1111.4612004024252,964.5742810973511,1243.0329842767649,1018.3905678183256,-469.547095566604,278497
968.9077553502987,1080.977156344014,1007.9657459299965,1045.8788500130293,1106.4452087654408,993.9414188748212,1030.76246804094,955.4072430121095,-118.7428826035884,278531
1089.1668833002516,980.8468563540673,876.4819344061602,1049.031676433578,1013.9634152121336,960.8149104975537,1118.4922887530338,999.4523958808206,-281.3318268364744,278564
1066.1947399207545,973.2379640045425,773.60713543762,1033.3356913494422,1134.5307399978196,993.4717848108639,801.4936057137324,956.2539068110024,-744.7829399689333,278597
949.4567958791107,1058.2564571672265,787.4614026109566,1105.8042688828773,990.5315906089243,893.6403079539328,1033.6191219853074,1141.5603356809486,-1362.4515265545233,278631
1100.0464735907367,819.0315115451501,1075.7335804113509,1007.4540358037564,1172.0230990849248,943.3843331325786,1030.2066788312077,1214.4607856987395,-1461.6501113052661,278664
1139.945170556955,969.6633540755498,836.4796860268215,1065.2029742209866,1227.7992506920666,1007.4442502165851,1116.6721891123016,810.9932182207198,-975.5409879982485,278697
1055.164552088396,857.137892878222,1174.638654213512,951.1053308355738,744.7214244266107,1113.2510304845232,1022.0280575420816,979.6577011079132,-1198.1921934090624,278731
1023.7917795519393,1230.5833825131033,1075.9944555328561,896.4719739066024,985.047135051251,1119.472396306896,1277.9362268908415,958.2786973525002,-789.4623094031942,278764
1038.7813279480833,1347.3304265202962,1140.161678828511,1421.8470381865977,1236.5277999301109,995.5875240999816,1108.5946057960052,1063.479256427662,-1158.5717970682006,278797
1471.8434019962858,1081.796156519347,1171.9265156928936,1001.2017615186213,1036.3620411192535,1209.6504073579613,1130.637317811486,1053.7213602429713,-1002.9437009123096,278831
1094.4743030331958,1455.3298595163915,1061.0631973363738,1004.0500751503711,871.9707563903735,1231.514920737869,1132.3631809083424,1038.9799318398295,-1062.484414509486,278864
980.2046600887694,1113.8071021600879,1412.7749289961228,1182.5870593233253,1029.8052037273594,1064.330193569865,1089.4493268211916,1002.9112167652409,-589.3321910628209,278897
1020.1523305190502,1213.0437045947401,1466.8732051544196,1148.6515009073369,959.0549720002784,1078.2063809864974,1039.746048010059,996.3671040394391,-1175.9039512501843,278931
1040.7644384291418,1675.0262684507368,1218.5936994025847,955.7717781628775,1109.885628783603,922.603291865241,1071.1311188413665,999.9874501181342,-1583.0084990983005,278964
1033.3170782796344,1867.5079651771234,1277.4134648046256,988.7529765405961,1090.1563924455372,951.4219228722543,1150.5585006202289,895.0100558094306,-3447.0419169280462,278997
999.1178187547637,1781.6781415283738,1163.4595166265317,949.5474471110385,1098.387489973916,855.8340960723638,1241.9138456430865,1053.401789834766,-3172.082988030157,279031
