centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,score,MILLISEC
1088.5594443920295,970.3122412121461,1327.9009074121223,1235.5460331367667,1012.4287140752419,1169.1984433790528,-3157.930982805966,278397
1009.261940163359,1270.8504618386896,1171.6974865552968,1043.0157740919126,1109.8310682261513,974.6495571582005,-2199.4973266095335,278431
987.7500287236651,1298.8891407660624,1124.7052947328025,1235.3776202704964,1029.2189862823882,1082.5680597076282,-1854.9139124488088,278464
964.5742810973511,1194.5785867828035,1007.462099623881,1061.3401924087466,1138.3263256373111,1243.0329842767649,-2575.8473870556427,278497
1007.9657459299965,1080.977156344014,965.5326272657514,1038.3206590269847,1106.4452087654408,993.9414188748212,-483.94576157489286,278531
972.8340780114619,1118.4922887530338,876.4819344061602,1049.031676433578,1004.8940281300629,1089.1668833002516,-1157.6846064076879,278564
993.4717848108639,787.5503705756762,1066.1947399207545,964.7459354077724,1033.3356913494422,1134.5307399978196,-1566.297850329354,278597
949.4567958791107,1117.7229578155677,787.4614026109566,893.6403079539328,1045.9377895762668,990.5315906089243,-2821.7806866661795,278631
1214.4607856987395,1018.830357317482,819.0315115451501,1087.8900270010438,943.3843331325786,1172.0230990849248,-3383.6908029028673,278664
1007.4442502165851,830.108069075296,1130.6359779790935,1065.2029742209866,1227.7992506920666,969.6633540755498,-2112.6690173096617,278697
744.7214244266107,1046.8804284518174,857.137892878222,962.5262789445096,1113.2510304845232,1174.638654213512,-3823.5185174384937,278731
1119.472396306896,976.1243224850007,1242.421593607538,1075.9944555328561,896.4719739066024,1023.7917795519393,-3426.5802215091135,278764
1347.3304265202962,1052.2529253005807,1129.639321151009,1236.5277999301109,995.5875240999816,1421.8470381865977,-3486.4946032162175,278797
1043.8017493151326,1199.9767692751416,1471.8434019962858,1141.4993912997522,1081.796156519347,1001.2017615186213,-2637.4366294540146,278831
1004.0500751503711,1455.3298595163915,1122.8909614395557,1048.4441884812056,871.9707563903735,1231.514920737869,-2975.1664830435766,278864
987.7735123142598,1182.5870593233253,1412.7749289961228,1109.8372249303188,1074.7701935905734,1029.8052037273594,-1794.0544813332265,278897
1026.3702018977774,1213.0437045947401,1466.8732051544196,1148.6515009073369,968.962659245716,1078.2063809864974,-3061.0408649955257,278931
1007.1274674794479,1675.0262684507368,1109.885628783603,1218.5936994025847,939.1875350140592,1055.52400415806,-4387.154425071517,278964
1277.4134648046256,1090.1563924455372,1867.5079651771234,940.1395494596895,1150.5585006202289,1015.4914375840191,-8376.031909907835,278997
990.7240259751577,1781.6781415283738,1163.4595166265317,907.6461964146129,1075.8946399043411,1241.9138456430865,-9890.089231921347,279031
1393.4819522808393,964.6248640322034,1022.8935126025898,772.4053340054041,1083.3618104081274,931.8702579059151,-2489.5194569396194,279064
956.758656235749,691.2848936354812,1007.8674707693754,1160.9552101610122,908.4064429575859,1061.24741153097,-2771.1173891910894,279097
1026.6191480326006,489.4563322213039,814.1124501358561,952.2605878067568,1164.839473919046,735.8681947196794,-9560.244276570524,279131
966.361131812124,464.0431014464066,771.5408326396282,226.02875923209422,1045.662031403122,629.2916652872498,-13762.612858783183,279164
975.2365822849572,511.78630247433864,201.86133854703326,665.7965154609927,770.5809496736862,1039.9005170432363,-12171.134850107337,279197
1029.730269619076,563.2042848560316,948.3421438063351,714.4144535517437,454.1981946243292,988.7788020167518,-4621.477153837841,279231
985.4629420861776,626.709661645646,1030.8976089367334,694.2126118204715,582.3075468827412,959.6344661054457,-1086.4345822878236,279264
968.1836924526956,678.8287252896943,1050.849319226613,574.8788991281501,1129.2054728879064,998.1144493177652,-3321.406678131395,279297
997.75798695728,654.5273103545795,760.0443968922125,583.6771183073979,964.206107476492,1055.4260438346364,-4920.459843375092,279331
744.2426279870291,963.1159799866168,636.7768733089578,1106.015370598438,562.6304293228371,1024.4483230139322,-5205.506925552497,279364
1002.427645806114,594.9543498078813,1059.7985936783998,721.2365578490007,965.3921481190913,883.6022860993514,-4104.148905469221,279397
1032.206870849387,556.260158673168,694.7157692178866,972.3624396556187,780.8015112690292,1096.0428823727655,-2816.0255937095403,279431
1054.6456199231789,575.3103510280342,967.2532132528021,664.3613369161623,507.0595965306055,1006.0345357358822,-3806.4479055794727,279464
1047.5713329855678,502.09338449179415,860.0127906025584,1120.1197026782,966.3032966504624,680.4796997672984,-16118.094885587816,279497
1168.2686114470805,499.082896935391,982.6476614549335,685.2761330927261,391.57502473983186,879.5943622781942,-13282.457109573543,279531
1321.2401892768112,693.6553991501268,979.2288005878886,383.03775947142935,1228.0210278986249,543.084707941588,-26237.859795068434,279564
1266.3298093361125,367.6825316423715,925.8529048283643,647.7205083747951,1032.6410634170788,1128.313719618506,-37191.80766676686,279597
1277.5000423401839,582.7066079849537,1055.7725138560036,1890.042592112675,831.2177773180467,327.7590578458512,-59074.962367578126,279631
601.2205907916721,992.9995182695728,1180.4792708992957,1303.8358792424758,785.4476430673149,433.60119926033417,-20965.73868669757,279664
966.834163396872,284.74234549520645,1232.1359838289932,702.0185182742689,1082.8606492353344,488.3912366126157,-18800.485955464217,279697
267.09465980585924,1063.5735307314897,942.5413370273092,1562.0560169212883,1218.5965890620337,729.4219373613844,-12682.633902709013,279731
921.8087029112467,209.02631413293398,1403.793075919667,1103.000384549571,389.8530244842499,1017.3317923501104,-14770.179263668553,279764
742.9043080816502,1019.2073972329094,234.7140950779284,575.326863617544,1168.5312232188323,952.0506579795806,-15855.280908030583,279797
704.7854852358221,1060.9235296106317,919.2291419594852,549.2913616651913,1160.2193328411577,1010.6794202540915,-8772.56512543337,279831
1320.2461055221788,1050.0873416881118,1952.9045035536171,1700.4716992646481,1130.6750632718208,996.2661261047601,-7448.654786929916,279864
1121.9014745198317,1885.6655872787078,1569.5072475143274,1035.6683408487825,2082.178186419212,1262.2733459912715,-14697.971242269488,279897
1847.4710839892145,1060.862137498714,1620.890655244322,1339.9048473679018,907.1460742350154,1005.9331517352962,-8150.816583234333,279931
1053.2792407377854,1571.3669208685792,1359.2402289514537,1864.4017807328978,990.6974555084034,1450.804599137029,-6729.461067421139,279964
1422.513582297559,1037.3233317195998,1976.2201294390259,1244.7578077682422,1718.6602340195109,990.1654657724007,-10885.463252923153,279997
995.8306362622033,1541.4908368199922,2090.1777436380858,1820.7992750437925,1348.672640699448,1084.0309676647291,-11041.270350168228,280031
1043.8414379265778,1923.6106674688617,1492.5336314306821,2144.0536373887667,984.0882201426193,1095.772889457343,-8396.941222129812,280064
997.4641195605495,1550.1526733332594,1857.106620525596,1368.256189461608,1065.9870217913838,2000.6214034644336,-9975.036025530488,280097
997.1157031582012,1440.1262924314483,1693.4997864600568,1037.880989247749,1221.2636897902107,1110.752305752254,-6059.387460964928,280131
1256.4234954823155,1040.6371164509803,1416.9071879762944,995.8745968075151,1169.3062045503736,1089.8244092865843,-3293.9932572720313,280164
1006.4509394854769,1104.657345342215,971.8855477360313,861.922269137119,1221.331650289961,1027.5588635181273,-1162.3289623294386,280197
1010.4932139780353,701.6427992888448,892.9822060500358,970.7490254639662,624.1265897235912,1050.2968149544183,-2985.4901452711874,280231
966.8779932816693,565.3945708595402,1064.8601440837188,673.967688525276,478.534220301955,1010.3937381978667,-4578.65410690289,280264
965.8790332977644,472.5413728555606,1093.2918744561414,1005.739919795144,399.42830130892935,1171.1424108074846,-4036.262628963928,280297
1130.5553625806551,249.9918662391101,962.1268296796832,355.06894024167127,1059.850469691849,1207.1456498083562,-6886.053891190196,280331
1088.307330525598,363.99725273688534,135.34715796805585,527.4509968373345,1001.1528792998855,1164.3713296606672,-5933.980906217389,280364
1091.1947473373612,340.3460852199262,807.6188150006442,993.5728003190882,523.4835240960311,1207.3909888681462,-18288.402946068545,280397
1089.587486920516,611.4704598505043,1144.366468452689,1039.8873494498803,706.1628707316747,978.3768659964317,-3441.4434878171314,280431
749.1635335492512,1098.1420741831578,1215.7087049182778,1001.6708735688294,907.2011904754094,1039.0651243441314,-6351.79221576291,280464
1038.2717118373016,1266.8452321151137,1145.1797477476812,1092.3396907555818,983.860771958443,1212.8432640517524,-3927.159014633339,280497
1257.9522082253898,1097.8024541189675,1434.33992183777,1664.0594941287407,1033.0820177723463,928.3587668568655,-14566.629713995759,280531
977.5564294673749,1651.573561023328,1361.7481411773617,1037.999237473913,1232.7501774487805,1124.592699496644,-9897.765126736367,280564
944.4194409808846,1645.245051678886,1193.9075438856798,2183.140398600145,1056.381183061923,1854.6118831890813,-16274.365351706803,280597
1495.4654793742316,1050.8111274193996,2002.017676604897,2389.93117055701,1202.4024419747814,958.8039199589302,-25443.842341253643,280631
965.2859843054791,2172.9203137391814,1058.3454770788373,1989.6764359421031,2310.840756088571,1165.718221619962,-11109.125980178509,280664
2154.441149633092,942.7752966896671,1041.19930720688,1326.0772978978262,1983.5869025580905,2262.5271269092,-15429.19934020124,280697
2107.408141836235,931.9772139632237,1068.806956554343,2410.08484645015,1954.3571833214112,1259.092530356685,-17451.7388091849,280731
945.7824367794916,2037.2816101980143,2750.197447457182,1121.4604296123998,2505.036127483993,1030.6014760620772,-27193.11313502911,280764
1016.9861730281632,1973.1118306051376,2704.7022017220306,2409.412168974001,1104.5229205354406,912.4951064347341,-15597.74670701145,280797
1000.3727216705557,2143.33128563925,1799.9758331711012,2371.3152468619605,1968.294347836552,1056.9816735335933,-10797.672885241727,280831
1047.3744765271658,1969.3341872205388,1826.9865899891001,902.2671444755151,2077.520878354776,1014.1141050435398,-3006.4221187056573,280864
1969.4447027540073,1027.051428367222,1839.2816532548788,991.4348070835988,1055.5694940557757,1923.3147273432805,-1202.198198578036,280897
1986.3444712127941,998.1941288694624,1883.521316762408,859.9877906110063,1043.5428622420554,1941.3626657582554,-2426.4661915850593,280931
1887.633245442798,966.8083851587521,1947.8849406269726,865.2658550988823,1025.682333629397,1786.0103583126274,-5811.010200838746,280964
1016.3255440118382,1753.0948487099508,1912.3398705603192,948.092353634846,1063.4895955617765,1838.6628293409317,-6649.03617761534,280997
1751.7505530183228,963.1559828789434,1104.2332181201577,1032.7421825877661,1846.051546462246,1680.164343284945,-4946.4776587702745,281031
1831.2138732032581,951.8461644091543,1132.6242502852128,1642.6662754381293,999.7024008621031,1063.5426518231884,-7964.222554741621,281064
989.9859366478523,1688.7090390116966,1185.7714238746153,1937.5977394701924,1517.5509876112894,1094.7081959412055,-18775.920676662623,281097
1033.307255305366,1638.8296945075472,951.0748583883947,1435.689381447115,1794.6848142831063,1273.0384911698468,-14882.5248206197,281131
1569.7069947210584,998.5539841000509,1745.5724134606303,1268.8364748855543,852.62594377605,1068.1402246217258,-9728.040875423329,281164
1036.0005007766845,1684.8648632412073,1424.9657399181162,871.3346085173021,984.4148934001503,1085.580784468851,-3175.443795268123,281197
979.2843917155226,1494.3304842329048,1069.3281259609298,790.4062246718455,1157.769700530597,1629.3501772178993,-5914.285810038388,281231
1037.151958865523,1621.2151591197442,1220.6435680104373,1350.3016117826844,1097.0557813389212,973.5314034621799,-5448.475168451278,281264
1148.3417616452998,1407.5883980437507,990.5966625827717,1656.8127630045442,1294.0455942508363,1042.4333500655432,-12199.2276097569,281297
941.9416645176818,1333.2477153714517,1050.1655250544097,762.4283572900473,1156.5330596867143,988.3087538836912,-5306.26268233014,281331
1111.7466719166423,1021.7918882912148,958.0728219258872,1202.617977580578,1071.8811659766163,917.2725876204958,-1008.2166489590082,281364
891.0690208956879,1052.3263554538153,1129.3813637046233,990.7576292953418,831.9471137037498,1020.178114813087,-2539.1136639886336,281397
1128.55623498459,944.5119197863846,1042.6029187944143,794.6785513652675,996.8043400243065,908.1894354114077,-1565.0498752333842,281431
946.7004062338317,684.9629534697216,1036.8595572864103,1003.0644672807299,1097.1240435879731,633.9361166552983,-3741.2140860117333,281464
1038.1902923126545,522.5803106903993,761.2627667238166,1001.131583567311,838.9880809642053,1080.161005458108,-2626.446341487777,281497
992.8136142140744,495.80495956846346,736.0380424950873,1068.1674380028344,629.7189849448721,1038.7310976409954,-1848.5908775241032,281531
1065.2577377945086,583.7189259501308,1033.2870472053237,446.193904037247,646.8505460314125,989.3652035437626,-2295.5240854287154,281564
1010.2647809091934,597.1562634155688,383.26753058405563,690.9956279290793,1096.1114643222468,1037.9097259367024,-1154.1934730797877,281597
999.8922593336684,625.89997479329,394.7581538106591,1115.0594938103363,712.8316771861363,1032.1921203591385,-2849.503827762028,281631
1029.1126109974823,553.2299941420472,372.78546108988746,1107.8946297224643,613.5641775723221,986.3140482338742,-3111.067123932413,281664
