center 0,center 1,center 2,center 3,center 4,center 5,score,MILLISEC
3448.9775296455614,1069.301751218163,5950.229995554793,590.8056566588325,1416.1126154839785,899.9428726316264,-64007.19582132495,290430
3273.067826978231,884.3304001194132,5212.441366576702,1043.6247550936853,524.2388929974022,1278.8711839637433,-53696.91525645164,290464
840.4648040695331,5773.759260655054,2853.2095962266776,1008.9128312716414,645.2118313554116,1121.438662211373,-25494.387492891787,290497
996.2086832927992,6704.802085073055,2393.5734791311506,540.313136076782,1971.9852940628132,755.8668990587834,-37577.49400387838,290530
1676.7495340688185,5490.777176320306,938.9809212789537,2664.3169856456643,569.095385280356,1075.8199434076282,-48411.48882340112,290564
2345.0275051691824,1020.4189255723569,4644.430104975206,698.2861081483784,1263.4223831007798,879.3457597484,-16632.123493986663,290597
1036.8054766313035,4085.266331587207,1419.6807046534973,800.6601824709785,1940.049741630353,937.5194659898864,-26015.10643004983,290630
924.7222143819283,1448.317644717484,3349.605499159565,2023.654367721919,1050.0402480407326,1299.074922447066,-17258.470257441168,290664
987.4830624922597,1419.2864404340655,2850.9650997513104,1138.6155963541642,1746.0246275468166,1240.108701895,-14702.09290619199,290697
1225.1173667436617,1841.781197695856,2518.3587909589055,1406.9378095708423,919.121456303231,1019.5847347620042,-28674.253469578696,290730
959.3948762826705,1704.3089353789014,2649.0596444776397,1341.2468633013852,1940.6859612003175,1074.5884089494753,-38796.49961469392,290764
971.0640723890567,2088.7029468069413,1376.1490373025856,2847.0997523796036,1111.534200832905,2434.0577232267933,-20515.47544579279,290797
1058.2138488620224,2962.0523290448464,2071.073634615631,1434.6216660397276,1167.4066093887059,981.3281208977962,-12585.69484319105,290830
1007.1762196598459,2686.621856532847,1509.8995998975358,1359.8286169511018,907.3692489417199,1152.0189913994063,-27421.636614931474,290864
982.5352606983458,2143.300725516604,1411.4401537234498,1169.138145148222,794.7842177084831,1082.3281681979486,-20463.54055498975,290897
1120.7004932891807,1685.6959986901552,977.956242445192,1245.9357602899945,839.8297446506643,1049.3522239662673,-8873.987247981286,290930
