center 0,center 1,center 2,center 3,center 4,center 5,center 6,center 7,center 8,score,MILLISEC
-0.26873064876029507,1.025166246363032,-1.5846218158230623,0.3018080677722854,-0.4896474263816853,0.015845287669772626,1.4790200187415774,0.7253378315476304,-1.2487518741293395,0.0025820312766166296,37233
0.84227888926376,0.016906212896212126,-0.24775919636328997,0.3795153495872654,-0.5737056110332515,1.2031959316955123,0.14705425119241183,1.0294798103790903,-0.3165835216568221,0.0015494602887897255,37266
-1.119241278704011,0.4168599018773523,-0.2423174780757436,-2.171577865301939,1.3032238945649588,-0.48855173270014124,0.04134678752405934,0.6419917467877079,0.9151320148677524,0.0050844342307290995,37300
0.3163508013554483,-0.5598543452484547,1.396116029007299,0.9683593978844347,-0.2667018745030806,-0.7864635952064034,1.7588305611508508,0.03307244595408046,0.4583047202702709,0.0030946915495957974,37333
-0.8114326184458953,0.3432972108983573,1.5316653458819773,-0.16474785708622464,-1.1106709487249977,-0.5283874617132516,0.7874836453813396,1.8391219800688532,0.004042122612059896,0.0025831087136654056,37366
-1.2492571435305029,0.36551906217699043,-0.520993436267838,1.6202290528446919,0.014748242827700547,-0.8251477682089472,-1.6688568650818325,1.3260997121400637,-0.2656705921090597,0.006015218518213206,37400
-1.6726936561654104,-0.2011295756781229,1.3064965318897925,-0.559746699019463,0.5666578535180706,-1.1595811942867844,0.8409153531575227,0.03683578520387116,0.38106280901167244,0.003563804447804162,37433
-2.0472957054800953,0.2724406566271102,-0.5640004221830424,1.4065642188393914,0.8164310738722328,-0.376719123017083,-1.2609897407034307,-0.07747729648798793,0.49944416644555584,0.002532961011958954,37466
-0.13344039426324253,0.8693795016207232,-0.5848540145070334,2.187517697018559,-1.5159231962645643,0.6369483833855718,0.16104036878435848,0.39699033431185976,1.143190792563965,0.0032508840216450377,37500
-0.08509546500115368,1.897695007252947,-0.6624167187621173,0.50342707572976,-0.993388407773182,-0.374929676326922,0.09902751940305951,-0.24310721111161174,0.35223014747972303,0.0017570373904731216,37533
-0.3019563013147479,0.8418485171236106,-1.3524276290159623,-2.3156342951431266,0.15395052359408803,-1.0631324142156013,0.6051507457870102,-0.6271213889572437,-0.09045823173039927,0.0029205611565520464,37566
0.9348616727404956,-0.03254422908458674,-1.296756382367961,-0.37565669441374255,1.842845678164128,1.3609602214581777,-0.7026222066682704,0.13723990913042933,-0.1964346977608357,0.0041033202882574775,37600
-0.12781967987394266,-2.365478628080178,0.5566552085657301,-0.7829568453442837,1.444788547551395,0.18569058890699558,-0.4488528316541648,0.7996162701772221,0.3218219383122909,0.0024254231492036584,37633
-0.9886542444037753,1.2138699680577618,5.007846970515705,0.301894267230553,-0.3934989604847989,0.8195199657034973,-0.6597829794313492,-0.1461692853267132,0.5976786086120248,0.003575015100893794,37666
0.18284863272986102,-2.596322803496334,-0.5571975910433494,0.6542360505418563,-0.10523516069178496,-2.1286347763820994,0.3099040685755883,-0.23116863122751097,0.09820711197896889,0.001424674613096313,37700
-0.2424738559489494,0.18658247950960105,1.3447119991751901,0.5998114305309212,-0.019252180007933523,-0.5522931644864261,0.30364749672026536,0.4045174345084601,-0.4259493361002457,0.0008286450405944556,37733
-0.416236680989698,1.1429421927645405,0.03256442256546725,-0.9665820890156831,0.4617235542936664,-0.09146386542762132,-0.7398774939932804,0.18669977301147048,-0.5525112658712823,0.0009443700297204086,37766
0.04381180852116828,-0.6723836752422795,1.0318502839899792,1.7075707894646188,-0.38828811324462603,0.314025875607967,-0.228225744541009,-0.8070445658470855,-0.5043801498594505,0.00093929509413594,37800
-0.008494732702700378,2.238099567466606,-0.5546061306077118,0.41419981348586393,-1.4042061106969743,0.782571347461344,1.8696473788340888,-0.18147881386017806,-0.31313211583020284,0.0016810316918201814,37833
-0.47426493758388916,1.2154015514145273,-0.0010845305596040948,-0.7719089825335171,0.5577513716533963,1.8386725900550864,-1.3616053361632294,-0.14967090254048754,-0.349841392686296,0.0019369086486904408,37866
-0.7154872029830023,1.1786865382212255,0.05035583052320571,2.1795853222018757,0.5243020528244776,-0.9326137856388017,-0.3195828764669104,-0.5267382582259847,-1.2561783701010325,0.006484342406699738,37900
-0.38279794214143265,1.0946541368300602,-1.0665584872031584,0.10323610251637197,0.40345301950500656,1.6435715695269713,-0.7797681466461788,-0.03668277815384058,0.6245667555150834,0.0025899088068114637,37933
-0.07184168025667359,0.8950256108633657,-0.6410248261180754,-1.2630293187182648,0.3331849748356266,1.3052663756580214,-0.38316261194783363,-1.0268370156909188,0.0896002753305028,0.0029433803735587935,37966
