center 0,center 1,center 2,center 3,center 4,center 5,center 6,score,MILLISEC
0.015845287669772626,0.9252234414245648,-1.416686844976201,-0.4896474263816853,0.3018080677722854,1.4790200187415774,-0.26873064876029507,0.008121826249020601,37233
-0.5737056110332515,0.4791083198582592,-0.27725533577480377,1.1163378710373013,0.08198023204431198,0.84227888926376,0.3297188644517685,0.003156054631412655,37266
0.9151320148677524,-0.4453107860967672,-2.171577865301939,0.006281154625909111,0.4731428631049412,-1.119241278704011,1.3032238945649588,0.009208312780499148,37300
0.30131685221868504,1.396116029007299,-0.5136611927113319,-0.16116752152843694,0.9683593978844347,-0.7417226135785023,1.7588305611508508,0.009128964827030493,37333
0.3432972108983573,-0.12723897270882806,1.6853936629754154,-0.8114326184458953,-1.1106709487249977,-0.5283874617132516,0.7874836453813396,0.006944187655604627,37366
-0.7610122590208945,1.473164382492378,0.18116774132202665,-0.3321535727658273,-1.6688568650818325,-1.2492571435305029,0.6036658501138673,0.014432049123141952,37400
-0.522634392381889,0.4924198357155113,1.3064965318897925,-1.1595811942867844,0.0020521892029531762,-1.6726936561654104,0.8409153531575227,0.008047893116775003,37433
-0.45698253694535124,0.3606665901062617,-2.0472957054800953,1.4065642188393914,0.7624601684456349,-1.2609897407034307,-0.07747729648798793,0.00781315620779897,37466
1.143190792563965,-0.5848540145070334,-0.015648089044202125,2.187517697018559,0.5769588711171438,-1.5159231962645643,0.8693795016207232,0.010262674628909958,37500
-0.993388407773182,-0.023721136866415953,1.897695007252947,-0.6134035878277618,0.46562784366725074,-0.3309888545884852,-0.7114298496964725,0.004591234249922434,37533
0.7234996314553104,-1.159564152482388,-0.06675630547686014,-2.3156342951431266,-0.6271213889572437,0.20504912249571433,-0.3019563013147479,0.008301863738086751,37566
1.222838446688931,-0.2860456960872892,-0.7026222066682704,0.064475278466851,0.8599341731509013,1.842845678164128,-1.296756382367961,0.00896371908481468,37600
-0.7829568453442837,0.2764448218438591,-2.365478628080178,1.444788547551395,0.7996162701772221,-0.17368155869968865,0.5566552085657301,0.007220356350626942,37633
0.7302561158876058,-0.6144392651735233,5.007846970515705,0.3541835238460762,-0.2486068324269443,-0.9886542444037753,1.2138699680577618,0.008777766668499555,37666
