center 0,center 1,center 2,score,MILLISEC
1255.4818228091226,1029.794280239304,969.3372125237105,-3944.3327605343707,47233
1017.8545808841254,1197.7787775712175,930.5422183485466,-5706.777127541633,47266
956.1768586043554,1275.3407387831692,1050.7415948109156,-9096.294153894181,47300
1059.5176704619798,719.7874686322345,983.8587514149021,-2909.3162156451067,47333
551.4535338539413,1164.768335534021,989.9523929527828,-18625.456271580268,47366
1060.7562561969112,851.0336934175946,1192.2449412767496,-6165.624848920245,47400
1056.9819403420402,1604.3995761654887,655.1228892352946,-51818.60011698121,47433
984.7512557211869,1557.808075470146,1145.140063818094,-23189.723088039023,47466
1191.9874160409581,789.8404902257164,1014.4928305698932,-10096.67050057389,47500
990.726784997638,792.2319255295598,1557.204225527275,-24595.65224940441,47533
968.9699007327555,850.5218364960488,1034.1359374680605,-2887.3200047702057,47566
970.38446947903,740.5297885861828,1028.8955938955573,-8836.225256968564,47600
1045.8896364869147,972.3822856001748,820.9622403009776,-3126.7947012467644,47633
749.3910861492816,1003.8889121714226,1087.2376567518754,-3169.197357019246,47666
1001.5709857949848,1186.1281549647153,1096.7751279328202,-3867.120805190596,47700
987.3361845536864,1019.1587500721554,1100.339493065663,-790.5041116542515,47733
972.0217263828466,1283.9824765159376,1028.004999648503,-1176.377944929848,47766
998.8876405174574,867.9527636916654,1072.505992412014,-6185.060071230004,47800
1040.9497010446757,913.5006412113592,975.1383670634067,-3054.4168115237735,47833
998.9097918292231,917.5646482196034,1051.4261660268558,-2769.651583661249,47866
1027.7294783530012,867.8312047858154,941.0601323180013,-5737.317354754117,47900
1049.2769666977997,892.1074471646084,998.5291551703984,-3692.9463129744336,47933
956.6455298927774,1007.7615522859318,1061.8524080083246,-1371.8400278418642,47966
1038.7303985425394,996.732501380547,914.2434030388188,-1857.7222727175447,48000
1081.8016352798536,896.121829973704,1029.890149423876,-2525.6781246602195,48033
1002.9965178775936,898.8094004632702,1039.7204031772462,-2553.2151298599492,48066
964.2135844038065,1293.1624027940188,997.1957299418019,-920.686650328348,48100
989.6458203249967,1061.5301008304823,911.9851972482887,-3872.892567765729,48133
904.6421054468187,1074.99347123789,995.0805877179013,-1615.800432042387,48166
979.5331177109704,1083.3337644367139,1021.6501791400124,-1921.9120526118973,48200
1058.7186223086915,937.5341729115628,994.1200012080615,-2756.9803436275706,48233
1007.1310306390865,922.1631414655855,1046.2413379637774,-2338.0453935206206,48266
963.8630892686813,1058.9434602339502,1113.9380062948585,-3423.756984151362,48300
1013.3081016465712,946.9469412700573,1092.2744194196769,-3690.0005726370523,48333
782.6781940374658,948.4391085468135,1081.9316868331146,-13043.708509410026,48366
1053.1230049228866,784.183052686145,949.6540604159904,-6426.227789965189,48400
987.8940471223309,743.5047807893854,882.1874984420599,-6262.178693569654,48433
987.6595315619289,819.2310364132617,1055.7935491713165,-6624.579353201351,48466
1062.7267384905833,1245.3355550719198,869.940802583716,-15316.220901312128,48500
1084.189628335504,1290.736157309938,813.4174819857267,-35606.465306375605,48533
1063.302259720146,1766.7568573606527,1359.10454889099,-58490.19562407587,48566
1166.6978725363683,1346.7722676199191,1050.09771996484,-9419.107839473392,48600
1073.2931070228447,928.860622541798,771.8296444164347,-11503.139120513191,48633
1013.1688626115898,892.7312025464328,1118.4383423903773,-6384.1952168298685,48666
1026.0938461405474,946.2483834605437,783.3173048005515,-3851.5006682227104,48700
1014.9700731589193,670.5602135528173,928.5094806150514,-4840.293550160661,48733
1049.0209590193438,1229.3730109287417,996.4412938792773,-2096.87695164035,48766
1035.5265869758784,1138.847896564549,1105.6484202082738,-1466.8924255202592,48800
1195.7735855571505,1001.352511847552,1055.2507041726988,-1976.604622676564,48833
1018.980996964852,1127.9668016737278,930.1792314380507,-4870.078218131227,48866
974.022053662898,1144.7121909021498,1027.3386349831965,-3293.1303384173675,48900
1044.1918629507923,1289.1873409245065,972.1363542363191,-5726.310597357561,48933
969.0269409243093,899.3164918752543,1013.827184361577,-3845.699667857904,48966
1009.3608234778128,919.6423217751562,970.3836660094217,-1209.7184236870119,49000
996.3610931787896,1010.0497067688661,1033.5712585623414,-200.1442266227105,49033
984.5204371098127,1336.7426827927654,1017.6196324001714,-663.5130154898549,49066
1013.5793189104096,933.0862768254606,1062.333308524133,-3201.5747402797797,49100
1016.3998808791832,1059.9508518946857,970.6935664770834,-1096.5497446645759,49133
1024.342392859092,1091.7173478462566,984.6994072902837,-1368.8249491930453,49166
1001.5821651589672,1098.2807797762084,1047.118667956622,-1841.1418114286182,49200
1013.1162527956693,1103.5138923081822,912.3760189746331,-2229.845535782707,49233
1003.0489943048563,899.3625520333833,1081.399093766959,-3203.4352161482343,49266
1047.9946948802412,992.6365033318812,1015.9957623433484,-444.5438724546889,49300
1003.1970342998558,1037.3294394039272,959.7572609780037,-206.79881558056175,49333
994.5198559573719,1035.6609688588642,1018.3485087754682,-521.3987797296617,49366
1005.4504137061349,1050.2439683495782,956.2280062830204,-1001.2212502941902,49400
986.7363357037559,1052.2659704607952,1020.4119065505683,-1016.7613176376533,49433
1039.3305461881853,992.7953212395818,1124.6306060213726,-2246.7637894481068,49466
957.696301122031,1005.6827997842255,1035.5840665663845,-1176.1501648192886,49500
1012.7661951697253,1509.2451755761886,1098.730631228601,-1563.7052929422425,49533
1000.9045086912784,859.4614592871516,1099.7972540427622,-2663.480333236589,49566
1034.091835791137,922.3995880311309,991.8651001538658,-947.9432877437594,49600
1005.9950680894779,833.6725976065185,1146.8452380334497,-7859.306816821128,49633
1014.9314471705792,1115.7454906922098,918.1056584075714,-4592.417898103649,49666
983.6048856093269,1096.2409347624402,1017.2059408042221,-2269.0018614492897,49700
1004.36627850315,828.5662315107948,1055.3067582050712,-1914.3210192696376,49733
1014.5284818026475,883.0787054391019,950.7776541081807,-3262.3817868091564,49766
1044.0412309402095,1223.912578577408,997.1783853497899,-2281.239134524497,49800
990.8570321724761,1086.4216492688279,1027.314984672588,-1899.739834755445,49833
1027.445674764246,1140.3525770567628,977.289595966917,-2568.8347021637596,49866
952.7832912052982,1030.9292744015129,994.1921765289283,-625.7365532134398,49900
988.8296429485738,863.8715182247879,1027.7691283154259,-1693.7805397300203,49933
1013.5057250797399,936.2312748461247,976.8809403544415,-1501.3848724310358,49966
1007.9448205877721,1107.141815667713,1036.0753657318785,-705.5822493792093,50000
1014.6893267951998,1076.4450752360754,979.2008401139658,-401.1347756403686,50033
1032.4997870050545,973.1311346672703,1008.1315113348803,-623.6280887014545,50066
967.2147077990862,1039.5388101786577,1003.9273241155144,-1042.4402730116315,50099
1073.339648014551,978.3050381064238,1011.1402177897381,-1245.9770236134993,50133
1017.8082514095552,972.6574640771814,1089.9935779627328,-1073.9162632072316,50166
1014.9906359410588,1046.7650595803773,975.1711313218948,-1426.2141993337193,50199
969.8393107772022,1000.6725931165715,1036.3768662787704,-1018.5639811284732,50233
1016.4438326638925,929.5666643933599,975.0256406884898,-1137.1132135007858,50266
1004.6575143806111,971.8762401804457,1039.6676614245657,-1104.2817007971532,50299
1020.5441352145949,1048.3703658701138,988.5585302283524,-177.70888244811886,50333
1028.693432978399,996.8562969123495,1059.2048904720937,-581.8283438122867,50366
1029.9364101960864,1099.5603666920701,997.6894883361554,-1136.379079696765,50399
1015.0274441311326,991.6075720191981,1036.622816702069,-408.09900930102583,50433
1001.8066709642163,961.780075851683,1027.5055211166907,-808.7678094294649,50466
1022.5926324116789,969.5798058953167,1001.0464369313389,-386.6962221191886,50499
1004.8081678994506,1041.2183536680757,955.703929049159,-1167.6342742655654,50533
1011.0913884213907,1049.1300440146342,981.1505594644107,-502.89063778406074,50566
973.1545549294754,1012.5642671701396,1048.9806619064864,-732.7663799070477,50599
1031.2980288354916,1012.3773089169356,977.7182620775783,-252.41789081395203,50633
979.4329048836364,1045.97633624125,1010.9383593200844,-310.3644715646042,50666
1015.8929030508638,974.7858904072332,1042.8891121886722,-623.8017988195161,50699
1011.1660530697255,976.9301363577817,1041.7284519265472,-432.7651942663492,50733
