centers 0,centers 1,centers 2,centers 3,score,MILLISEC
889.9758363572582,557.0035906526995,801.8640782576558,747.3085038991594,-592.0214003976334,38933
622.2015395458552,749.3303677284139,660.0075757140974,763.5744888352413,-1.4883735349196328,38966
654.7281878764653,610.7629573361595,572.5277285861358,647.4689181729112,-1.2198919772787586,39000
522.8384071584642,433.51701235360997,572.3994961060407,478.67003248584507,-38.63371510136656,39033
378.0185180649223,705.1880139619919,254.32852769597042,522.3121671950597,-1449.729928682991,39066
801.1747624582292,293.767471250366,362.9683181766695,822.2347596641728,-73.34567033077926,39100
653.6245305592568,344.0363352903295,165.74981146293953,275.5612454609683,-56.9461023825157,39133
423.687408453408,564.3101983838321,317.3672951014329,366.7764987018661,-646.9598360700753,39166
335.89108523894265,462.47270189709576,575.4658982077044,458.09387684185435,-1.3577140107660242,39200
405.34183105127454,508.37453560765977,344.0043604374805,436.56041964429164,-13.663091392517334,39233
391.6452476412806,625.409465870161,464.97332504262283,366.03141941642116,-154.61399761477458,39266
318.7245518836178,480.63395635348115,576.105025147325,439.4007282652135,-395.32005317411347,39300
599.6473963922465,423.899677962499,290.91923277775913,505.1178080408569,-340.1260465791964,39333
688.0755772442443,356.37486559771867,560.4614170484887,461.3317678200798,-1408.910340415916,39366
637.5486899711477,372.3492983745236,450.2021768050439,419.09664756473535,-6.335832146618856,39400
542.4140484906342,442.57180717341953,664.2205958866376,400.3760732111748,-170.39099050712207,39433
462.66763436213154,565.5165780063393,423.73930664973716,493.4946808223975,-20.320227497928617,39466
492.8498757228209,538.1403162744824,477.72313570585186,540.2462401535063,-0.21122273647748327,39500
542.9138239981752,508.1948445232399,561.5505320093642,512.5124388734384,-5.159423356871185,39533
519.3940399604319,650.969277308845,598.2641557038162,498.64416170251104,-79.66250716253484,39566
632.0827264714285,454.53272709454046,501.97609504835987,423.4725492874361,-451.85379289057454,39600
643.4996034396086,382.48921553424225,448.99109122565005,355.78785814021256,-354.5207461328725,39633
370.26882126368673,717.0489075385581,481.93879279427176,430.31267701521415,-478.7283955208643,39666
765.7100538794557,307.31417149230197,1014.6225899318426,475.0336830162678,-8063.226775842088,39700
636.5956330356029,1397.3421198833162,966.1705502775347,324.7291178813505,-7432.93555281159,39733
806.5216752411555,1917.9661102323994,422.9952718411874,531.5072906367325,-1367.574732400054,39766
2336.2775948076032,612.6483197725624,447.2281297056347,309.0,-449.0725597122803,39800
641.1099749652941,1879.395913585001,398.9703340656614,268.94423213744517,-3463.345071069044,39833
1455.585105722094,320.602557694102,590.7021245941138,245.8239909169563,-23.13097932036475,39866
1424.0509120112245,487.23144260292065,261.54923054752044,819.7414226449704,-7612.042678153729,39900
526.9765451554529,1617.0238093485204,1780.7307488781116,674.3396770174509,-748.4417120459357,39933
582.3555614914311,2369.904850410666,1983.3353221278544,720.3872788202933,-677.3370277858687,39966
652.9525250736075,2472.275470088234,1068.64680788369,799.4944608480514,-515.2141465674543,40000
882.5423502586151,1533.6101199457441,819.2086253766781,736.5351315449929,-26.456216906922887,40033
980.9760445597028,339.46428383557526,765.1756525906264,661.8013297055243,-18.44136501772296,40066
669.6907077531309,1108.7587654670424,419.29583828127846,802.2848621281596,-1804.7118982211125,40100
777.791202076965,1143.7438524424952,476.26988147477897,663.7868633831193,-23.691943339581144,40133
564.8583893331141,941.4223281822033,737.2133145734367,1126.0950226335253,-1515.057631293989,40166
1078.5964180999426,793.6831861643536,567.8529739289916,882.5536810868787,-826.5337239472876,40200
1066.4164821334791,488.25198412295265,888.7834381895289,443.68231878225663,-772.7732681102956,40233
1000.2869588273157,342.09458555267895,775.319933962748,1121.4651131444082,-805.5890710816357,40266
729.9018184003951,1112.2180541602443,369.9621602272319,1013.4939565680695,-652.6709915934927,40300
1094.404404230904,600.6096727924719,882.2091588733366,380.8122897176508,-1823.0418962395938,40333
449.3417407719875,914.8819595991605,630.0158728159156,353.74945128334326,-1354.6514334671044,40366
581.4395927351353,414.020157685924,642.1658664239326,552.9131939102195,-23.618059445213365,40400
542.6573504523826,670.2096686858524,478.8290200973817,697.2151748205141,-151.53902516240754,40433
629.6681665766502,475.7881288750867,837.6210360300175,566.9153375946006,-502.31284308767306,40466
813.5829759199414,394.67581633538174,1056.2769523188508,646.5183678751904,-105.48258650396227,40500
1282.4982432956685,919.0707263317661,514.4220057501428,795.113828329001,-561.5118870480064,40533
1255.009960119839,662.0323146828669,1492.800388531568,1132.4455836816178,-72.42863129088715,40566
851.8679700182439,1202.6017628458724,606.6770145637628,1120.4516946303397,-2227.9233139924527,40600
829.9675708845957,1369.475812126669,599.4447430747891,999.7504688671069,-1877.6625598473847,40633
1264.1336954610458,754.2439923526074,536.5867391019904,939.4610156893153,-7742.342839785222,40666
670.3103758707604,223.99553566979853,875.4087991584097,529.3902152476942,-6129.868712062186,40700
377.56668153356503,1006.6171069478205,822.9829888885918,232.42418118603752,-3892.8019914629367,40733
1295.4771321794917,581.1350961695567,747.3504688898834,455.22961239357,-4385.553300142759,40766
1349.1847341640614,727.0928413895986,1711.4409133826384,892.9020103012424,-8960.106197301335,40800
1096.5167594946386,2219.7319658012766,1430.0080419354292,2439.022960121532,-16746.992294753967,40833
1551.2565874155055,2974.425826945429,2340.264514964067,1434.587694327627,-795.2945674864527,40866
1429.835305201267,2008.7957702748604,2218.808013326074,1755.9550108132041,-1352.1066516590965,40900
1353.0964245086543,1806.1741333548102,2148.6698210753552,1944.3191610432687,-7980.131963790012,40933
1849.4434297917846,1333.9381240837624,2060.6930872888374,1646.001518832835,-8317.162231785493,40966
1365.712634487944,1644.5674483351377,1866.1838065956954,1424.453930458967,-1206.8157529088835,41000
1737.139674397212,1332.8056872627758,1441.6605009502064,1512.8922631833373,-992.5032702960943,41033
1318.6694051201764,1675.0191043686636,1461.037344750187,1200.857610210303,-261.75449064634853,41066
1254.6226524337906,1528.6368457776646,1024.0747043062825,1312.4012343791817,-1396.7874618252542,41100
1293.7766422377551,1574.609892860184,968.3331038439201,1187.0475980347207,-2078.370613680104,41133
1121.5357388117634,1752.369823981228,1571.9786894229833,1160.5123868360906,-18.173135903908285,41166
1131.5325890136792,1462.869098723464,1694.237586644801,1126.8675030321824,-0.2612200282776964,41200
1219.9463102940226,685.1802682506261,1708.731108161843,999.7197228144147,-3644.951631739608,41233
1389.7431417351913,629.7458107021796,1743.4735443934903,1010.3514240104777,-5866.427806109308,41266
1020.6303158169919,1669.8101688515374,572.6962545713042,783.8552162229961,-816.5168706148996,41300
623.8089889676885,1315.410962399204,1494.8317631091468,769.1254774092456,-2471.6905662207414,41333
1004.9376351907183,376.93766062838563,756.368957586177,786.2582273019469,-0.6987545738479317,41366
231.52969571957715,1055.712555575617,692.8248263823604,1260.3674067509046,-748.5198965044003,41400
503.9897675210323,1244.1836681133539,1401.880166062706,772.5522636042173,-8142.628468191678,41433
1265.7873949722753,687.5143634863202,539.421912791833,1073.1067048527839,-4514.541458602177,41466
592.6187644683553,1854.7242382629283,1186.7725140059488,814.058276383915,-6088.245301699373,41500
1702.1871224985812,514.7241979934497,981.9806515405485,630.5897443758748,-885.1485759377157,41533
1127.060335563274,543.0710913657199,838.394895022626,348.60579455883976,-3637.579445691961,41566
340.66767283832064,828.799734555942,549.8108765748455,717.3304677761847,-3416.0733658458385,41600
517.8231708673632,719.7867739824065,280.2159881234474,407.94852616476015,-1607.3274257393896,41633
529.6918908980024,280.61717695109115,440.40322432970447,400.3123780249619,-224.00143379751188,41666
424.68237120228173,138.78400484205665,569.6639360184213,340.1220369220436,-1393.7671800148219,41700
324.8685245536077,206.27651344736267,162.0678870103513,292.7456233660889,-43.88350872400409,41733
440.5825688789787,214.11679056066575,107.3823369138666,279.46556138458277,-1379.0674378336887,41766
306.75544160207323,603.2254968086147,235.58013498595335,539.6823139588697,-105.19809503406104,41800
670.1119309488528,543.4452503834145,513.5075461957691,521.2859100340235,-11.519671415730521,41833
588.3714812939186,729.4152958606733,973.2009042330366,785.0611441155396,-610.6523289730134,41866
1270.0204722759393,866.7144858602514,995.6921631187727,828.0712529728345,-33.232607718637226,41900
1178.6359119306758,1412.987261089073,1256.832924457344,1096.0743587914096,-647.774214688166,41933
1449.9847536991497,1476.8869286441668,1462.2568173887923,1442.5716619981138,-1.4280800314804574,41966
1734.9342927039052,1911.2010681298934,2009.896514748956,1830.490644608707,-45.95435830948255,42000
1794.1418474457837,2874.9471299486536,2317.31288349243,1586.2033287066322,-5196.062487661289,42033
1576.7679377752497,2890.2352845399973,2267.851406066985,1181.867166816982,-5868.740807972804,42066
2551.5295464673673,485.5985996684917,1245.3007668832458,1988.2939923462022,-1.9470080652799284,42100
1243.8339921388224,2276.8108399030725,251.32250197704138,1662.4418786832819,-2922.798599727673,42133
1695.7122623815653,340.5084433608072,1005.346209024533,2181.499255099575,-2721.8464175869144,42166
767.9986979155628,1886.6825206916208,1306.2668180735511,919.0854149642458,-2437.132233423687,42200
1292.607442342802,1588.6982092266612,1076.0805504157092,1746.8056560476325,-196.29803404790272,42233
1369.011195215573,1591.7603462833217,1431.1876187278872,1420.6368290312623,-36.69474885540993,42266
1288.781595151017,1887.900387037078,1557.7454862717466,1488.8008597525727,-201.25725050327839,42300
1474.906368568893,1955.5165557979815,1084.7584984686684,2021.2318026391729,-15.407909842291716,42333
1815.5467496046474,1297.1502237157642,1002.4654607516411,2072.4690588763924,-29.594228284852186,42366
970.0384293412117,2028.0714977534692,1830.9937192683103,1129.772100912392,-1393.8912024704578,42400
1699.7731711331805,844.7058659675567,1236.2172139231843,1839.031266727132,-2966.3333917025793,76299
1808.1415338942127,1055.7452344197438,768.8107699557804,1747.0721221518018,-278.3868133680164,76333
1600.4127592593106,805.6339118979538,1752.3699339294185,692.7077305761788,-210.22932041008343,76366
572.3856084337967,1673.9456383049003,1876.769831385831,1548.8398884326293,-886.4305157447951,76399
1874.429246464107,257.34024170346925,1543.0178419966244,632.7029318724547,-3731.878560160608,76433
1046.0915245908986,1445.6621320350064,526.5453446760307,1832.2123239406508,-24527.04435817856,76466
1193.3455064893722,1723.536770713059,888.8200042753314,1400.9104182637805,-4277.004283247847,76499
1150.584634001341,1840.312670038756,1413.2165439167488,1066.565047242783,-2004.5529896495295,76533
464.6730033044744,1465.3811790793548,1994.9012315615498,1280.4799881294514,-718.1526284234066,76566
1335.1167274440973,1984.2711508259147,596.8081768876831,2241.3734628570937,-9733.648197928196,76599
2186.5813499616243,1221.0147432689803,1854.9204834709224,1172.2265139468566,-278.9934395727079,76633
1478.9080431183002,808.9060514052296,1759.0547279247398,1275.4473724932755,-6.928331238893063,76666
1454.1146253437169,2284.299892746134,871.895635956506,1155.912193897097,-696.312723004972,76699
1008.4150931040253,2573.4259266588574,1502.1147287326735,756.0171955716352,-10424.683448734377,76733
1331.0255499510695,2651.7752544286254,849.0312126182406,1728.5765820466272,-28488.970754906222,76766
1526.371783903554,2069.789602834066,899.5843484632222,2392.5185474725163,-1033.3546061641637,76799
1216.6651141542607,1806.5854959486105,937.9397635242894,2138.452477844668,-17485.69165622557,76833
1790.8257688218132,911.6775745843483,1189.5579010708138,1689.2678887612824,-292.13144752337524,76866
1616.7096214224744,960.6269023085049,1161.8511092218314,1708.7849484355836,-316.90912233260957,76899
1486.4272602451827,903.2592015340244,1705.9909143955017,658.0319141196725,-11044.629688233425,76933
481.05924791027564,1535.260384805652,745.7432534056209,1034.401276101301,-30689.10169280396,76966
619.882246882422,1338.574605166253,873.6057463180974,1665.6088976707588,-17207.052808020264,76999
1391.713278859766,557.9327916514676,1280.9613577309817,1336.9416591609374,-36.298890798177,77033
1262.0831663232025,1786.0977016949548,714.8265523887595,1597.2830056067085,-525.162567198315,77066
2028.1316098385125,891.0314248105956,1499.9446656460364,1723.5855070172759,-786.3463476868636,77099
1758.2872347827588,797.0232117071623,1369.929195250616,1984.9246855029928,-10659.985761689448,77133
1432.2150676487104,498.6882793890388,1700.4284511100113,1115.5617419040507,-6264.165311214523,77166
1694.750289388782,823.6516253853931,488.41990131443254,1018.7369631067678,-8574.913233279707,77199
389.55872471297573,1415.1042364433795,740.0491557778003,1738.95974651514,-3198.4940651304532,77233
978.3302101029079,1417.1099596617637,462.93304051450036,730.2314701517595,-4386.7244548687695,77266
740.5214379071007,1637.7677941197103,1409.3165010032346,826.615993070543,-235.3050885167211,77299
1399.8932102128363,2194.2094248270832,1241.643415010029,1578.8175955442098,-2227.259924465219,77333
1565.5507018298704,2481.876306345665,1291.991336167604,1946.5613270585645,-1098.7745356994697,77366
1321.327034730702,2239.036399882771,1882.2300603273766,1634.810386558637,-19252.734579539072,77399
1944.2258099305234,1404.7526472657028,1206.6944635340672,1596.4350910701005,-3327.943352459683,77433
