center 0,center 1,center 2,score,MILLISEC
0.13756898507135784,-0.616745488806448,2.0027950857305985,0.06873082194533509,194031
0.10616014985830788,2.25320740343893,-0.8737028458996882,0.066918703516089,194065
-1.3146146127275693,-0.05784464368873887,1.0740215922569791,0.1283323037739627,194098
1.484606917882219,0.12570767495341348,-0.450842752670474,0.03043202709164729,194131
1.1524568815060172,-0.06708410634019325,-1.7220820261409955,0.11289343446814308,194165
0.02401299834391813,1.4784392433019107,-1.3829951988375082,0.11550068120693742,194198
-0.25336794995808437,0.8364908325173044,2.2878238614240485,0.08433642315990945,194231
0.22976613890458478,2.137827265631761,-0.7239514012634636,0.0996335286307581,194265
-0.16626969810300568,1.8239305429355295,-2.241279710984843,0.12263741923580265,194298
-0.6345541935273372,1.1370563180719533,0.16411403300206892,0.12622890108717433,194331
-0.5410547232918977,0.756162108292644,-0.0752878519753592,0.028626962523024588,194365
-0.1506299251059803,1.006450119517168,-1.4068772232095497,0.07239141380697468,194398
1.7810838521277321,-0.17596144088789534,-3.080199598776406,0.0730752719582693,194431
1.5244816598483215,-0.27105708432482495,-3.084108512426003,0.07867257429313051,194465
-0.397750548977214,-2.750451960573948,0.5836601258532107,0.0869141108677967,194498
0.5817979259003656,-0.4162596415729786,-2.3983869163789255,0.1690020311423711,194531
-0.29529876859702936,-3.0599354396636795,1.3330166845913203,0.0785167483719778,194565
-0.6897450339877066,0.24692258734896155,-0.223957518873141,0.02240299931355005,194598
-0.08883213140775527,-0.6416900791650936,1.364861161158216,0.023148813864972605,194631
-0.469981014542277,2.5162248394301483,0.2652387497192668,0.05525002149986869,194665
-0.15907097365553977,0.27566628164681073,-0.7705041747282168,0.024320176062168325,194698
-0.8899073220621615,-0.060265200375320745,-0.36663658468161053,0.02388345956105143,194731
-0.4161650941993266,-0.14850270046950703,-0.7499280169812781,0.008785180350265903,194765
-0.7873673607481303,0.027198647599983503,-0.4106105950386425,0.018199630401064478,194798
-0.01444416726676256,2.7372732253691336,-0.5753242493044253,0.028037319453416025,194831
-0.8072420339666089,-0.09798545581437179,2.400493258915987,0.03189207880709305,194865
-0.42113700544586147,2.977313926583324,0.240829755500445,0.05576757767021958,194898
-0.6972057867519884,2.107149426157255,-0.051720633451701845,0.031996411413532634,194931
-0.17322013586488602,-0.7367007226199315,1.1167714327866602,0.019538462159535547,194965
-0.8055939130746882,-0.22199663981261036,1.7343992829856403,0.019966807012177373,194998
-0.2877101383726211,2.1493863116935046,-0.8258769516659697,0.026698396681502756,195031
-0.6717059337738159,-0.08062788704641391,1.7027978256405638,0.027898192950995927,195065
-0.18367930520276055,1.2902165263668326,-0.713808857118478,0.019017886215431965,195098
-0.7289545347971906,-0.041177098379604204,0.9038695745260438,0.02961284125753093,195131
-0.1303248942592051,-0.8504111465439503,1.637163462265554,0.032702034427250136,195165
-0.4374482080996816,-0.15292805303578483,-0.8351825792431959,0.0033411869121044257,195198
-0.21909392550183648,-0.8269436090807618,0.5524865841917003,0.015044248909689887,195231
-0.13575874022974826,-0.8134920188352659,0.7625972640926288,0.016479729663913343,195265
0.04406654139876231,-0.5861387567649243,1.3084280106066901,0.05076693657706375,195298
1.221895240640756,-0.5385902297116587,0.11104885676986449,0.04141990572249085,195331
-0.29976643064124014,2.6130871407682132,0.6290688984497186,0.06408983770418682,195365
