center 0,center 1,center 2,center 3,score,MILLISEC
999.1894201148243,508.05753362434996,888.6206173850951,671.8787092920865,680.890343862434,290430
1029.324150267348,444.52896418568724,620.1306313995464,866.8008655330708,616.7340688231586,290464
703.2993672683064,954.9515405448202,1033.618998016158,827.7845733381113,363.6344323826415,290497
549.0145717556138,928.1026961446793,1034.137551769964,786.2514311679073,395.5591178085787,290530
1067.765115677992,476.94234452394767,973.7036231719526,902.2449778192173,353.57323573367705,290564
1050.8461496285995,1262.8044187442488,856.6967093973697,962.5934385125076,332.3149080994203,290597
1093.3590444131332,1419.680704653497,872.2634344585363,1021.3397107632121,897.3067359925354,290630
1448.317644717484,1045.0167180955782,1299.074922447066,942.7136102461172,549.829415292117,290664
954.009762192208,1248.943694376517,1013.5552127368868,1419.2864404340655,450.62234406951904,290697
1021.8416418237646,1917.0375583175203,1406.9378095708423,940.5825953201384,418.7614550963312,290730
960.168041661295,1776.565788255532,1069.2981532397819,1632.052082502271,401.3294981102585,290764
1136.3737004078114,2088.7029468069413,1027.3046322046455,1401.1955609407275,1506.23590633086,290797
1063.7225369422326,1486.9811700220014,978.4142916007734,1149.336720917242,286.6432583838974,290830
999.3126918210161,1328.4099517844631,1136.13796712427,873.5309638284242,754.8149966030517,290864
1003.0793978562934,1093.20797691087,794.7842177084831,1169.138145148222,345.5028494834733,290897
839.8297446506643,1073.3820809539104,1181.7455469768433,965.8317758754999,432.394140134324,290930
940.7451848215328,1126.7100065506584,1038.877251130623,809.7907137032382,612.7690224644513,290964
990.7978596268849,1203.8546423883574,1063.5416233550739,933.6496808548275,243.07398904636378,290997
1066.0727409740693,849.078303306473,987.7841745097794,1139.4981351454683,558.4919880614957,291030
1076.0091342752196,962.0341031976848,1010.6275940692572,898.5851001195467,100.44853684010435,291064
1052.153214284997,855.3733378037484,950.5306184122371,774.8496628378953,445.49675113165443,291097
853.51505030657,1095.5578741284637,1512.1914561324568,965.1741694930645,1097.05985708409,291130
1224.8478976373187,980.2956099155662,682.0823551270432,1089.7405283552102,1635.7668227545744,291164
1133.416981049325,889.9494768754287,722.8706661637336,1001.265904456524,2563.487116549894,291197
820.6466738507457,1134.234685097843,1022.1261583120786,922.1182136797863,825.1580624081569,291230
891.2398853089235,1143.7037133260817,1597.992803488176,1004.3741556666988,2827.1527796501287,291264
968.7776304408485,1158.6144385413063,915.0450483211789,1049.5791853798826,512.9803836308957,291297
1105.4377687509568,925.345234307494,1239.891930774614,1008.5300609967762,305.3127255331381,291330
867.6762068882608,1095.2830777482177,988.2827186372343,724.4315012477025,1033.7892472130407,291364
1040.479120948322,1288.941038217032,951.7163054277811,1118.176740370937,333.07008077922876,291397
882.9790692342343,1054.3999369595042,977.4195619077817,1106.4197102522132,134.65963073939733,291430
924.3929968377308,1138.3048545847294,800.3911543739099,1043.628050581229,710.9090723655976,291464
863.362643373313,1017.5970776653869,593.2377263795687,1188.0202018484365,1257.6549766310968,291497
1050.9624457779214,801.7910713957508,1164.1201348586997,937.4486257487488,1172.8868313465296,291530
794.1782118455353,1019.7079281405103,1159.467340881974,906.2830683621977,829.6685672865901,291564
1005.674417473611,932.9051259574914,1121.332689258634,847.8661450960287,314.2612837624642,291597
803.759292325756,1031.2621922743006,1323.4281242288907,955.1918864273363,305.20857650593916,291630
726.1005440019998,1022.9171619366084,905.6620723592696,1179.465133015809,957.6828148243206,291664
761.1215912025896,922.4649999929684,1031.4949244470827,1170.9487606210614,739.6386656362132,291697
1075.5440183743815,615.0674759731651,863.0597931554835,1000.6116333421988,281.5442939127443,291730
1168.1546547580554,740.3649198059288,968.5341882969394,1044.7840675355772,800.0761133725383,291764
1137.2070981768882,948.8783857656409,751.1923854779147,1017.7759389846296,531.4569767727323,291797
994.6333695333457,697.8946911963151,1150.4158514818569,893.8377928908578,916.1531035767289,291830
1051.8629119408834,559.4658166501328,1374.0935193792307,1245.7718523356398,2015.4511531055236,291864
1161.7366828790896,1032.004194930958,1311.44800000388,795.8705924960414,1098.536126197544,291897
855.9182203925793,1142.0295040998776,1301.0764773832475,1013.5286468572036,479.16882368902225,291930
1010.1810905249721,1188.595190985203,963.0911427143108,1045.6624805994695,122.24914436903005,291964
1096.9061577689258,969.0549283276217,1331.9688434794562,826.1101621454611,1255.9321467444215,291997
1120.2705030482593,885.4197640738996,1011.5257525220824,1219.4192940882463,544.5585362241703,292030
803.8586527127976,1122.1816553409817,562.0862923075068,986.1550845166637,1205.479688701077,292064
1000.5369558384216,630.8079204199971,1075.3802358960293,926.007559364393,735.5787851212963,292097
1053.8247022408354,818.2792921735219,511.8964739085433,749.5118978206793,1010.0660688925964,292130
785.6650421426496,1018.9628356176638,888.0071647749488,1095.9915513821934,362.0641957083382,292164
814.7033336217414,1051.1689668361585,1255.1772783156966,984.1038566723796,219.21126818150995,292197
1042.1585078844973,671.494601616424,1387.3146723076204,860.438272225071,1206.7096122502428,292230
764.9451902858833,1566.571734712458,1039.1342905429046,944.6498202048864,245.5903970078017,292264
941.1914914086992,1448.3538932180904,1042.3263299013327,1125.278187827348,310.42376964660184,292297
1195.7051055264344,919.528160695961,1038.9695752636926,1142.872146950488,375.81485400675933,292330
1388.0857322226175,1032.1502873753193,1173.4774976920912,947.3694770383343,711.412243421886,292364
1001.7495003464146,1409.6866846757985,1186.2872841651701,833.6749966263832,1044.8629350739884,292397
1422.8716677698726,1008.5782147004647,1195.9777234865905,554.9252201873691,2180.4739131976935,292430
992.1779292396876,1508.776448972061,597.2712099299359,1217.5454816966799,2766.1089100044906,292464
952.7675727560902,1171.2152198646274,516.8733075858904,1507.7048782835452,2645.49596410369,292497
1000.7803558511396,645.3241907545996,1228.5759733180132,789.1070903242475,1418.1462981850073,292530
1061.8891243152398,664.922788262851,963.901431586712,839.4972373108712,637.2899628779234,292564
1011.2044459360176,672.1876655601679,843.6788488518603,1195.021757124112,1263.042197469531,292597
962.3414268001479,1420.825464298835,739.9954379743965,1073.956271012114,342.83900429126294,292630
1069.9595862794633,680.7598695575408,1312.819865785097,972.2965104480647,1011.4012515727678,292664
1208.9793679100408,970.259705038924,829.4722243135811,1030.9683130810158,358.12098092900425,292697
994.0603281616259,1262.503707917301,823.754210914882,1047.818419764917,154.7524767310648,292730
1425.6468707221995,1005.3873114360327,1131.2604819106675,897.2769917923896,343.4809292986335,292764
949.7336468715847,1218.4172610045537,1015.5848515924439,1337.8733123879854,206.60188036327818,292797
1381.8693860130197,995.9204568344467,2305.94319097414,1149.946265850858,782.3108108187968,292830
1046.4777939741377,1276.848091491327,1601.913231108352,956.2356989068177,590.9909557810961,292864
1097.2823604814992,2559.5298396385224,1471.9758829546088,924.3723898731752,3211.9860219421903,292897
1025.4201357637803,1655.5086831545161,940.0797303410484,1216.5874403428634,189.15306275175533,292930
1096.9509035101594,1675.9483882267973,1267.705801832586,998.1321433335576,690.862957353217,292964
902.3342174243985,992.6912643754486,1044.0933232554448,959.9072871897578,120.41549335634909,292997
969.1536142706233,1131.7318587015213,1002.4800085335139,892.0610965623375,111.06269941118126,293030
982.6229755955364,1006.5565196219188,1038.1531678899796,997.7627833538647,6.725803296989803,293064
995.4696435846168,751.1983759300867,1055.350178850603,1026.0940533854528,103.02801133041727,293097
995.6340188940584,727.5335043831315,1059.8589409506812,966.5345311989635,88.31621689957997,293130
1063.6554893385357,980.8547021305424,1124.538379334328,1037.3237954862516,77.47758094442776,293164
1011.482640815238,1289.980232406683,853.2912750052001,954.9225099451787,152.8126032234256,293197
988.136720564784,735.4427238065517,1028.696262265981,1001.6696649997599,13.052316968122728,293230
1022.4459977646551,986.0713300948395,1105.2022439354707,915.5593918474104,55.41243228011322,293264
980.8816133416288,1208.4308006667159,1040.2411954192248,1336.8601273132504,161.0290179277096,293297
1004.2593710739786,1148.3797281387372,1050.102596691065,1124.1503458167863,63.97488556504768,293330
971.8839442826605,1014.2597358746998,1050.436575905466,991.0951749786021,36.41924297044404,293364
965.6285475567131,1324.1287701730523,1070.2316857307128,1010.022512582496,209.12642392570686,293397
970.8859032667564,1188.7459779111769,1031.040162754213,989.8232624823326,65.04789648826404,293430
978.8534035607739,731.5551927230098,1044.816185542155,945.8394405439403,31.544763447102593,293464
968.6937522964372,746.8105516126564,1131.5396590486787,1017.4404340675045,96.26580066875955,293497
1007.2162636469118,705.025531452585,1034.7628913631902,974.1688765301425,17.72962332141359,293530
1032.5243100642174,700.224249794307,998.9287576318371,935.4159502595624,79.24276690200927,293564
998.9464795269297,805.1142776028754,736.2479202007976,1045.8405846778915,74.13274240790075,293597
994.4985190168983,717.1540978060434,1028.1995132291916,1049.1836450032583,28.641285912388323,293630
1029.2848784988653,656.1973788426772,1387.1103056354243,972.2327062302521,362.6911024939291,293664
941.9541082111326,1365.5339614963812,1016.6251962627733,753.7831253085997,497.39893764396567,293697
963.9604522623875,792.6884633952989,1185.1404980001316,1007.4629401062372,159.34107109517296,293730
958.243098985233,1069.5296609671495,998.5286063953106,1034.696653755448,35.53891637584969,293764
990.9338361708002,1245.1991808542118,1028.3151628930696,900.7213775635615,76.50648032071513,293797
967.3457421676196,1330.830567728289,1101.7986059121447,1026.0992781547948,294.8336892271842,293830
990.3509973195593,1345.8488028006711,1155.4987223051523,1037.9182268002414,140.17129145417678,293864
2143.627066446027,1053.0480922001088,980.5844016984054,1120.8108671850036,512.8197985222208,293897
998.9767398606815,1144.3381137070162,1344.945352049666,878.5875027565553,1152.0621687590772,293930
1220.3034800064795,1025.854749975036,893.5782002712466,1315.982142735987,916.914276704151,293964
1189.33879388051,710.6468884052051,985.8193428356557,1262.0127758382218,370.4830663978691,293997
1054.1571252275226,1328.2721859618985,806.1600337401998,934.2555574088116,1530.19930404755,294030
1075.7878789439826,992.2828495137007,1174.710602659225,934.6169600312555,132.75703639464027,294064
1186.4843024667457,899.7621822436297,1605.0735185654269,1045.8637179252914,3039.037375532254,294097
1178.7361808411583,1828.0519686267128,937.0595977926258,561.9626322096515,3774.991730575828,294130
1035.8856410354322,552.0389479013234,898.3923698887455,782.9980842888442,1426.8255778837613,294164
599.9383301640261,1105.2773407611323,1908.1711139203423,985.0148435169278,1639.0058555069888,294197
1032.53032136865,1919.9388011079936,1227.9482696974374,911.7714682882763,996.9532591943872,294230
1002.4371637939753,1636.7318045422103,1336.7097665536824,1149.1723108394146,1574.260105229652,294264
1016.2684265965261,1185.3558237165885,831.9621385616055,969.518366794748,114.5433836704794,294297
1010.6144028249889,836.3468180127189,1126.9631759733768,952.3018391533142,210.01372153094823,294330
981.8275552047559,1127.2377743848012,901.8148368706294,961.1318821655399,29.72600286505697,294364
1028.9242720768739,995.3790326270022,1071.7392406737752,1015.4156784292825,26.977682534703845,294397
998.5860793899865,1138.8564439822958,940.914980218723,1073.8570668389718,125.8851262078961,294430
1017.6065202601942,1085.6988532737796,903.0182722403795,1133.7976009852905,107.79630831919006,294464
1000.3425237406369,1026.405953432205,904.1332866342219,1061.4810912306075,35.58872193341551,294497
1184.3842281962386,1019.7807658881837,813.1383646096155,943.3662868125045,337.76586206739466,294530
