,centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,score,MILLISEC
0,1140.0780296191404,708.2273537711873,1882.1660394343535,1381.453382363599,1017.9484694898171,528.1145709029433,-18704.87490135084,215598
1,1019.5253987076852,1725.2224663337545,839.0477948772789,1135.2696346956227,484.18384937955125,1362.3538453720457,-52833.10739717071,215631
2,994.344030470268,2202.3750815880567,460.1445425081124,1268.206293013467,1115.870543260608,674.899992591495,-26515.68988802835,215665
3,1004.9559296466571,2402.600882377262,535.9403931713632,1177.2830433668105,866.5011517684948,1073.810025093111,-16348.208197056696,215698
4,567.8020917350077,922.7005462143682,2436.434485062137,1007.8936002661492,1090.4850352371868,740.8191412213915,-17765.11239708013,215731
5,2310.0008658007037,1002.9054622475514,463.8390895277254,825.2132684229637,1091.288884487014,611.4319258919999,-21668.40322885573,215765
6,979.9964287762647,1993.6905477029277,514.0493435032931,818.3575720051397,1188.8170590969833,1045.0316617301078,-9522.07613877495,215798
7,1067.3844705478846,785.4763550747829,1574.332239395484,579.1315725017109,994.117190274947,1179.7902355927515,-20592.228181840685,215831
8,988.2653338516483,616.1242380612011,1063.5856800025165,764.4172658321106,1153.2624823777212,884.3321677029907,-8052.021269255272,215865
9,1012.1838030056351,708.0224621541764,818.2314350852986,1091.914881613286,965.105869897345,883.8789709651246,-7690.3333493717855,215898
10,1061.0134388340382,861.4753986640641,922.9994688841972,1003.4141325393564,782.6276253749288,976.213347271097,-3720.14442039494,215931
11,765.1228659502996,1002.3599415813104,1175.7863886310402,1279.8949175615942,925.2973649353922,1064.899669884125,-4647.197837088895,215965
12,988.4368542502187,1296.1691141489405,1676.7665311545313,1044.1216925433393,811.476432190116,1121.1314707130712,-6484.87742649069,215998
13,1300.7440036134058,1006.8333467923367,2030.2012215541592,1159.927748026639,838.5618641459913,1437.2651112442686,-17807.73598498853,216031
14,1265.8551284554362,1671.0547567330043,2271.744043680978,1053.4570137823541,839.719596055731,1498.669774379759,-35465.418374266264,216065
15,1069.6285648218013,1913.8927884051761,1538.9646205649647,2421.612685794324,796.3196594333208,1231.5750971611574,-70067.86245018484,216098
16,1124.5873042795251,2446.7064202119973,1791.986188876388,1239.2735329447364,1013.5576348274869,1416.496836365524,-37360.700547770546,216131
17,1229.4627263346877,2482.1009838509435,1681.912601772161,1057.0982964052616,2050.5474878675695,1468.3405599519479,-36200.54380877382,216165
18,1009.6518559141462,2490.148384515385,1659.0,1342.790296819966,1887.6188704290917,1081.8922948208851,-22255.959366489464,216198
19,904.7028651814039,2147.5891545857867,1806.5554664428241,1043.4761286762484,976.0530172223313,1333.9808844207625,-12124.264873671507,216231
20,1526.043483836986,985.9744954023906,1323.8337551378545,1723.4770088399787,908.5932304746699,1042.5826617234384,-13658.243757666593,216265
21,1428.0379244585356,1021.4804031871868,720.3950305214494,897.4329537061426,1104.5979919606375,980.1962480010208,-5096.560248106137,216298
22,1000.0974365709133,1384.151635685708,630.0166664462139,1134.1635497050895,886.4812699673064,1068.826602542716,-9442.214111952238,216331
23,1044.45259821079,1585.0530364454498,1258.606113109557,897.0136062117235,1134.0449741949078,970.9723561259727,-9867.245775466045,216365
24,1253.624571176164,2272.6748557591777,1028.8879744153714,1577.9237022125467,1141.876020902857,953.7367218051056,-18142.599507015595,216398
25,2624.4246988625905,974.0920576530459,1648.919509295692,1168.116684474849,1323.6056723464837,1052.1935930048676,-18219.495272294665,216431
26,1051.546743481163,2626.0017136323427,1521.3886027953185,960.6569890929148,1140.3191601444144,1378.8287995823634,-13449.850003037982,216465
27,1091.575467452434,2254.7755985906892,1245.5755810666412,907.1267165813556,1427.6056878564193,989.1838077915237,-16054.211602294969,216498
28,1004.7929897113364,1884.1005811792534,1221.2479175552178,1415.6475550079547,1074.4001520593763,874.980991555103,-14974.110025963806,216531
29,1634.2493689764729,1073.4535372738044,1412.8427187813472,889.7640121182499,1246.0722976308912,1007.5593844757855,-17813.614073668243,216565
