,centers 0,centers 1,centers 2,score,MILLISEC
0,1548.3576013871839,648.1897594817726,1066.8002935415464,-261170.32728352468,215598
1,1604.2662593465182,1046.5487044053077,612.1844806808413,-261765.57951519734,215631
2,1058.530535416829,2202.3750815880567,567.5222675498037,-199261.8522931619,215665
3,2402.600882377262,1012.503272988056,535.9403931713632,-146447.9893271827,215698
4,1023.0542919381259,2436.434485062137,611.0563541066035,-85161.18037546166,215731
5,577.0127337301832,2310.0008658007037,1006.3068209824487,-156351.5331600487,215765
6,994.3603066373287,514.0493435032931,1993.6905477029277,-161838.6872615024,215798
7,649.6231590602395,1016.1393878458065,1574.332239395484,-123115.92308822066,215831
8,1089.2076235382892,705.1000547237468,965.1690747075022,-62732.748979729426,215865
9,851.0552030252117,1024.8759826560447,708.0224621541764,-41821.82731757271,215898
10,981.1664261778095,854.0197341503381,1061.0134388340382,-17982.80550499327,215931
11,1182.6087343209033,765.1228659502996,993.5989512120642,-40189.31243622166,215965
12,1028.56390824836,1676.7665311545313,1296.1691141489405,-89547.41473217466,215998
13,1013.4845527022115,1307.494885134757,2030.2012215541592,-104238.61215466737,216031
14,1060.650848477093,2271.744043680978,1468.1865771127252,-204942.9354636396,216065
15,2232.0807918089126,1113.2767078622799,1621.0553067055932,-350816.30318148335,216098
16,1125.5623867363713,2446.7064202119973,1604.241512620956,-280260.7667861458,216131
17,1085.1175198329613,2338.249818523152,1433.5006940484918,-290713.95330119005,216165
18,1078.5906767470174,2490.148384515385,1773.3094352145458,-226088.92473396062,216198
19,1012.5098543893948,1806.5554664428241,2147.5891545857867,-155098.850536342,216231
20,980.7812207507225,1591.8546588379836,1323.8337551378545,-75982.76528619765,216265
21,1024.3425358798215,853.1734729099693,1428.0379244585356,-57728.010916729036,216298
22,1045.2384367902293,1384.151635685708,822.3651190870332,-101023.09633780699,216331
23,986.2811875959519,1585.0530364454498,1161.8777066194202,-77983.13526751832,216365
24,1049.741675037575,1577.9237022125467,2272.6748557591777,-201927.0623992095,216398
25,1486.262590821088,2624.4246988625905,1037.2422522369632,-229123.20729342036,216431
26,1033.9755801021174,2626.0017136323427,1450.1087011888408,-118182.01498549283,216465
27,1258.8616686402224,1011.7903900821696,2254.7755985906892,-121291.6868933283,216498
28,1015.2568212310625,1884.1005811792534,1269.847826918402,-130880.37698322193,216531
29,1053.830646692891,1439.4953539679552,889.7640121182499,-106985.06510819757,216565
30,1271.2190583155525,1014.4928404423164,1624.903551909741,-137458.63836866803,216598
31,900.2840215045807,479.50426332727227,1043.8118653238416,-119260.07071646451,218098
32,949.0127965264629,381.2021108774313,1268.994868736317,-183413.98533598063,219664
33,1071.8936715869525,1787.8130750031828,454.25419393360437,-490467.50856600393,219698
34,1322.0719298665683,483.7065894503007,961.0980548540158,-268152.5935964487,219731
35,956.2461723260906,1270.7509974767008,559.1636124053055,-206674.11424819208,219764
36,1003.8727483111437,496.9778882762705,1239.5351939824213,-89596.96903618153,219798
37,886.9150404937226,322.83218738993594,1077.9020067036233,-90377.3520425573,219831
