centers 0,centers 1,centers 2,score,MILLISEC
687.5884250522394,809.3608589498259,749.2669751163467,-376.4732025431099,242631
687.2761372889519,808.9604440267768,751.6708056057519,-377.5333395333212,242664
686.7719562865648,808.4237750091223,752.9521897172489,-500.84017497408337,242698
807.0854973297438,688.2515493285459,755.8862348263791,-402.4145405679836,242731
812.7890255164621,690.1132479431851,758.1358717274892,-431.11503992372104,242764
814.6962624193142,691.5712070983668,762.5247536965603,-414.7965375232809,242798
814.4771328895613,691.4607307145394,765.1111030432116,-426.1736391455236,242831
818.2389626508872,693.5757040283373,767.258756874107,-486.2283447887717,242864
693.8689355900995,820.3791806232042,771.2801047609098,-593.7006691872164,242898
694.9829036406161,820.1835160499143,771.3008492151425,-475.2909417745676,242931
694.4215325391975,822.0079075045446,771.4330819973953,-557.2054377366705,242964
776.5236635158004,695.916567700839,822.0042578965148,-519.3923984507132,242998
777.3351915358007,697.0920702194672,822.9027889125178,-494.9369114120694,243031
778.7297348888123,697.7758035655116,824.7108584225141,-534.7838755134857,243064
698.892076311859,828.0416656183431,780.6189851649779,-620.597005495864,243098
828.7943049997388,699.9550493199572,781.8375790405576,-656.7867944889059,243131
701.5256294181034,784.1715373564639,830.2168391450513,-626.3738086013648,243164
831.4667762454493,703.0178673672608,785.7900482953446,-605.6344871654173,243198
788.0843863445082,703.2570206921032,833.9328510137972,-634.6885417998992,243231
704.3296065002729,838.5058139333322,791.0834342849053,-881.4162215121046,243264
792.8846069889363,706.3884310180081,841.0190247550884,-895.1535717506845,243298
709.6471638274375,844.7301344216388,794.5904605518493,-1024.7086150222674,243331
712.930776969243,850.1705711208781,799.3928946394258,-1038.1217500947946,243364
715.2682271137871,797.310479048156,858.9679854336831,-1114.089844499415,243398
799.235259482463,715.8174276516398,861.7824551474694,-1101.2308105680079,243431
715.5499190699064,866.0005773670131,796.4533884666447,-1393.9399571512488,243464
717.0847545512787,795.9616824948297,866.9688575721736,-1301.364370396942,243498
703.6219490217484,770.4240667522179,866.9232953381746,-1171.8204476203352,243531
770.5715689714815,867.4180076525965,703.7098757872486,-1265.7356246488089,243564
702.5221218494944,865.5934380527616,772.786042952314,-1130.8002603768384,243598
704.6689226916535,774.7518221719816,865.7586268700994,-1074.646867556939,243631
776.2601240204835,708.4725603209438,870.7060353529198,-1129.702255980472,243664
777.3426203459157,872.7370738086013,708.4202342648791,-1151.4445556784817,243698
708.4665453511468,877.3260511349245,777.648989294654,-983.4071344293748,243731
776.2640436243294,879.7942941392607,709.810041050649,-887.6803993621361,243764
883.5055178095947,709.9607428334298,774.6784615549902,-809.0496763962717,243798
775.2073958613025,712.2892529372734,883.3306289266777,-726.0271039975794,243831
774.8607409524277,711.2090029775801,885.6122176212341,-773.1724285821248,243864
712.3877307660907,885.5670499741959,775.3941788235435,-757.1770010053709,243898
775.6240198282546,886.0129795888997,712.737726818961,-858.625268798869,243931
775.4108583235802,886.1743620755454,714.2762990094623,-864.738934467485,243964
777.578391871983,888.6287188696975,716.7041596748745,-954.9839970256903,243998
776.9273686071449,887.8710491957714,716.2494413682493,-889.203297696919,244031
777.554868346263,887.3359003218567,716.8287821216079,-998.8476661556837,244064
731.1194906179786,889.0613027232712,799.5423691087296,-890.8713155224674,244098
801.1554156341952,730.7604351263298,888.7316805425584,-993.5593619312876,244131
731.6417614600009,891.615387933609,801.7094236691995,-924.9986631214451,244164
802.3434426727746,732.5153296286346,891.1228871485683,-868.8755771582518,244198
731.5239356888759,890.6166403116439,802.3054281257232,-877.19454277235,244231
732.5936704597832,891.3815120362325,801.2196952147394,-760.542006787958,244264
890.6166403116439,734.2502689374923,800.0318743650155,-666.6276956607569,244298
801.4936057137324,735.9137853958377,892.8392912501107,-687.7013931063849,244331
736.9781169451461,893.2295337705757,803.9266135661886,-623.7654319595201,244364
893.9826620242699,738.0522389490563,803.9583322536063,-576.6777468552311,244398
893.5821170994863,738.9885573516724,803.3112721728733,-552.7363098818795,244431
740.5875292406123,897.6580640756256,805.5414328263942,-436.3345998554934,244464
743.3673266717013,898.0038975416533,807.2087710128031,-463.0529109044615,244498
744.0754805021751,898.3657384384157,806.5395216602842,-499.0379463717093,244531
809.1656196354365,744.4647305027669,901.1686856521369,-487.7951123281092,244564
919.213794500496,734.2133174827358,795.0713636135711,-691.6623853040876,248331
797.7204010392296,735.2283904065746,919.94238950056,-761.7514119366174,248364
737.0512647325462,920.2184523253161,799.4728623278893,-872.1511148117493,248398
736.7198349703312,922.8710635836406,801.8309016150733,-1028.1799528928384,248431
921.9034656622134,805.3323266228083,738.2500041600069,-1115.5501080882636,248464
834.4638997584018,754.3709251839094,926.5365616099562,-1379.521711517235,248498
837.0388282511152,755.4324566781814,926.0782904268947,-1272.4101915026267,248531
