center 0,center 1,center 2,score,MILLISEC
1001.531878053957,870.7824901627614,1113.0736723146406,-2707.5041353083207,258631
1087.5371258030689,808.7490486294538,983.8491081999802,-1062.8172701142807,258664
969.6911879562483,1023.2837184713412,940.8815015717973,-245.29453439430415,258697
1061.5629227922857,1269.4510624675534,997.5815756117391,-385.48285809933253,258731
1310.4449625985824,1067.1208909420948,997.7279188235639,-234.01234484966034,258764
992.2130019323675,1148.1106218479124,1092.6724120247568,-277.07638907880977,258797
1009.5357381599978,930.3278991839383,877.2582288015313,-1036.780133245245,258831
992.78435769328,819.0048839903216,939.6870564333831,-438.91018221070476,258864
934.7548662962085,990.4796817704037,912.4390390595966,-37.019806671622305,258897
1059.6428643651595,936.6586935466019,983.21418988713,-184.69721633526734,258931
958.3757092080328,1082.605191193909,1018.1468923650425,-911.7167022195772,258964
1089.5352743515434,996.0377004802031,1057.4313216469427,-292.57033163228874,258997
997.7765084415894,1176.2865297196938,1080.508486172463,-303.90102280533296,259031
1006.3466409658889,1103.9727453527191,1037.4242140995168,-230.2314701051315,259064
998.3512939885405,1063.2652538289776,1014.882751848705,-5.081374220453145,259097
1008.5075402449279,1093.875732417942,967.0946179149173,-156.8465924717541,259131
1043.3755082248633,953.0949585429565,997.6697850491414,-662.6465095243324,259164
908.6396425426309,999.6675974808932,1019.5185138093374,-86.08364033678367,259197
998.9780488760434,1059.533387864677,1034.6603307366142,-164.57359144019068,259231
1019.7659260452389,993.3192341286706,1052.894581617742,-255.7103742556931,259264
1017.9035108571063,1005.4896784103323,1023.4011921040545,-1.8983901268977799,259297
1008.5255642086404,1056.1349345609206,981.1100855663445,-0.5590129307360081,259331
975.1386106940126,996.9961652630229,1028.9285689492735,-126.67276915550123,259364
993.9780629972386,947.9190995688855,999.8524891202702,-9.9819055418176,259397
981.6758686934382,955.2392370500701,999.7284631338651,-98.46647495030065,259431
1003.9267116864577,974.9002691100595,1000.556345239987,-1.2457030994564393,259464
1019.2589331560282,989.0486252933678,1046.700052546096,-215.0879738695457,259497
1009.3026800035047,1036.439081475106,1079.49154697941,-253.26105756371692,259531
1043.580375438327,1006.3730172302115,1010.0009900985247,-1.0505728813262207,259564
964.4475113836296,1003.243113914401,991.3556374984711,-5.5043385196802,259597
997.1481266228496,959.1663127271236,925.1253969057384,-248.1962039900705,259631
947.07866621522,985.505428901457,1001.9393164959264,-32.31133086228615,259664
989.1420524879123,1023.6811026877463,997.4907630737844,-5.532747438056035,259697
1016.2845395142184,1050.42670439841,1000.5933239833254,-58.94686213623357,259731
1011.4884236413005,1065.8681907252885,1030.4110830149295,-58.506518910470966,259764
1027.1377707006982,998.4971935926377,971.1096745476281,-49.06316288016441,259797
984.1322816964682,952.5675829042262,1001.5990597794708,-25.95114356691752,259831
