center 0,center 1,center 2,center 3,score,MILLISEC
1106.7741413676054,840.4490593511342,1015.7489847398323,1138.4647557127098,-216.75727158731817,83899
1004.8452617194351,831.7583783767976,1140.848054954141,854.1855770264445,-6.431014706818091,83932
1143.775327588421,849.2019686067503,998.401722754924,1191.2468258089925,-389.0330288398094,83966
854.1537938278943,1143.2816800771366,994.372163729456,1263.1203426435661,-427.5929788299705,83999
1337.851262285909,988.0657872834176,859.6734802033225,1145.2707103562896,-627.0148702157212,84032
864.8475577280437,1370.8876686293447,1144.238174507388,980.6711987205498,-773.4037836759142,84066
977.1596594211204,1379.490123197698,1149.5834028029458,870.8102392535118,-956.054422483176,84099
875.7619902965823,1374.412965596585,1150.7645284766124,977.3095722441278,-1023.8727035373639,84132
1157.737880523912,881.4710324785848,1353.2956070275259,976.2387003187284,-907.6378022754775,84166
889.6952475305102,1333.5561480492674,1165.5067567371714,977.941204776647,-1064.7330432484866,84199
896.7592291537972,1313.9227526761229,1173.3119789723448,978.3956255012591,-1272.7698549749277,84232
904.1604101609116,1297.240918256898,1177.5886378527946,977.8169562857867,-1107.9053953040961,84266
1282.9006196896157,909.6131317382714,1180.4079803186694,978.659286983984,-1024.9011385883086,84299
956.9538900115257,1269.5392865130248,1177.8412456693814,889.4166627627346,-689.5047836175146,84332
888.0974045677648,1252.9848363009028,956.8171034232934,1176.1300948449539,-602.0611933175924,84366
1236.406486556909,957.2079673849535,888.8565688568657,1178.0084889337597,-389.8143495317204,84399
957.9441651125304,1207.884928294082,884.5219047598539,1181.8921270572878,-301.95305371419977,84432
972.7198980179238,1184.9451247331217,881.3841387272635,945.8213361941039,-2.1027424127428755,84466
1174.6429401009082,946.4169271520876,881.5775632353627,970.9572596154786,-273.9265421876863,84499
1188.6517572443158,882.2686665636494,961.0780591692231,1140.8041023769156,-234.9283670383642,84532
1188.3997643890712,960.5848579217691,884.2737132811311,1124.3713799274685,-247.46146282947487,84566
1190.3902721376717,963.2435250463619,886.402278877937,1114.3774046524813,-417.82291251747984,84599
964.4399272679107,1190.7249892397488,1110.2297059617888,885.1677807060083,-494.25338293424886,84632
886.2087790131624,1190.4406747083199,962.8231287902688,1117.5584995873817,-510.2453330345488,84666
883.0821026382541,1137.0444142600586,962.5306537143032,1189.7785508236395,-726.4813206322574,84699
942.0727148155815,1178.9850892528148,878.1856295795326,983.6264534872982,-63.31863906551233,84732
943.416132997523,1196.8581678307446,875.964040357822,984.52526630859,-281.052193665955,84766
963.0293417813093,1181.9953468605534,873.4031142605344,1239.698753730115,-1107.9737365161648,84799
961.1647160057568,1258.6667549434997,1181.5896072664145,867.8571310993533,-1270.7774111459612,84832
865.3167050277026,1179.7105577216812,960.164643349272,1258.2229532161618,-1583.7153239308934,84866
