center 0,center 1,center 2,center 3,score,MILLISEC
976.259699055533,1218.421109469136,950.1431196512203,954.186564566909,-3.1043588934787465,66466
933.8629433481005,1149.0748452559562,983.9766257386402,927.4583548602061,-0.006082444694981935,66499
930.8814307967002,1065.1525712309951,989.4756186991168,973.1901150340565,-5.523595776614625,66533
968.5483960526436,1005.9607348202017,1032.7468227983081,981.8365444410796,-0.009007702961743115,66566
969.0784281986676,1020.710046977103,980.0971534233493,961.9901246894377,-2.1397028957307285,66599
928.0016163779027,995.3110066707793,974.6727655987931,987.126652914393,-5.942212054881633,66633
987.1924458767712,932.7196792177165,1019.1859496676748,988.6081124490129,-0.14960767615712744,66666
947.1589095817027,1014.5595103294828,992.6802103396642,1029.051857194847,-18.550407673600603,66699
1031.1862101482932,995.3823386016049,1043.8095673459516,1028.6121718120976,-3.1742341152053966,66733
1018.7781897940297,989.3336141059799,1036.0732904426047,1026.9162575400196,-6.27366286809777,66766
978.7702870903179,1014.5452183121263,996.0391558568368,1024.9863413724106,-23.450218273187996,66799
1022.8687731190945,971.8425798451105,1001.0319675215172,987.4097427106946,-57.94595567659656,66833
1008.5256565898559,936.5196207234528,972.1939106988893,991.9353857226013,-13.38110270869951,66866
1010.3093585630096,964.0269705770685,986.5809637383932,1031.3491164489355,-0.0039780467789455615,66899
984.3814336010448,1022.0861020481592,1007.458684016372,1027.954279138912,-7.386363103578289,66933
1020.4185415798754,979.2246933160949,994.1629659616174,1029.0388719577118,-18.994220800228387,66966
1006.2165468776868,979.2987286829285,1034.8816357439143,1023.9614250546746,-8.52157908795379,66999
1002.777756834709,978.1441611541726,1027.4570550636167,994.4581439155697,-2.5407950984943675,67033
970.3713845420132,1000.2119775327628,956.1908805254315,1010.3543932700051,-1.7521240328190746,67066
999.1366272937851,1055.5605227051392,955.7332263764821,974.8917888668465,-1.9658129060260525,67099
1009.339387916671,976.4246002636353,1015.9950787282387,1010.1390952710308,-0.016410046967400803,67133
998.4137418926084,1028.3604636927553,1045.1894565101582,988.1821694404326,-3.5134272430732336,67166
1063.040390873754,1006.3612671401856,1031.1183249268727,1046.5892221879603,-57.25474195290595,67199
990.5917304714353,1053.9003747983013,1070.7950317404354,1042.370375634304,-8.047043214602553,67233
958.7314535363904,1011.8828947307497,1108.1895144784578,1022.7712354187519,-1.0147026365279364,67266
1119.4654974584969,961.4839589144547,1008.7977993631825,979.2762633700462,-33.19350037452273,67299
974.4990295802465,1108.5580724526794,1047.4440319176963,1000.5643407597535,-50.28269431512379,67333
1136.903689852399,1009.353490282323,930.0311822729386,1042.4845322593521,-5.0633097845331045,67366
930.5681060513518,972.6479578431463,1038.7887176899833,901.8259255532633,-329.9002071142052,67399
955.9632451099945,824.7945198654025,1027.7402395547233,867.3661279990129,-33.54799753695755,67433
895.9157326445384,988.8312357771601,1069.7401553648438,944.5618031658913,-73.57430282854426,67466
1080.8117319866583,1012.6569014231819,1115.860141656958,1036.9199583381544,-126.28852262754391,67499
1086.5302572869289,1338.2567018326492,1170.1452901242649,1092.661883638229,-0.016088314972995378,67533
1032.2443666107663,1257.0079554243084,1239.6713274090032,1009.9306906911979,-69.13520067606153,67566
994.9618083122588,1212.9546570255625,1081.3670195210061,1190.271397623248,-46.73818451257591,67599
1112.3181904645326,1059.449857237236,1040.24227947147,1097.0205102913983,-0.48632341532301443,67633
1121.2943413751805,1052.224306300261,1025.8074868122185,1057.9990548199937,-4.018461867936157,67666
1121.4276615100948,1056.2523372755206,1017.1976209173909,1080.4797366962152,-0.0771777548314227,67699
1049.6208839385772,979.7555817651665,1030.3962223370486,1058.531529998044,-3.2499870786856624,67733
901.3023909876197,1061.861102027944,1004.9857197363783,964.7662929435294,-71.40625190727242,67766
849.5987288126083,1006.7440108474655,959.1235582551395,1046.9622724816784,-5.993245516561148,67799
1000.8360599306502,839.5177186932983,929.4648998213972,1058.9457021018595,-36.36228498397669,67833
1025.8698747891956,843.5935040053355,961.6618994854213,989.5524240786842,-18.782156183203792,67866
1040.9927953641177,844.709417492193,1006.2501586155756,1022.8729148823915,-22.23657225745555,67899
1018.0691537425143,1085.2451335988565,912.1025161680018,1053.8851929883065,-123.39639600171611,67933
1016.4954641422815,1139.1000833991718,1046.2126934806327,984.4048963714067,-30.942756335378167,67966
1143.1207285322055,1030.2087167171514,986.3381315766471,1063.376226930055,-4.180395777270453,67999
1084.0530429826763,974.9819764029943,1007.7827146761349,1094.3820173961194,-3.291378622243785,68033
1034.9444429533403,986.1834978568387,1054.4406099918572,999.7844767748697,-15.217109701314415,68066
994.0080408034705,1008.6005155659994,979.2701363770877,1006.4179052461259,-0.02963609247201124,68099
948.6685406399856,1072.1615468228683,1036.7285083376457,979.6045120353417,-19.23502878818196,68133
954.7381840064846,1029.418191057729,976.8131858241882,959.9260388175747,-6.375838866156908,68166
977.5781298699353,995.3052725703978,1010.3633009962308,990.9056463659898,-1.8287871319019884,68199
988.1806515005239,1058.5617601255017,1030.9309029578408,1008.6386865473681,-22.9466530625254,68233
977.2312929905592,1023.6669823808375,949.015279118308,999.9889999394993,-5.81836662066519,68266
1019.5273414676038,931.4846944723997,917.7891914813554,1005.1203907990326,-28.52792732017958,68299
902.6195211715732,1008.0583161377874,943.2502319109177,875.8544399613443,-0.862530897004524,68333
999.7224614861867,874.0378230779079,940.8894727862566,961.3500923180899,-29.76765846342826,68366
