centers 0,centers 1,score,MILLISEC
275.54682433658,603.8989981776754,-11624.790392103652,68933
273.40461937658023,437.87997481775494,-6505.997617846508,68966
330.4318857107878,570.3937286016583,-2832.2954606339913,68999
351.4279361349479,690.0522960183484,-23784.874631403953,69033
412.51913128218564,807.2134127489087,-49831.91153509271,69066
348.9936766197203,870.5353347384214,-25905.520274494025,69099
968.093615209165,408.7472024875922,-35771.70549088201,69133
630.8245114176343,1235.9119945753937,-129582.39071345312,69166
863.1153886876141,1600.1124960452,-172194.3032425161,69199
1366.9008506803068,776.2322612865032,-168068.14630444435,69233
1486.0261703620938,855.8919809002425,-53320.49705822567,69266
880.5306631910977,1592.7823555471787,-104274.6059332345,69299
1831.585084155242,1077.5159931613925,-144964.0124443237,69333
1934.1926788425071,1080.5849001018555,-72212.18323968323,69366
2022.579487442422,1016.4660917675716,-43763.486814573866,69399
937.167525475558,2084.058481907552,-139259.57556043565,69433
845.3255148064253,1948.4497417923667,-334131.5294702765,69466
2354.578518546366,868.7496400245905,-136580.25182857766,69499
739.0391342837679,1659.7918544203064,-142577.63198839515,69533
697.5379517823694,1059.8030212734088,-31026.52966927945,69566
601.7577278448027,902.7395870831535,-30679.987696932578,69599
795.8270298912187,1097.1210454008042,-11689.838960857665,69633
1223.5439687160099,930.7565594035323,-16335.924110625008,69666
1522.9013395539992,998.1400110607577,-50977.574928160015,69699
822.1901180416628,1431.9901710948998,-31847.529159109275,69733
639.9007712675972,1159.4721537413693,-23826.658190103884,69766
757.9299317634744,473.99367084382044,-23052.874148060084,69799
232.27785085969776,653.044442225523,-48907.82591342248,69833
821.9601431782794,225.10064862488014,-141208.96505634417,69866
841.7597707178747,196.3143378874692,-172701.82668258186,69899
434.101176858211,1224.973877272491,-123843.67300126488,69933
1026.542987934918,467.87656113465437,-156321.55846573075,69966
948.5328621309907,408.50980409284057,-93969.70829283127,69999
548.7855388300451,1044.784754624233,-44973.31425637721,70033
1071.891261569943,698.4702086223834,-2963.105443996605,70066
990.725840187539,923.5353205031417,-335.95232040271037,70099
750.3943259449163,1119.5168021424504,-14144.10034157354,70133
621.441305801555,1192.5792977861936,-10928.26236268363,70166
702.6444908471515,1311.1478607650224,-21000.30059820989,70199
949.7383278677064,1768.7471482941273,-38789.376539943405,70233
1165.8143730755205,2129.9369782953518,-384623.4795717279,70266
623.7924334263762,1878.1024029389932,-183792.4562991179,70299
764.556120960717,2052.1188511326995,-682339.2553561236,70333
2250.757862268472,646.7042484609801,-414209.93594087346,70366
566.1941925976988,2387.2709091392635,-364804.62156070763,70399
1037.1531245461742,2537.458108900651,-60459.87988098768,70433
1177.8504484684536,2640.11626232964,-651789.2058931328,70466
880.4928247293543,2484.296696488736,-633253.0044306751,70499
2173.045202442817,512.2564168855843,-566661.1863591401,70533
1878.7462360653215,478.5883526341255,-434496.72710963694,70566
524.5228282504979,1830.9216258485778,-286371.2105763948,70599
1295.1837707445225,438.88698074683055,-29696.87252372482,70633
424.60945598065405,736.9213854297651,-20098.17306799024,70666
285.2384967005681,607.3381597649274,-13496.438773406195,70699
736.3724474831475,249.85195616604642,-35107.47435071675,70733
875.7944492969805,184.19554826325202,-99155.33032239528,70766
1153.0402694920008,360.77259680539987,-175731.6775780182,70799
49.33558553417606,1068.9228056766628,-205070.1420173249,70833
404.9184786567348,1166.2569659971934,-200555.1190736937,70866
497.9757313053839,1105.2508433450432,-129639.06191694866,70899
1482.6709007733307,729.634342564761,-156310.9046003555,70933
696.2313996947618,1794.7063826709928,-146727.3523162913,70966
715.1762415449539,1884.190542381529,-80917.77411853478,70999
928.5860904349672,1484.3079195369132,-60908.490602811515,71033
2013.9731618766086,4023.118939330529,-511447.4129629424,94532
1603.5001726107485,1052.1668387094787,-49522.47635210272,94566
1310.9117200083908,578.8034308691648,-46741.563862094205,94599
1653.7912764298394,616.4876316683085,-174649.65601825222,94632
1725.1717020867975,818.8980400513851,-131376.39327576864,94666
1242.5037412578179,2184.19555443714,-442692.24585175567,94699
2952.8358587174607,1484.7149359799596,-956452.2921730005,94732
1354.2518600495534,2685.914523235719,-646097.0463998528,94766
2170.3604807802076,1312.9946686868154,-119984.53387001896,94799
2283.888793334499,1933.0983647363364,-59854.36355065845,94832
1940.267852775174,2608.1566348174856,-76628.91497670219,94866
2116.835345982363,3154.9740094016624,-193615.4719989197,94899
1908.659188266478,2741.2932990165923,-165826.4066713047,94932
2985.2305387665933,1597.4591213958277,-184403.3272384409,94966
1334.733317544734,3746.32039356148,-750817.9306787999,94999
1363.5851058505937,3678.1739156560798,-232070.26968172012,95032
1421.3896675258611,3940.2182760110472,-96036.11392923165,95066
1407.1691510964954,4290.062466367808,-515974.0099314323,95099
3861.0499444479283,1036.5639706484415,-126844.05721791735,95132
2593.749189491266,832.2831233859764,-186247.6916074524,95166
2182.564397236508,471.79956701258607,-154437.8095314891,95199
2326.0122794278873,683.6184610433181,-407161.15106366324,95232
1804.4793968289569,761.3223309983391,-120449.13780937457,95266
1046.6685498619704,1897.0685280189539,-142285.78691935987,95299
1136.7500959021577,2117.503370746763,-170912.863561163,95332
2298.5281601803244,1092.7088968603541,-477423.4240186131,95366
1857.2790381633972,1137.595611388798,-103550.823644533,95399
732.3025331104625,1881.3201479049399,-281182.0043477433,95432
1866.4431100248873,3899.278214281283,-820634.1663846166,95466
1626.7568588115805,3777.26306857648,-982958.3769235447,95499
4600.426393281388,2183.3437128849714,-1322205.925622674,95532
3643.1450698537933,2077.7972534370533,-366425.2944377484,95566
1248.2830582199006,3363.3105473708147,-358283.5435719796,95599
1210.7483979205122,3617.3629898034837,-533005.2677316514,95632
2223.764600851448,1267.76217508975,-129360.26964682573,95666
1659.2386626063603,912.4688666668826,-318410.31626407907,95699
1094.6034751569869,2023.7815690573266,-336665.01801047387,95732
1212.454973482937,2329.4767652844275,-182309.7491059618,95766
745.4868278426886,2536.5358502775957,-413474.929052167,95799
523.7572075572991,2142.834122883374,-90434.0062086221,95832
1498.978028050221,486.9580442281803,-94368.33232973913,95866
606.885688998095,397.82333487345994,-10970.303669091654,95899
1088.975623824299,770.5398644901186,-5790.133127606721,95932
1642.2989983556588,971.8088829064883,-79923.9804161735,95966
659.8564391582652,1567.353452700041,-155558.7477226439,95999
962.050483993846,1496.5607237930574,-65897.46498882702,96032
1176.6364639623666,1022.2576621386825,-3704.4394199256008,96066
1409.0633637926574,864.971406610967,-46178.27087097765,96099
2087.409399231497,924.9542030904943,-446495.88874091464,96132
1318.3685162093489,523.6200855885506,-32232.928840636534,96166
1196.216141099617,443.39098491977666,-124104.19102109328,96199
896.7754546554695,580.1050193066376,-31540.684932918695,96232
976.0120821893124,513.088019932694,-60255.88224560805,96266
399.13956109515624,1329.452689044097,-255807.92749313771,96299
1115.906083922074,529.5679560164067,-121226.39551831438,96332
2685.594347625866,599.1955659047237,-72917.69520047176,96366
620.4253317995515,2471.108860410646,-409624.6306456661,96399
778.5945535815155,3498.7682118139805,-961083.0845328025,96432
966.3618810985294,4405.2216743314975,-997139.8590388477,96466
1082.3609411683824,4976.067724619511,-438106.17213237437,96499
940.4784744648628,5240.7421230203645,-47329.956272977994,96532
5268.244299574574,859.2004792466428,-684791.1458493572,96566
1007.9758921740713,5560.64483670734,-653131.4031835395,96599
1182.0545677673808,5320.632575173745,-738267.9952810822,96632
1434.617410548702,3716.2762276235603,-606187.5414021465,96666
1966.1425061825876,1169.4717297687093,-300057.9105794559,96699
1027.5520198568754,1246.7554000705572,-2431.6101608252384,96732
1215.1619435785708,569.6056005778967,-135761.27221563802,96766
1481.4686075784462,319.7637783825322,-272854.546347794,96799
703.1268718821018,1411.9059786345372,-153227.72656272934,96832
1060.3343298482803,2341.036949729756,-689381.4357807934,96866
2945.758985388995,1149.81357955754,-894575.9290603076,96899
1084.262388151883,3223.961072965987,-809598.2945567028,96932
3259.78664946036,957.495774011819,-894144.3709980309,96966
848.9542632985858,3337.959556375721,-1049701.635308622,96999
2467.3964247704253,543.2413336939248,-1238884.3261595825,97032
734.9398654831714,3026.716042181691,-915748.5764943117,97066
629.5142053868575,2770.0651616884393,-689562.4608646138,97099
737.9011985413877,2497.9569652017626,-212941.2847647345,97132
758.5910065172557,2053.5454706433943,-18161.73932454829,97166
680.9953909492851,1321.756785494215,-24367.110023321628,97199
421.5993358628545,589.6703548605512,-12151.490394526425,97232
565.5288701069701,960.1057233450908,-28611.38830213491,97266
641.491908153262,1641.6800508961446,-23410.61630092517,97299
743.2725544159509,2108.926268525322,-537785.7174036852,97332
716.7691121117958,2310.720668951115,-1152583.099931629,97366
838.2765128574454,3062.1361824713154,-1056878.9519662457,97399
3092.0986400824927,737.1725324935162,-671424.6293483835,97432
669.3805318178688,3109.163553111994,-437626.8144929076,97466
3060.8796121376613,673.2013797471411,-268241.6092261818,97499
741.6279141458328,2717.137280300721,-365275.1478388052,97532
719.2815729726686,2032.189951751558,-323386.0751278542,97566
1268.853760033534,488.786983331679,-60084.12607407729,97599
912.0588569231015,408.01875312597826,-51265.37430881676,97632
409.9803819073527,777.6818115399125,-3450.345804404805,97666
464.9138547176366,281.45939230539676,-9574.04683240682,97699
308.5835900055979,116.82893477217021,-2959.6719170283095,97732
351.954151783575,558.1161628199641,-7896.596481966439,97766
374.1007277358972,816.5010716465717,-3202.5820298885683,97799
527.7656091058799,1065.3492385128925,-12880.84738039831,97832
670.6819091526341,1414.8077607929638,-20162.10694151115,97866
1789.5222826218176,858.2314684358819,-45197.98634555935,97899
1628.161816631528,704.4071108873281,-150683.06412034918,97932
728.8099201952899,1582.2760424586513,-220119.3515975807,97966
926.7091882028074,1334.5885244817348,-38988.57196598614,97999
1353.0844642629727,1566.0070242498914,-13591.730280738011,98032
1847.7867594289426,1689.5037344997754,-8051.537259885927,98066
2289.0898857948196,2086.010635569123,-4964.874381230178,98099
1331.1164563231346,810.5651832123765,-78034.10664499509,98966
1010.3879729000306,1298.8293281832837,-20505.185158820772,98999
733.7444847554058,1347.6114549977826,-35421.161258325395,99032
1430.885860035516,659.8413742918874,-51411.68819645245,99066
1376.304856843795,514.5839354413379,-227577.00221347663,99099
401.88866742016836,1674.8367084584695,-49125.995996965205,99132
602.0182777982229,1582.0116940149337,-217387.97278744675,99166
1004.9315083224891,503.09641223129387,-75373.65432274868,99199
1045.6015137215213,206.5139220488536,-129640.89801305199,99232
1460.7433950733334,610.1728420584643,-235604.7759421511,99266
717.0127625515383,1541.745736455492,-90587.26325725907,99299
1240.3670086552124,708.0190038579381,-141460.23187118646,99332
892.2208258118948,1321.7189565108008,-29731.99195016231,99366
759.712434621948,1134.4359946306872,-20808.998214944975,99399
613.7290719947794,1298.402206586652,-101374.29842710614,99432
478.8145230721984,1459.0712333079205,-290329.7133901967,99466
1784.961899464328,608.169396268753,-503328.02326629387,99499
2175.16743708781,1219.928104791919,-266029.49868208624,99532
1646.707926231779,2095.2576853982755,-24351.480615222976,99566
3056.576025555393,2045.6698389450958,-167691.64012138484,99599
1980.4205438239524,3592.79473390841,-560676.8784001637,99632
2433.671797972328,1517.652351576213,-196357.17877384217,99666
1844.5985196858308,1285.2519047531664,-76617.22633075801,99699
1824.6007209008424,1078.215931733152,-95833.43697799896,99732
1919.4125104670206,616.107945087547,-290911.45865075995,99766
2394.5178416310764,919.6586700184508,-310934.7796511443,99799
1288.8763689487944,3385.4665856072606,-1176908.112169552,99832
1516.700313388818,4006.215148218739,-917642.8504641986,99866
2061.1948544547267,4257.00785475566,-1371125.5650053034,99899
3491.541673972205,1500.276307884651,-1601368.9556614913,99932
3134.814097267192,961.134746016395,-768990.3022995178,99966
2744.408057616848,1090.7280482905232,-928624.8892078523,99999
