center 0,center 1,center 2,center 3,center 4,center 5,score,MILLISEC
0.39478350641981513,-0.9143537434587553,1.499515658657496,-0.14667273895946464,-2.0041417773626358,1.1361888205920125,0.012436365108365752,258631
-0.17403976729589124,-1.3628118877248068,0.44644746221837456,-0.6455806314156499,0.13865617847538414,0.8358697436072097,0.006927451601783837,258664
-0.18250712928069518,0.16193717826827167,-0.5070681532641595,0.8418061890556261,-0.8628710759983229,-0.06051424344093498,0.0036723680754040776,258697
-0.19649234433297372,-1.3441579249289832,1.3345571280431057,0.17532003357253148,-0.5652421557446696,0.671620929119387,0.011071289497207974,258731
0.23975990581786244,-0.5617940779050189,1.5647934282021365,-1.2556226171504052,0.7914140162786768,-0.15027178917396622,0.014264645742178037,258764
-0.2890516252069194,0.8180743180275587,-0.8162656416872376,-0.06219094911745234,-0.48121107639027555,0.079185767000386,0.005305668381235238,258797
-0.07781096753264329,0.5622567833941348,-0.6338053883733301,0.18995187015547255,-1.1283449912128605,-0.37524180432114207,0.003043088838104244,258831
-0.15808971626033017,0.4714266326752239,-1.5965642733533478,-0.5572029101306701,1.1665267706244393,0.16247682913418723,0.007537453791508465,258864
-0.6025020892965159,0.5088494952036172,-0.08298258093190101,1.5262214540556642,-1.0504803393538498,0.22303611084675046,0.007224857222666232,258897
0.0883351589608804,0.5280069660156059,-0.6394616776921612,1.3163731410583819,-0.3420596476120538,-0.14414698557169953,0.006611653315609473,258931
-0.22357405802041744,0.329821793612317,-0.5535867742860086,0.6447792498159146,-0.08238356899183824,0.051098778294178936,0.0036930121950080933,258964
0.1241409988736414,-0.549403862142915,-0.2450718293108509,0.369184023459008,-0.7834243354182328,-0.07705409736712068,0.001922192751046651,258997
-0.03935734314454438,-0.7629161735860399,0.9840627601349289,0.377099102424794,-0.452698249925906,-0.14036023698167807,0.002893626882797578,259031
0.4548016060559519,-0.7158385474545247,-0.22554750906146123,0.11537529010888434,-0.40068686512422824,-0.07769774736303055,0.0025915153592311444,259064
-0.6781664585190227,-0.05252094012958754,-0.384466966506664,0.3667120911519501,0.14120812202442723,-0.17453840840237234,0.0017981958397180879,259097
-0.038700270947460466,-0.6587319702827305,0.47844065864882407,-0.19667815875508585,-0.8185217602921897,-0.4353734907065715,0.0028254141560777233,259131
-0.16998207988263342,-0.776092059641109,0.2668710299901187,-0.43581385892165864,0.5662163092935194,0.07289213734816652,0.003911550110505503,259164
-0.7593444985371192,-0.026808180273004738,0.490825156160283,-0.15101840375484757,0.1639933937907817,-0.36604509463640533,0.0021635744567269416,259197
-0.19194203796381368,-0.7480768753834012,0.3654784473309657,-0.372600442696871,0.14619050364872835,-0.019028461436437716,0.002408999083730897,259231
-0.2557440464148917,-0.5655268363988543,0.054543543903109656,-0.7688374191961752,-0.13984619204843068,0.27979703611805323,0.0016649291423562643,259264
-0.2820175189193035,-0.7433861825858195,-0.05650165786534196,0.2290253345915189,0.06722779849808815,-0.5179240527316321,0.0007557514033606638,259297
-0.5879931683447699,0.02083018724840214,-0.316975904523993,-0.765918367780377,-0.0898550849992179,0.1733736094944347,0.0010551495294193985,259331
