center 0,center 1,center 2,center 3,center 4,score,MILLISEC
-2.0041417773626358,-0.18000024644538776,1.2270205301083834,0.33981626932143616,-0.9143537434587553,0.01622020787752947,258631
0.35468942552786903,-0.6455806314156499,-0.11546482885725402,0.8358697436072097,-1.3628118877248068,0.012684939218592923,258664
0.8418061890556261,-0.47424078576464,-0.10556108398752159,0.16193717826827167,-0.8628710759983229,0.005015779465165908,258697
-0.19649234433297372,1.0030890285812464,-1.3441579249289832,0.17532003357253148,-0.5652421557446696,0.021535203874432456,258731
0.5787890170064924,-0.07764298049983157,-1.2556226171504052,1.5647934282021365,-0.5617940779050189,0.02534143205759578,258764
-0.3691676552185041,0.8180743180275587,0.008497408941466831,-0.8780332412456491,-0.6209927300010992,0.006072955157997437,258797
-0.4870474118052273,0.18995187015547255,-1.1283449912128605,-0.11354631334711948,0.5622567833941348,0.008376383637380849,258831
0.6452016671625277,-0.7014921068540889,0.05863580163883986,-1.5965642733533478,-0.39789734930287946,0.03232591228311751,258864
-0.05572044109382791,-0.6025020892965159,1.5262214540556642,0.3603982071719251,-1.0504803393538498,0.0113669993836053,258897
-0.8269236554723236,-0.04012282688917438,1.3163731410583819,0.42217274227658014,-0.4595169996887471,0.015822442963451682,258931
-0.6725403430637038,-0.03788945322983251,0.43480761234684956,-0.22357405802041744,-0.4742843951008784,0.0062930456141968676,258964
-0.07705409736712068,-0.6079089804617445,0.369184023459008,0.1241409988736414,-0.2450718293108509,0.0038781063907610694,258997
0.377099102424794,-0.0669035869183081,-0.452698249925906,0.9840627601349289,-0.7629161735860399,0.003953531772509297,259031
0.11537529010888434,-0.40068686512422824,0.4548016060559519,-0.7158385474545247,-0.14106193094807226,0.004375968586519531,259064
-0.418866061698012,-0.05252094012958754,0.21637611173360152,-0.7085924625329274,-0.17453840840237234,0.003657837775722693,259097
-0.0514484556505275,-0.8185217602921897,0.47844065864882407,-0.2667281916621068,-0.6208397150663019,0.004248751146888303,259131
-0.07911282652610566,-0.776092059641109,0.5662163092935194,-0.32927299180678204,0.1611474848031182,0.005939067639368158,259164
-0.16578747615117817,-0.7593444985371192,0.10039286910285289,0.490825156160283,-0.43338106155465705,0.003822297814449427,259197
0.3654784473309657,-0.372600442696871,-0.7480768753834012,0.03604452692528431,-0.19194203796381368,0.004142161396353965,259231
-0.23095127141681687,-0.7688374191961752,0.12566521633574884,-0.5655268363988543,-0.022460918978298043,0.003574913513631118,259264
-0.2820175189193035,-0.5179240527316321,-0.05650165786534196,-0.7433861825858195,0.10767718252144581,0.0016906957850001288,259297
-0.23444480721148356,-0.7362641678744425,0.05896604280991028,-0.0898550849992179,-0.3334821239864949,0.0027532262192481636,259331
