center 0,center 1,center 2,score,MILLISEC
1140.1571149004471,909.8093206820866,1370.0572980718725,-4378.260025665918,65799
912.7968010461036,1144.2847159087162,1363.2347560123312,-3209.4668131257467,65833
1147.0290111225154,1351.7754991121863,913.5611637980239,-2235.342929913297,65866
1149.8735598149924,917.2627758717782,1343.501767769585,-1738.3893151915393,65899
1330.988354569641,1147.6182676979167,920.4265315602327,-1240.9349380976837,65933
1147.6320640484173,923.0390024262247,1325.1275410314283,-1212.936703908848,65966
1321.624757637356,1148.7892792277057,920.4895436668469,-1412.5757944644724,65999
1147.4504742867537,1325.4263465013814,918.5232713437368,-1303.2271773121352,66033
917.7739373070037,1141.1011092551478,1330.290569762862,-857.7753700137642,66066
914.9912567888285,1333.8680594421623,1130.5733965717786,-320.38489245502444,66099
1120.8458506878796,1341.569603114203,915.8607972830806,-336.7369872896601,66133
1351.1720837850373,911.7702561500896,1115.7571620431263,-878.8660484057119,66166
1111.1816505333807,1357.31868034003,913.1473046557165,-1164.0185537358282,66199
1355.1372624203054,1108.5710119588668,911.6550882872316,-1018.934333481937,66233
1106.8666833598659,1358.764880323303,913.4128310900827,-1041.4358037916215,66266
910.362565135452,1105.488044556115,1362.5134861717884,-1032.5500304917978,66299
1106.5119168072417,1361.8520477643672,913.5524068163796,-1093.1338906917554,66333
1359.6896704763187,1109.8186861577908,913.1555179705152,-662.4515649846352,66366
1111.277880452417,1355.3715357790277,913.3794392255609,-515.4172515500154,66399
1116.0555441794713,1348.1209144583433,918.0751603218552,-179.06691879223254,66433
919.3807698663269,1117.988269011266,1338.7374649273097,-118.69105957900425,66466
1119.6795327165019,921.7656969100119,1326.4874669592623,-69.2320472681995,66499
1317.8376227745207,1121.7577800822853,924.7372599825314,-22.448474590117215,66533
1308.9090877520869,1123.8146673486294,927.3823375501606,-22.780356268159608,66566
926.1133839870796,1123.2974550104088,1293.7592511746534,-124.482701415322,66599
1123.6424620408934,926.7766721276491,1277.5312129259307,-227.85249603776742,66633
1124.6674103855385,929.2324789846726,1252.7166479296106,-351.6480500611367,66666
1222.2573378793845,928.8810472821588,1122.6090849185446,-391.5273750436248,66699
1186.6010281472034,930.1639640407491,1122.2791075424589,-566.8143211066658,66733
1102.8018861064756,928.4336271376646,1132.7508033879012,-111.85227219218011,66766
1127.563094837783,927.767751110158,1095.8020723341622,-99.57085599298563,66799
1117.1669537159567,933.4543373941759,1053.5582565762559,-449.9925750296369,66833
1022.127193650575,1115.88307741114,938.1769555899356,-450.8726423307752,66866
1114.9543424109004,941.3957722445964,995.9046139063721,-302.44301722944107,66899
958.5381066552568,1121.9132835802584,1099.1947052274224,-176.56443183588956,66933
956.72182173786,1122.4751445859947,1099.3197896881506,-8.811194480968902,66966
958.6348119157055,1122.0634943545952,1099.5462700587002,-76.62404019009362,66999
1101.408189546455,961.7142488924133,1123.9288182130313,-285.4301351199976,67033
962.618321529689,1122.7129464918225,1099.3680002619687,-345.21367002869556,67066
1121.4465358786226,969.1528034634823,1098.057375550112,-286.02140942065387,67099
972.7199976929098,1122.5117584228965,1097.3426994334998,-188.31658128446392,67133
976.9641448060593,1122.3211804161972,1095.9210738004813,-121.45550511756161,67166
1093.42809548685,980.6835512937212,1120.8389397396577,-37.68677043015978,67199
1092.5584652548348,986.5765623528545,1120.0748073533223,-2.225096884108736,67233
1119.8887493375219,993.3426835236343,1092.0,-41.004394612543564,67266
996.3670610618312,1118.6653597493064,1090.0706399128453,-147.985055927607,67299
1119.6582065013126,999.5382299032517,1090.5659081412732,-287.65515227642015,67333
1120.3356954987473,999.8813182566746,1088.9692373983758,-430.5575852653557,67366
1001.5226605092377,1120.448948217599,1087.0556563488367,-454.02984914855665,67399
1086.8017298477216,999.6787566723567,1117.8726359052064,-547.3067047138447,67433
1119.0443795343092,998.2006396762756,1088.6220648140475,-508.3191650948879,67466
1014.3189833577995,1107.8149605953738,982.1619011140679,-578.0392432111324,67499
1118.5334138780215,997.7825724026283,1089.9706418064663,-377.88049594488314,67533
998.2637599944832,1117.1004049105404,1091.9020102554991,-274.30166076658946,67566
1092.0389187203907,997.5828380674025,1117.2621747531011,-329.42811871510656,67599
1010.6448436518142,1110.9002696158168,984.1925624591968,-349.77290251623003,67633
1117.8782272891758,996.7367755912964,1094.7351277820585,-312.13827335180173,67666
1009.8044365123378,1110.5506979928332,985.6059050147782,-286.44156289277134,67699
1109.5524656565478,981.9618118847596,1009.6638054322835,-327.9778664260029,67733
1109.9026452097544,982.980162566875,1010.2366059493191,-301.35446916994135,67766
1109.6040226203634,981.5238152994557,1008.3079886621945,-277.73895412486036,67799
