,centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,score,MILLISEC
0,1192.221875323549,99.24404305296275,941.0930841909724,581.5737270544466,1041.1208371708085,425.60662588827256,-14855.723168767847,95466
1,945.9695671974139,144.72455336755945,606.5583236589866,1029.4371257840444,421.37156999493925,877.575310386552,-2725.8083981147856,95499
2,1024.787948429438,185.867559416904,760.5925194104241,950.7590167728748,307.2474572718219,529.171049850613,-13316.501023710924,95532
3,1019.4919402862685,116.4301908522757,661.2662096311893,819.8372612468695,411.70186186977793,922.3333771542873,-25013.223178307344,95566
4,1077.8470106703148,225.49722836434148,857.7895490272754,488.42487566600624,969.9313808056302,97.80081799248921,-25655.270031662723,95599
5,994.41997281307,421.3677520904165,913.461679570607,157.92422592498372,1109.0550031445691,850.9396377435274,-14346.625583992893,95632
6,1012.3187232946988,153.35432839031228,933.7223332562455,432.5413275052454,827.3061704604906,248.40692421911274,-5884.05071195394,95666
7,896.9783298916175,231.91479047464873,1009.3890806849458,452.38258145070085,945.382289053142,146.700374914313,-2886.2189729891998,95699
8,1017.1882608256609,194.33519682010183,875.9506208153641,439.24480645762907,747.5841089803876,948.4969740813369,-11764.25873076711,95732
9,515.5457811931382,1040.8615656782029,352.3011365738623,117.82614310924384,1166.2454124818596,979.7257111723877,-10148.302108749278,95766
10,979.1690488120117,215.58525713956556,1495.866972695099,1103.5155422473028,886.0302776479505,400.7151765067431,-22855.41041057911,95799
11,1147.6535215846768,115.0334161678121,1705.8537451962286,542.2416435501796,969.5929200220569,345.289733412391,-26256.080750314635,95832
12,1249.1721084061026,144.7530074539344,975.8306758877322,604.3161424287788,1157.433739067366,339.3081195609677,-26466.369466210745,95866
13,1224.5817690472422,222.88603310585927,1618.1202056707655,798.8354023201525,1110.25955353533,1013.3621384149352,-35602.358777728645,95899
14,1216.9697533556698,166.20291259836347,1024.4205585628526,293.83158441529054,1273.8929516392263,1098.8166553537822,-9699.56587736316,95932
15,1214.5442431190895,131.6519795271306,1041.202010139806,1438.2552055468675,811.1041856629763,270.37726641124664,-25351.66703175019,95966
16,1023.5215220366676,250.21273417205123,1421.9735023343,440.00548919491536,862.7798428538201,1175.0917535499889,-32612.41745276686,95999
17,706.5021183106785,1055.9612549668632,194.56157288331167,1337.7035241485005,913.1487347034061,359.0765935006067,-36265.93834634482,96032
18,188.02661825498024,1033.3474734718177,1337.0792796240619,929.2554987840359,313.78495821183014,1211.592753362284,-13656.499137317656,96066
19,1017.9982894132445,219.00259034400563,1310.1297645653274,895.7380541811096,1095.8630317834084,372.2432000722109,-15448.124861494618,96099
20,880.0416046850064,246.16891972649444,1025.7298139483614,1273.0487029175279,1146.2894842366566,389.0681174293262,-18278.345716074586,96132
21,858.8571775776503,310.2877517834935,1039.0737364497102,1371.6373427404199,980.4560064912475,715.069926650534,-14850.255445442983,96166
22,1087.3728427604988,254.00193490740253,939.7770220758865,1441.4808358074,983.8886615875894,882.7875580820302,-6788.568990848734,96199
23,1048.5626904231713,230.75486441760984,1459.6417368655914,656.5683513542211,1206.25529333388,953.9396512552113,-12513.894360068069,96232
24,1203.0664097791087,253.2697766674445,930.0643162925663,1061.5985507661048,1402.9169611919303,151.2495928327961,-19948.4272076771,96266
25,136.22554131488016,1109.3406724162644,963.7750102893509,1361.785626652757,293.9829927053604,25.80697580112792,-15216.76186615496,96299
26,950.744966322961,153.54002834895152,1267.135724434768,736.393237339942,364.7807560713695,1121.1001989998563,-21988.66819030255,96332
27,112.20516922138654,961.2609261317007,1203.378514690855,329.70584743951235,1021.6360014687415,1093.027975051368,-10637.306795259628,96366
28,1038.7671253535145,496.07159687619344,1375.1763321433623,244.77880612856336,1152.0856608564704,950.5490149913048,-29796.65178477543,96399
29,1184.6294705300581,467.7729689018737,958.139641523536,1110.6973411071722,838.4312410744878,299.36098610206375,-12945.755873838503,96432
30,705.4599258205853,1189.7723648954245,245.07277123371023,1804.120561381639,1470.8079412350207,1055.757622764414,-47226.38689793558,97966
31,1306.9604725236527,136.9488955778761,2030.1690116716627,933.2218865700017,431.13170958411706,2366.213430779227,-97085.8379854781,97999
32,1527.093132604107,1064.99284695739,3011.927787978988,275.1601979696485,2529.865806717819,1309.53146025406,-116095.7254039698,98032
33,839.5949728312236,2112.922217451384,1077.9732226116598,236.47638820495035,3223.3631504998007,1350.213533236924,-212591.6154153558,98066
34,1003.8236134764363,2928.1734921278144,1657.7331289698677,267.3375219238827,1267.389116189545,849.7062406322259,-84194.84743862698,98099
35,1432.267710512027,937.2681222811991,2351.1297284497086,328.62398900531866,1162.8826290193765,564.1498028006391,-60563.63206842076,98132
36,851.4919363960337,1592.1064662892366,328.0896579571986,1077.6617920220483,1245.091233518104,1734.1828046662208,-28543.202973972122,98166
37,1050.7894154119956,544.1580652714797,1415.3381218938493,896.2029498252546,361.15509133888725,1248.2526883146584,-28821.837965055212,98199
38,962.1581240885268,1467.5582612142282,346.10547525284824,1018.6569820851295,1100.1689138351294,867.4087372754864,-9641.68952830266,98232
39,1241.5977609515894,938.8249037247464,1777.2256469002466,399.96999887491563,1045.106876917159,1150.497090755927,-9623.675747928477,98266
40,1033.2236301522078,2243.767813299763,282.27823153760903,1422.2338753953873,828.1768572486244,1151.4903182678647,-12931.655264409532,98299
41,1272.4810005574257,2902.052377197903,647.6232834503041,1000.2409672737484,1651.0056333454067,71.48426400264611,-61175.45693108701,98332
42,1292.5030330024597,798.67314654571,3340.1989461707217,95.69743988216192,2656.3962430330307,988.7321970203166,-94159.32200725185,98366
43,1310.5885144136128,3946.8835807507676,382.73265491135317,1810.3688628910247,981.0995126183649,3521.669774410996,-173490.7844726602,98399
44,957.1659592947094,4352.37096304991,2158.6792258230494,233.41379565055695,3737.3382239235452,1145.7601649203941,-83934.82070306828,98432
45,1107.911919907534,3625.7094478184545,1867.2674732017072,4615.995775561325,296.48777377827923,935.8339822377058,-105131.27620697056,98466
46,1021.637964442889,3695.3206897372247,2246.6521615081315,4796.887949493922,704.2958635759353,1890.3663666072775,-128538.44494803774,98499
47,950.1938553799775,3684.180370177334,2025.686335757277,4722.41728355299,2845.7902241732436,1260.1589868966826,-46661.69560423198,98532
48,3844.0559309146374,967.4802162123805,5016.4696749806035,1950.3094626238164,1283.4046497553554,3279.9556399439307,-92781.4260347205,98566
49,863.6682317211742,4321.61952297004,1544.817972097981,2251.2508163883567,3425.241889268552,1106.4204948288457,-333653.41524548625,98599
50,3728.913298722293,1092.8712615446125,2064.731951413738,4467.3972288123205,3168.9370457615596,537.0,-247168.83850491332,98632
51,1212.0821736953728,2284.5753661485523,4465.61238801578,1038.9959625745275,2918.3430230183703,568.208588460259,-57690.107749435956,98666
52,1027.4692289078646,4120.687078631427,1733.4015691697064,672.5213751249844,1155.3650662269795,898.2474596451561,-15773.319099188264,98699
