,centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,centers 6,centers 7,centers 8,centers 9,score,MILLISEC
0,891.240073428522,99.24404305296275,425.60662588827256,1071.9183536776509,960.0321391199291,581.5737270544466,1192.221875323549,988.3398809950613,928.4684968286268,1033.605819963792,-1761.0814409825614,95466
1,1029.817173138996,144.72455336755945,421.37156999493925,930.9538848548633,606.5583236589866,877.575310386552,960.7777134625697,1005.099497562306,1051.8745172310241,946.2808713135057,-294.8799791769065,95499
2,1016.308111759151,307.2474572718219,713.6988160281618,529.171049850613,185.867559416904,962.3629435679685,807.4862227926864,918.2841489556217,1054.5585198102074,987.7656696537583,-868.7506269341434,95532
3,357.0294105532484,975.0623901319515,819.8372612468695,52.00961449578335,661.2662096311893,914.5071510000889,180.85076720876805,1015.9814182938222,466.37431318630746,1064.143593322142,-2305.9463510400383,95566
4,1051.421729856603,548.1797150570239,97.80081799248921,942.7545351076066,877.0123184320619,225.49722836434148,428.67003627498855,800.1212408129159,1130.6975722977386,997.1082265036537,-2504.227789851929,95599
5,980.5598278665319,456.12717524830725,102.96115772464873,872.6631629979789,1109.0550031445691,212.88729412531882,386.6083289325257,913.461679570607,1017.5202143906334,829.2161124890761,-1439.2850850211457,95632
6,1025.640821442497,248.40692421911274,902.6766782560778,827.3061704604906,432.5413275052454,153.35432839031228,946.3340123952951,998.9966251469003,920.8696810022852,965.0089613713241,-285.3190898600392,95666
7,1002.9743726858171,248.08667840091698,901.7260445053198,452.38258145070085,146.700374914313,951.685784719736,215.74290254838047,1028.6332046823318,877.9874714368082,926.4718020533599,-447.9709931631003,95699
8,147.64145759237135,968.6591979392058,439.24480645762907,875.9506208153641,1048.3055572931523,747.5841089803876,249.53356487655128,928.334750223468,1004.7413422386644,185.83056799138296,-1314.4720842732827,95732
9,990.3228054049639,352.3011365738623,1149.6129783540198,117.82614310924384,558.0492809779438,473.0422814083325,1027.2089872400884,1081.8193009925455,954.9991579630434,1182.8778466096996,-1124.9204706328196,95766
10,886.0302776479505,261.39200021918214,1127.4860894589347,1495.866972695099,945.9993619830038,400.7151765067431,123.9717709803324,1023.4077110589519,1087.5351774395485,973.6345611030456,-2113.4767555208173,95799
11,1144.9219745679209,189.03438840591946,1705.8537451962286,996.0329839195851,542.2416435501796,345.289733412391,78.03293004875843,934.3395014920194,1193.759490717197,1107.0106464856688,-3932.0936739095323,95832
12,921.2194403749894,173.4774780094674,1221.5010037351099,604.3161424287788,1008.5974171953778,339.3081195609677,1161.7303282150515,87.30406634286862,1265.2898824311674,1107.879957396107,-2791.816874285976,95866
13,798.8354023201525,218.6470676722223,1002.9689582095008,1286.3335492787241,1618.1202056707655,1124.6736253168056,335.62032119643777,1203.997842303415,118.6296758825548,1048.5691720159818,-3030.635166999459,95899
14,1013.2030531376685,193.6806329568518,1240.7489673580228,1075.0162789465098,111.24747188138701,293.83158441529054,1273.8929516392263,1122.6170317610542,1209.0433486882189,1043.1164009381596,-1604.7989488983908,95932
15,163.55427233796127,1089.5455851223123,1438.2552055468675,811.1041856629763,1013.5771101498024,1190.6480036211428,301.2258289058227,1262.336722114983,239.52870391667057,99.74968671630006,-3296.354605190535,95966
16,1200.5033047407865,440.00548919491536,988.3550918181771,1479.6090699911244,250.21273417205123,784.71778366493,1106.7816885632167,1364.3379346774757,901.8108724482652,1031.4667393834875,-5213.498435618763,95999
17,359.0765935006067,1105.7086773342444,883.7467651826232,1420.741355771697,662.9675708509429,194.56157288331167,1254.6656925253037,1037.305971579095,750.0366657704142,971.952673744972,-3289.4319869065253,96032
18,1036.6014513566927,188.02661825498024,1337.0792796240619,933.7800085398671,1211.592753362284,1001.7561067361793,313.78495821183014,884.5243124414546,956.0599498418694,1074.2265678055257,-1079.7653554253743,96066
19,923.1563398537215,242.3984323381651,1080.7961018513251,1310.1297645653274,1031.200035635028,372.2432000722109,859.1803399509605,195.60674834984604,984.9939238587859,1125.9968916475746,-2924.863976867346,96099
20,1074.4154043552146,278.0179850297459,868.3516571164085,1273.0487029175279,995.8354867875116,389.0681174293262,1032.2924947910087,1146.2894842366566,214.31985442324287,950.1939533068803,-1649.0018413620705,96132
21,715.069926650534,1002.7354153820042,273.7196040564802,1371.6373427404199,893.2860684013829,383.42404723752,965.3402117433521,824.4282867539177,1065.3318731738011,1037.9209106230655,-901.5182343844554,96166
22,976.8748343237389,243.0658347032754,1441.4808358074,1100.5778789819472,882.7875580820302,301.1212380420883,939.7770220758865,1008.4370570110659,1060.9627703176018,217.81873197684354,-543.6760653583544,96199
23,1017.1015677164335,256.303292401721,1206.25529333388,656.5683513542211,1459.6417368655914,962.8081961235732,1048.7436742834143,1110.7610003956747,179.658008449387,931.7682890843064,-1372.8020158713998,96232
24,1258.5296977028393,253.2697766674445,956.0638673890935,1135.297433804887,1027.8651515092097,1402.9169611919303,151.2495928327961,904.0647651960392,1075.2033326971555,1202.0590667683514,-2588.8518033080777,96266
25,1067.9101071576436,136.22554131488016,1400.5980865330353,989.993814853229,293.9829927053604,1132.0639314304067,25.80697580112792,937.5562057254729,1322.9731667724784,1101.3087668769372,-1141.6610973822824,96299
26,959.5932825391637,207.5692655476721,1217.2012980604318,736.393237339942,364.7807560713695,1292.102937621936,126.52540974959118,1152.4175992076866,1058.4653985841956,915.35170145815,-4853.374746746967,96332
27,1093.027975051368,288.9861588381008,961.2609261317007,1222.9702221754171,112.20516922138654,387.92911723664156,1033.192297282737,1173.9909534640115,320.9540568416535,998.5234098407508,-1756.0265784085766,96366
28,967.7830068992307,460.825733359267,1152.0856608564704,295.2846084712172,1446.1555932886336,1038.7671253535145,1304.1970709980912,194.2730037859095,566.5633239100463,898.8470392675274,-3601.117523455539,96399
29,838.4312410744878,1120.1628868071405,299.36098610206375,427.80486205745717,944.9849791306142,1166.4810757959733,507.7410757462902,1239.0746547323126,997.6036287023018,1087.0334768572516,-2154.0045357658782,96432
30,1141.8412598347063,655.2969750379787,1804.120561381639,245.07277123371023,1470.8079412350207,970.3746699084844,1077.1033609783963,780.7043519944957,1297.0558970221753,1186.917034394096,-3104.01428643944,97966
31,1350.992829495276,364.8259859165737,2366.213430779227,829.7947174099336,1968.7623015488691,136.9488955778761,984.9354711500357,1218.8957585804062,497.4374332516603,2091.575721794456,-13760.561657143006,97999
