,centers 0,centers 1,centers 2,centers 3,centers 4,centers 5,centers 6,centers 7,score,MILLISEC
0,899.0210373097012,99.24404305296275,983.064365689646,581.5737270544466,1048.9308334493355,425.60662588827256,1192.221875323549,945.9202807500521,-4294.397965007236,95466
1,1033.493397154334,421.37156999493925,144.72455336755945,933.8497967434444,606.5583236589866,877.575310386552,958.0893376513833,1005.099497562306,-859.6575392233507,95499
2,1029.0582477761698,307.2474572718219,918.2841489556217,529.171049850613,713.6988160281618,185.867559416904,975.0643066108635,807.4862227926864,-3787.489987248414,95532
3,987.2425959778566,180.85076720876805,661.2662096311893,411.70186186977793,914.5071510000889,52.00961449578335,1045.296762581536,819.8372612468695,-10379.233837637552,95566
4,935.3353440942094,225.49722836434148,428.67003627498855,1077.8470106703148,97.80081799248921,844.3062690272926,997.1082265036537,548.1797150570239,-10597.924733531228,95599
5,913.461679570607,102.96115772464873,421.3677520904165,1017.5202143906334,850.9396377435274,1109.0550031445691,212.88729412531882,980.5598278665319,-5743.366279482935,95632
6,911.7731796291815,248.40692421911274,998.9966251469003,827.3061704604906,432.5413275052454,153.35432839031228,955.6714868833095,1025.640821442497,-965.058158040842,95666
7,1002.9743726858171,215.74290254838047,896.9783298916175,452.38258145070085,945.382289053142,146.700374914313,248.08667840091698,1028.6332046823318,-1375.595565651591,95699
8,948.4969740813369,249.53356487655128,1048.3055572931523,747.5841089803876,439.24480645762907,875.9506208153641,166.7360127918771,1004.7413422386644,-4482.767786176133,95732
9,971.2914567297055,352.3011365738623,1081.8193009925455,117.82614310924384,473.0422814083325,1166.2454124818596,1013.3073127227008,558.0492809779438,-3798.1765509621787,95766
10,1103.5155422473028,261.39200021918214,886.0302776479505,1495.866972695099,964.4228280630317,400.7151765067431,123.9717709803324,1023.4077110589519,-5047.039508143506,95799
11,1147.6535215846768,189.03438840591946,1705.8537451962286,934.3395014920194,542.2416435501796,345.289733412391,78.03293004875843,996.0329839195851,-11517.146442253446,95832
12,921.2194403749894,87.30406634286862,1143.7802046087368,604.3161424287788,173.4774780094674,1239.016555213533,339.3081195609677,1008.5974171953778,-7026.017576127513,95866
13,1020.0690383869312,218.6470676722223,1618.1202056707655,1224.5817690472422,798.8354023201525,335.62032119643777,1124.6736253168056,118.6296758825548,-12013.848210336444,95899
14,293.83158441529054,1051.0913704402471,1216.9697533556698,193.6806329568518,1122.6170317610542,111.24747188138701,1273.8929516392263,1013.2030531376685,-3121.9353030353795,95932
15,1438.2552055468675,270.37726641124664,1013.5771101498024,1190.6480036211428,811.1041856629763,131.6519795271306,1262.336722114983,1089.5455851223123,-7235.134794330023,95966
16,440.00548919491536,1009.5907854518289,1421.9735023343,250.21273417205123,901.8108724482652,1089.6089504452,1200.5033047407865,784.71778366493,-15286.289716770027,95999
17,1030.0444940419702,194.56157288331167,706.5021183106785,1420.741355771697,883.7467651826232,1105.7086773342444,1254.6656925253037,359.0765935006067,-10876.437665550558,96032
18,1011.576083246184,188.02661825498024,1337.0792796240619,947.1479733210685,1211.592753362284,313.78495821183014,884.5243124414546,1060.56171125386,-2721.6117347821314,96066
19,923.1563398537215,219.00259034400563,1095.8630317834084,1310.1297645653274,372.2432000722109,1036.1426242453092,859.1803399509605,993.8058429704915,-5358.984954746339,96099
20,246.16891972649444,1074.4154043552146,868.3516571164085,1273.0487029175279,389.0681174293262,973.014720047196,1032.2924947910087,1146.2894842366566,-5760.877341207216,96132
21,383.42404723752,1002.7354153820042,1371.6373427404199,715.069926650534,858.8571775776503,273.7196040564802,965.3402117433521,1044.7736512607494,-3835.7359320578207,96166
22,976.8748343237389,230.44228334005948,1441.4808358074,1087.3728427604988,882.7875580820302,939.7770220758865,301.1212380420883,1008.4370570110659,-1908.6220530564503,96199
23,1110.7610003956747,256.303292401721,656.5683513542211,953.9396512552113,1459.6417368655914,1206.25529333388,1038.1963054277542,179.658008449387,-4084.159934637241,96232
24,1043.6224845343206,253.2697766674445,1230.2943822355953,904.0647651960392,1120.562632519089,151.2495928327961,956.0638673890935,1402.9169611919303,-6969.4819583902345,96266
25,989.993814853229,136.22554131488016,1132.0639314304067,1361.785626652757,293.9829927053604,25.80697580112792,1079.0429937307415,937.5562057254729,-4898.122161995504,96299
26,950.744966322961,207.5692655476721,1194.9173296730235,736.393237339942,364.7807560713695,1095.333617856977,126.52540974959118,1292.102937621936,-10879.410347314619,96332
27,1222.9702221754171,310.2980908404693,961.2609261317007,1093.027975051368,112.20516922138654,387.92911723664156,1021.6360014687415,1173.9909534640115,-3238.6120845623414,96366
28,244.77880612856336,1038.7671253535145,1446.1555932886336,460.825733359267,950.5490149913048,1152.0856608564704,566.5633239100463,1304.1970709980912,-12266.915388995403,96399
29,1166.4810757959733,507.7410757462902,838.4312410744878,299.36098610206375,958.139641523536,1110.6973411071722,1239.0746547323126,427.80486205745717,-5798.4859672952125,96432
30,1171.8917762076328,655.2969750379787,1804.120561381639,245.07277123371023,1470.8079412350207,1055.757622764414,780.7043519944957,1297.0558970221753,-14925.92568727536,97966
31,829.7947174099336,2030.1690116716627,1350.992829495276,431.13170958411706,984.9354711500357,2366.213430779227,136.9488955778761,1218.8957585804062,-30095.02773550581,97999
32,1309.53146025406,3011.927787978988,174.66992920577536,1064.99284695739,2529.865806717819,1496.518489241613,476.14073549739464,1649.3917060540834,-36809.78437168305,98032
33,1350.213533236924,2238.397155495685,839.5949728312236,236.47638820495035,3223.3631504998007,1861.972341362782,1007.2988101144228,1134.5127526094495,-82164.77236285557,98066
34,1003.8236134764363,2928.1734921278144,1482.5400318572754,359.0362098730434,1239.2358331909445,1758.541725407731,175.63883397472205,849.7062406322259,-34340.69003716693,98099
