,centers 0,centers 1,centers 2,centers 3,score,MILLISEC
0,946.636517971627,99.24404305296275,503.5901764713596,1072.8126737617044,-45679.24152575938,95466
1,932.2907158352415,144.72455336755945,513.9649468269629,1029.4371257840444,-27357.31424796525,95499
2,226.32752536854332,985.3058515459376,760.5925194104241,529.171049850613,-43598.27625548299,95532
3,977.8525560868479,411.70186186977793,766.9802440416428,116.4301908522757,-74141.39069343884,95566
4,161.6490231784153,904.9923190719038,488.42487566600624,1027.3852705661516,-54687.636649661414,95599
5,1007.1571984054588,421.3677520904165,157.92422592498372,882.2006586570673,-33845.694949428136,95632
6,989.6598287301431,185.0385269999125,432.5413275052454,875.5730328425998,-27985.51366702921,95666
7,1009.3890806849458,203.50998528787022,918.4912006300729,452.38258145070085,-12933.757302539,95699
8,997.1533689027516,439.24480645762907,869.6747639606434,194.33519682010183,-37629.07115549419,95732
9,990.6833902649341,117.82614310924384,433.9234588835002,1138.1033753187548,-44515.31187778049,95766
10,944.8246904592614,289.63722488643657,1495.866972695099,1080.6275904792026,-77149.8990546947,95799
11,1064.5585741887876,115.0334161678121,1705.8537451962286,443.7656884812853,-164018.59876478676,95832
12,1203.3029237367343,193.39178548069276,975.8306758877322,604.3161424287788,-71686.99501930682,95866
13,995.4875232684002,222.88603310585927,1618.1202056707655,1181.7639931627693,-96245.6353857533,95899
14,1241.3654097629083,293.83158441529054,1039.2997779210384,166.20291259836347,-24109.927773430703,95932
15,1143.1164385495026,201.01462296918862,1438.2552055468675,988.2679945889491,-92562.03523929999,95966
16,973.7035000848572,345.1091116834833,1421.9735023343,1153.6424966520017,-120041.91427202648,95999
17,1048.9605398650388,249.39991308907668,795.1244417466509,1337.7035241485005,-87007.53123571038,96032
18,1033.3474734718177,229.94606490726358,1274.3360164931728,929.2554987840359,-32073.37331974337,96066
19,270.08279358674076,1041.3577121242936,895.7380541811096,1310.1297645653274,-43835.375860590546,96099
20,1025.7298139483614,293.8019856274384,1188.5425571302803,880.0416046850064,-42603.732532539914,96132
21,1001.3909100478413,310.2877517834935,1371.6373427404199,810.9280939352782,-39677.8465087099,96166
22,959.9931526200018,254.00193490740253,1441.4808358074,1087.3728427604988,-25075.010588682744,96199
23,1001.2511708391912,230.75486441760984,1290.7174411777837,656.5683513542211,-86654.33926533542,96232
24,1072.4750400286086,202.2596847501203,1287.835241887707,930.0643162925663,-52398.762435741686,96266
