centers 0,score,MILLISEC
998.2414688252667,-33435.66909331453,242631
1011.1998455638266,-27429.595648626775,242664
1056.2745418502652,-85122.01462913689,242698
1068.312976225278,-51560.23311557433,242731
1033.3164057838069,-19947.26091838285,242764
1023.3948143145699,-32771.59437451692,242798
1024.6917085578896,-27695.926539845124,242831
1019.0102418419541,-25341.39723322487,242864
1005.4117740459789,-24461.81070689396,242898
1006.595851696632,-12717.704818450853,242931
1004.3284721932412,-10067.519361890345,242964
1003.8678456926294,-11675.83222883111,242998
1001.3274037817854,-11743.734791922921,243031
1001.0456610198753,-25463.430086089524,243064
993.1668271712681,-26118.187472120466,243098
997.5090506473142,-22693.632643632416,243131
1012.9154849754981,-21167.423265366135,243164
1031.959404899092,-12966.653043428349,243198
1053.9705850723092,-19412.063825676185,243231
1127.7268567243036,-128306.50284994117,243264
1204.135542101698,-345896.5587219478,243298
1201.4304886132536,-401994.5913357056,243331
1112.0965666883149,-278616.4899606899,243364
980.5096575059871,-155714.92691241024,243398
911.5147642648705,-103625.17979873432,243431
924.0217701105213,-63632.45198000952,243464
973.2125836202069,-37740.937916099145,243498
1041.7970421554817,-16784.152516985458,243531
1090.0771058291,-29662.936819785133,243564
1105.9097545188017,-97615.76346180325,243598
1105.92911086678,-241227.8191115476,243631
1044.5068716698688,-122491.34537866557,243664
986.9860037449973,-50519.9125262808,243698
967.0944911103438,-48884.69790427566,243731
996.0515589865508,-56227.21024507916,243764
1012.6843203336615,-62130.14085385003,243798
1027.1485426216145,-18805.58529322674,243831
1073.608084009642,-122472.50144060314,243864
1061.0596534459587,-60028.53012056199,243898
1053.084011850799,-26792.70382649092,243931
1050.1434689041503,-20061.64189753907,243964
1020.902946709833,-71922.90739097675,243998
1019.7958099136545,-67182.56690808893,244031
1034.4951645592903,-19551.29953791528,244064
1033.4963198837602,-43456.92465397045,244098
1034.323470271464,-27471.547301553597,244131
1017.7372699952035,-63033.34188981204,244164
1006.4093742111371,-68972.88649942046,244198
1004.026956953396,-54528.56681993774,244231
1008.72779377858,-24079.61864458471,244264
1047.607815730971,-29391.508613225586,244298
1072.0614575349427,-14644.543948595194,244331
1141.1209714207355,-207087.2144217649,244364
1119.2711304230538,-102525.50261649227,244398
1057.71687522895,-74020.13041496572,244431
1008.2480729576137,-25723.05714984592,244464
973.7976339746286,-31964.8487195663,244498
985.4490272323802,-28550.36199431069,244531
1000.296787086915,-37628.71517954809,244564
1045.1738160487223,-29952.636707668855,248331
1065.064058501216,-33287.06417810077,248364
1046.9598648934973,-63741.45432408719,248398
1056.9917004198264,-94439.99767964418,248431
1114.157013085151,-147805.65212492194,248464
1133.4597547570252,-219307.8278075899,248498
1153.91756996804,-175932.6589095872,248531
1091.3765044591112,-107404.58066072935,248564
1081.7750052133258,-73341.21905280092,248598
1096.360644649811,-115616.7054935569,248631
1074.1848648915884,-156690.63641624057,248664
991.6158295481883,-94024.51248404148,248698
947.1561526702883,-127119.44704699327,248731
918.3049778691594,-147727.64382794785,248764
959.5158155625004,-263111.3965397265,248798
993.3256370686927,-256437.96616283443,248831
1028.0040908198093,-137280.48183510645,248864
1035.372295994259,-37225.29556334278,248898
1020.4097479698678,-55786.40872878011,248931
1017.9365110203735,-108093.85484835925,248964
997.8963962760098,-46672.60529288231,248998
998.0571513860059,-53107.14823976523,249031
1038.4228956183072,-148963.78841259205,249064
1082.9005289675167,-229750.88798059925,249098
1164.0217078076432,-391204.101278355,249131
1256.3749794600922,-626862.0208531818,249164
1224.9382163708794,-532481.0268154161,249198
1119.0773281318707,-286988.2702735658,249231
1086.1715241555614,-160091.62124942805,249264
1041.0999464062374,-55186.917522226264,249298
998.2104407062488,-37816.07671540162,249331
984.4927460694722,-42186.36230248616,249364
968.8713837729127,-82833.65876557434,249398
1014.4302397970837,-104297.17443754493,249431
1058.7698079140137,-379071.43234694935,249464
1044.5985585270746,-481698.36675473506,249498
945.1496559541314,-119776.40634765662,249531
930.8019376750785,-83773.28102351163,249564
1000.534301638947,-88933.22368251086,249598
1033.3204115783874,-35985.1971701921,249631
1018.8072782918024,-61170.026696148256,249664
1046.1791088473872,-213416.99432415338,249698
1061.4178191063086,-257405.34611968356,249731
1188.4245321610915,-553000.4449345971,249764
1236.9905856578039,-642607.2009335955,249798
1195.3498885956258,-490583.0821786745,249831
1079.3624334747626,-333446.10923782765,249864
1038.301267817234,-428707.24974037096,249898
1000.9732576815204,-197111.91147088984,249931
1017.4941949745221,-111246.1951246407,249964
1018.5284387885416,-297133.01316873584,249998
1037.4145282489785,-415852.06235744193,250031
1041.6786049578807,-283955.52370303834,250064
1074.2592723825192,-532431.1727019881,250097
1082.7601642247269,-549004.6944484668,250131
1046.0687798393953,-155486.18629850552,250164
1053.7928696074823,-82724.46760870457,250197
1007.8987390726753,-69066.44953282333,250231
1027.5554537602336,-37923.68392360429,250264
1018.2027802048927,-32797.08221329468,250297
1015.0352491499417,-29754.8728142717,250331
1009.2362290837093,-34805.572953840754,250364
1119.6259277903182,-270660.60001635936,294197
1074.8857473882697,-143064.93067717133,294230
992.4087261424884,-233907.12303867802,294264
983.8846106985569,-363668.80113603995,294297
970.5057570084076,-627808.3317489146,294330
977.9959782704881,-380852.5313542606,294364
1072.4556099576025,-147011.61137513665,294397
1038.9235890273344,-107199.53778818659,294430
980.8840897803891,-115064.42657267384,294464
1011.0010757457931,-143133.0732493432,294497
1040.3374004252328,-80123.02604115865,294530
1011.3501494711204,-109937.62681216741,294564
1020.7699059815579,-52770.78946641592,307430
960.1299468421399,-117585.3369460035,307464
999.6705252308232,-117784.25083203221,307497
1062.1849395599052,-316470.6958933278,307530
1064.9034392829433,-642864.3150369469,307564
1083.583046135833,-493366.60339688195,307597
1077.239906081439,-244932.03220217707,307630
1092.4599314841093,-146902.27911908395,307664
1095.779558858525,-167259.74226597903,307697
1088.0898389640602,-211680.52577482275,307730
1108.1117350730815,-377121.2085265727,307764
1105.0326692271472,-626786.7993479895,307797
1089.3697490710683,-621913.0478972164,307830
1075.784143598563,-417656.2402009682,307864
1074.8786622075277,-275930.4768405144,307897
1085.6048778991344,-367738.5398976621,307930
1052.6072398103593,-234491.98568698636,307964
991.7231245344337,-88281.68690025937,307997
973.9693061949807,-50807.69649074678,308030
984.704039796494,-34325.49409311182,308064
1012.8917725745557,-16652.827558519017,308097
1058.517374724699,-34890.64146524395,308130
1085.9177332664244,-96833.44235261896,308164
1081.3091547292208,-145641.63088655614,308197
1136.7892979741982,-168450.01212462332,308230
