centers 0,centers 1,score,MILLISEC
1011.4770461061424,472.6108335618218,-14142.852003925915,38700
1011.7990155049529,1808.3821498787252,-7850.522232082605,38733
998.7527740814495,1048.252408122852,-1592.8145108950764,38766
1040.8722104920769,1209.6358956314086,-14453.414253373987,38800
1133.040603886125,1020.1664307157575,-18704.59896146682,38833
1099.8409657180266,1544.1881362062072,-34152.50128438474,38866
1200.6163348300026,1022.2950311720073,-6807.940038043019,38900
1228.0272342449946,1078.5269497114452,-16369.28582677288,38933
1006.4485687362793,1290.4770046377525,-15384.707400601352,38966
1313.2123267817633,949.9785103945594,-85807.23767365847,39000
912.0796489523004,1126.6637287219005,-49877.36729919446,39033
945.6978846786102,1104.7546396967132,-29737.995829340787,39066
990.580401952248,1088.3230815783586,-17046.7512920007,39100
1089.4848103526458,1002.1514069979689,-12688.584766246116,39133
1076.9726877113605,748.7166960825334,-37820.08732842414,39166
1011.746373902403,1355.6854354901066,-78423.74895338909,39200
1003.2870193466546,1333.9846325951435,-65372.56810505625,39233
1067.0642364314815,934.6248761726272,-26531.770659501813,39266
1232.50618942017,972.3383257551586,-15027.608490840883,39300
925.6084106931103,1100.2550474565248,-14111.81256498277,39333
938.8087507623496,1223.8178845823566,-87172.39206538929,39366
997.4881150082349,626.4662800183263,-46100.60417318397,39400
955.3804815750652,1190.4331306674596,-41659.141647109645,39433
953.4090685179508,1351.6275374525335,-42764.48067733342,39466
1253.2722239734474,963.845974997495,-65080.68969897386,39500
996.1145582575524,1267.3723101232713,-93073.85862817924,39533
1277.5035840883465,1041.1065068666378,-83575.76264831144,39566
1262.2516856022407,944.0005268599637,-45758.11960636743,39600
921.5766215079171,1183.9220791912062,-21438.715871693217,39633
871.9822724593117,1189.2436009743806,-86474.7868076109,39666
837.8703072307832,1137.4674339867308,-50991.226098763174,39700
1068.016276191747,2197.9251579614806,-26776.337895138982,39733
890.2627467563744,1094.3383928212434,-18700.82145235338,39766
1110.2724797547821,1018.0132620199131,-6723.138300473043,39800
1085.4212234797274,991.2833861083468,-4718.367040683855,39833
998.4568147090048,1187.2636606920976,-19521.891611481264,39866
936.1726001007924,1024.331480263063,-7937.113911982411,39900
909.5039396331575,1029.6553327917125,-23109.29288035691,39933
911.4766333380691,1022.8605592276697,-10318.533656729815,39966
988.820203442134,916.0046444730483,-2286.7462244055296,40000
968.7719254698766,854.5739209115358,-14707.264294244094,40033
844.6542411771568,1020.4345118988301,-24035.31179763075,40066
807.0833659542463,1044.2491383941338,-76579.73408904005,40100
1441.251234679848,895.8889657839713,-166943.40594636215,40133
957.4836919690971,2431.0322910237123,-99122.79613227204,40166
1121.8424996649596,929.2862389094292,-82667.54676878001,40200
1277.2335653930804,1042.3717396920424,-62377.77177281465,40233
1053.924559740239,1368.6464487742235,-57194.37730932183,40266
1036.9869894021851,1345.1970635875184,-36100.95605099372,40300
979.7096345060679,1279.110390606568,-25028.23554748752,40333
1323.1687666991265,1044.70583245862,-40238.1071261798,40366
1087.4902003085322,1388.4555065082213,-42603.15984653463,40400
1153.8289634539667,1353.3510104043114,-21940.551756618093,40433
1106.2877109563608,1753.8235373035682,-114689.0058693572,40466
1055.6695311958797,1949.2103529378248,-154683.4090467175,40500
937.2065786484583,1668.3123208799964,-204544.28938051168,40533
817.5709007331283,1673.5919176502025,-463463.8577231249,40566
815.3629832150043,1262.2247137687802,-101951.96067579075,40600
867.5001075840848,1212.2941666403449,-114784.06732218471,40633
1277.0945293892364,914.6388867431597,-38415.48772327293,40666
1055.6470113369514,910.1147536296562,-30442.748630591974,40700
854.090449835663,1003.0015711593389,-9921.296513725641,40733
910.5215827759766,1004.7935597873262,-5510.104665912208,40766
959.8392677037561,1158.3090668621312,-40834.43281521053,40800
1011.0553551628111,1316.682517741819,-54642.91411554479,40833
1066.3800227990682,1938.0376673326036,-116122.46975058639,40866
1071.1731562353596,1732.5847742606998,-37969.69360777957,40900
1150.186509502704,1657.6160592851409,-57933.93357986439,40933
1154.6000432187252,2555.54025599285,-180391.40199317838,40966
1049.9533583867417,2069.5202342572056,-112470.45212402384,41000
1031.421626766282,1645.199380014471,-89790.27838796383,41033
1777.0520532612431,1076.3875331490538,-270270.7848129451,41066
1131.1470837233792,1730.0942170876128,-237921.74984094762,41100
1121.4559964874,1622.9692791627845,-203866.74022111998,41133
1099.073036107129,1594.0999738915662,-71026.69819813414,41166
979.2910327506786,1379.8238388053826,-75702.00629573989,41200
1285.579221422196,947.422854669328,-49841.6719442731,41233
1482.3361575579725,927.9723247680752,-50918.31217333711,41266
916.5002509935026,1602.0767771864118,-123311.89928846809,41300
890.5652747320538,1282.617802848495,-44539.566604991574,41333
962.1290210542102,1125.5614687045177,-22339.481942862967,41366
1021.4663664319143,1725.3222887333254,-73685.62248382263,41400
1090.0681042278743,890.3155125203825,-23105.08965709045,41433
1177.5727415558163,970.2785076220949,-99826.0769053558,41466
840.4703728973468,1034.27751761007,-23153.325091639865,41500
1002.4722214639837,893.1587631467403,-14454.76885043785,41533
1109.0776494411523,682.8623580195353,-93923.67510088715,76133
1091.0464461891468,862.9051165640444,-31206.38993748614,76166
1030.0495385172221,1147.0071412997208,-20190.439025987907,76199
1318.3110406880464,1071.5786995615808,-6727.906459112583,76233
1050.6591856414188,1273.3033816795314,-33463.47705273518,76266
1312.210730027765,1036.1834606971033,-38508.35777774302,76299
1002.2897586575734,1170.2056880420664,-15713.452559277437,76333
1081.9916752981394,829.7258583411752,-39487.14585525543,76366
1111.6667818793846,908.8458720405357,-44778.48596104108,76399
1424.5788851446591,1040.1927634612118,-72606.14842927473,76433
1467.487989729388,1045.8174819916198,-29668.943607079615,76466
1027.655117084802,1311.758361894446,-28118.60329421902,76499
1199.0751415082896,1031.283252532565,-26286.28744643301,76533
1016.2531409591777,1152.0677508565873,-17410.12023357852,76566
1026.9854939608836,1302.6902932009589,-33667.95193920077,76599
973.5166836632436,1089.1960902108117,-15249.374683166296,76633
1016.9051367987698,1181.6226131891688,-4846.4275227532635,76666
989.1401466974627,1148.1386034013822,-7540.426480945865,76699
1081.0260628016686,932.120220366464,-19300.383181009685,76733
912.4172192378317,1033.6718235862402,-14000.943106080837,76766
1072.9234830519317,969.8584041030874,-19941.053522230137,76799
1142.4157704797221,996.0541039859472,-6535.397539681877,76833
1030.1056845590088,1223.900731268676,-15641.786392159796,76866
1000.2598389869534,1159.4654172782225,-14305.18285982281,76899
1108.779635836714,977.7128464963364,-22069.746471889404,76933
885.9121872447056,1045.490645579065,-29008.983042634238,76966
1038.3329428213135,897.4936682289816,-26308.52964605128,76999
1104.5836026069744,980.2100471220176,-9049.302723810039,77033
1080.1680140069022,999.9980997154798,-3594.110974499209,77066
1293.483668238606,1016.052610691162,-25237.92307673934,77099
1006.1303322767507,1164.2555719446693,-16224.92536877399,77133
1028.5254403664842,1343.1518901449679,-29876.18518929629,77166
1004.7367310542596,1319.3051201295325,-24482.01270400294,77199
1015.5076355469553,1280.4706166093777,-28549.421458322504,77233
1035.3083888660271,1247.6629378388684,-26412.900178899712,77266
1026.5481290222606,1256.3084853776031,-50571.52987920576,77299
923.3160311712393,1163.113686092785,-29439.9921772712,77333
1241.9218565264973,1004.1109749310693,-46551.363805557696,77366
1208.3890967827247,917.8209943470106,-140374.85633910945,77399
1812.4375851322438,977.2147992348227,-131824.36156445125,77433
915.6209060601161,1447.5976700057631,-163549.17905863895,77466
1020.4947044466089,580.9345918431782,-178205.5819642823,77499
1013.9175346339864,693.0411802418245,-97152.94163368994,77533
981.2074902238761,1139.4903590312251,-20008.193506838965,77566
966.0483950211787,1112.1110074315552,-14250.30926474962,77599
1529.4956685129905,1005.0365849944255,-35406.62822742836,77633
1009.8179120014786,1112.1251342061355,-13720.23567475815,77666
1013.5353860133024,1773.8641436141609,-27524.212988660252,77699
1723.6296005812849,1022.4906212143409,-20813.295287112625,77733
990.0845777052077,1082.0548227219,-7339.640331145978,77766
982.3299352317877,1135.0303643255897,-18331.75037966713,77799
1031.313714638976,1544.1194901949784,-34556.21997556748,77833
990.9080950270788,1796.1864438627526,-143822.84265560794,77866
992.1947416139667,1413.1054859603814,-11793.123519692806,77899
978.2304024790081,1368.5284067201528,-11750.796657578278,77933
972.3531321389729,1095.0635462699352,-8832.137037188608,77966
974.4849408328369,1095.6044503309681,-20113.254290066143,77999
1051.064556253029,671.8132180896711,-47963.98588623475,78033
1151.0528224769603,611.0720088500209,-184491.99867823455,78066
1293.1122857012488,971.7728961719918,-85637.06904144186,78099
1030.1475422677133,1272.7258028992212,-27022.37908088699,78133
1099.470479318863,1416.058614606048,-46735.65106349747,78166
1017.8989484842167,1308.5877884192562,-32007.30674725859,78199
1020.0447830021234,1207.4735862728007,-24291.842938363465,78233
1297.1918020582216,1089.3423428563988,-42309.53511270031,78266
1188.5512739502294,785.2362701760535,-72712.69191286775,78299
1088.8059834990872,1622.1556645402438,-67930.30296585246,78333
1018.0948931023955,1620.3561336940716,-57441.88638821681,78366
954.6820532769939,1390.2567524723136,-61408.91876768116,78399
947.0734906442009,2217.725411316739,-99973.03319008664,78433
954.5701333182612,1634.2487570746382,-65907.60576756876,78466
1003.9884139861088,883.6333227241156,-8317.56956787932,78499
1013.2885350352656,919.2127945384389,-4425.766789932035,78533
1003.718856310098,1368.4626410684364,-43269.57487548921,78566
