center 0,center 1,score,MILLISEC
1039.3077361058151,1333.401122050641,-63024.76246362933,65799
991.571096180294,1261.840441309125,-81184.19178885833,65833
1062.9040308292927,1338.5222369509404,-59216.83353829074,65866
1040.874841316639,1207.666670968096,-26680.44744855049,65899
1067.4203808285883,896.4916075843404,-35274.30426563938,65933
952.9320655600603,1074.2160084230773,-12532.706802576718,65966
930.4072891471416,1219.9768908812352,-66317.36756220143,65999
1575.1485644217819,985.8930327804568,-48756.279149531314,66033
978.5537329919579,1550.3148712873897,-119084.92455786475,66066
807.023595423379,1093.433254822499,-114681.68645761993,66099
994.5405591829394,418.72313146025033,-87399.42666105452,66133
1118.373174032749,819.8709668220811,-71262.3421179946,66166
1036.9990555844092,1279.6191270393035,-49799.40788373194,66199
935.2270170564792,1079.7687882007497,-35796.31700310721,66233
1009.5618466489437,1285.099607034412,-49742.77790774581,66266
1539.3874164421647,1024.8240227351873,-167378.26602284986,66299
948.6047236928632,1119.5894411578668,-29098.100545284567,66333
931.5695229391343,1092.6552035645725,-26253.37420203293,66366
966.8988936238086,1190.5332611694164,-30746.89822038239,66399
1042.6837580857632,891.6988806796115,-12692.963577379493,66433
1117.7988246710174,1024.7659689483994,-10439.269810791648,66466
1061.014801392558,1348.1520295594878,-76477.53142246389,66499
1149.3997466466249,939.0317201109586,-21403.890012877582,66533
1182.9665691552036,1030.296010421275,-36287.26676585876,66566
1006.977841406483,1215.359206160878,-20313.269163400535,66599
977.1493637309552,1160.323435929049,-31123.13670931608,66633
1178.26217555896,946.9643989257653,-66597.15427851217,66666
781.0440240925889,1055.1186949966655,-125080.7059967589,66699
1008.5117024884587,792.5115410191748,-30614.22819730048,66733
1034.8225513583643,761.994109971262,-75636.91587757402,66766
913.2518108986587,476.9706489921576,-94980.29890320475,66799
951.2918578306364,1483.619223385839,-97849.0122513622,66833
939.9206411892064,1205.038454777465,-64112.473654386675,66866
1007.0987694047597,791.6443462433065,-17097.557285551833,66899
905.3496623109601,1104.0921359009274,-77801.27741752246,66933
