centers 0,centers 1,score,MILLISEC
1027.6548601385996,970.3122412121461,735.9882286454739,278397
1002.2249903521135,1109.8310682261513,565.3144190997184,278431
990.7919786642653,1046.4746369886454,329.63338170813824,278464
1001.3352684058054,1061.3401924087466,287.4697130601892,278497
1023.5249584295022,975.0022244687747,414.4105252813828,278531
991.8914609328722,1073.9868474423786,445.8004005757585,278564
982.3620018550204,1058.3072156447315,650.054812846299,278597
971.4449957759819,1083.9006979424241,859.9914885987375,278631
1127.6794189671145,1010.4474657413816,1118.8229410821145,278664
1137.2505881635927,1010.0359888103976,1284.6506138222467,278697
1017.4087655432273,1125.252865159405,1597.8627094919802,278731
996.7311428786421,1110.1728047600388,1608.854021320009,278764
1051.6683401337405,1332.5411813523813,1703.470962821566,278797
1101.3715431937796,1031.0217529761792,651.9244973113586,278831
1016.751841219265,1084.1544752667146,573.3122465846109,278864
1016.8811781895049,1129.813438932363,1200.7658553883714,278897
1163.1170237859703,1012.2769517005107,812.065531967425,278931
948.0762336880713,1063.9480163128474,977.7550001708227,278964
952.1245552681486,1078.982431350649,1239.8197436879586,278997
979.2896700972736,1100.7173283993454,1109.4748860110294,279031
1397.4251321627216,997.351769160093,1934.2330186560089,279064
974.5951862409635,1067.355742432634,1549.377999735318,279097
991.9184865938736,1164.839473919046,1635.483706237035,279131
987.9553901150218,1118.2526548146443,1309.7629462577906,279164
1039.9005170432363,975.2365822849573,556.1608531761128,279197
980.6914703746685,1029.7302696190757,278.86439531629696,279231
976.070769002275,1030.8976089367334,158.99952093825084,279264
984.5706959136003,1083.3974924828797,574.7938482590978,279297
975.8940317917296,1041.4754853108004,341.58398516041353,279331
966.9890402462767,1044.5074685650447,660.4935649150596,279364
971.2599509262254,1044.618573636865,867.9601911909651,279397
972.3624396556188,1040.1863722898092,339.17342476969947,279431
1034.8667184344783,970.7421444019237,493.3954546357664,279464
1074.7769716203047,953.0169833944744,1605.7953181913576,279497
1168.2686114470805,959.746928304547,1738.7914401532094,279531
1254.6550740066782,952.9448837160458,5175.809642486883,279564
1029.3064127008927,1266.3298093361125,5149.685728049246,279597
1072.0254991185827,1890.042592112675,17381.68366208165,279631
967.0555338692906,1195.8988469421931,4419.146147557129,279664
1039.271178491164,1232.1359838289934,2816.2924811517123,279697
818.8497230455646,1118.3777314871827,19510.672382910492,279731
1003.6073636745289,1403.793075919667,3562.305854620634,279764
993.3778821354754,1168.5312232188323,1281.8952362868667,279797
1031.1757339305689,549.2913616651913,4871.567893205135,279831
1023.1767338964361,1128.4180405402956,903.3791768386061,279864
1094.4725757675412,1026.2557399988418,873.8904094298783,279897
993.584767047761,1060.8621374987138,845.8554561531798,279931
990.6974555084033,1053.2792407377854,419.964426358344,279964
1037.3233317196,990.1654657724007,466.6404309369228,279997
987.6945277293729,1053.4909828515163,653.79332736128,280031
984.0882201426193,1056.824300809269,582.511097765426,280064
1065.9870217913838,997.4641195605495,523.0410818770428,280097
