centers 0,score,MILLISEC
778.7368144738848,256739.8785449713,278397
773.2938605726338,250080.3194863862,278431
773.1113129497769,247647.9930271674,278464
762.1901265272552,236845.40150055705,278497
731.7393046429512,214986.8757549362,278531
705.5913872572606,200859.3656569459,278564
695.6446622861256,198880.50383282235,278597
688.3634524074643,195318.7573896767,278631
742.4413940606626,228263.3001947838,278664
715.5682695069279,215289.81357962266,278697
717.2306749720465,215623.2541172379,278731
772.0712199826273,247355.07889358496,278764
813.5068056751168,276969.29616788693,278797
802.4275519119689,266867.97631351685,278831
763.324939893505,245125.27423181527,278864
762.0204384932428,240236.89893761362,278897
778.4878272693281,252847.22660300447,278931
787.4331161743578,268820.0399328928,278964
805.589362444445,294718.3981639718,278997
786.575691019547,278278.06324950315,279031
739.2821742073613,236668.48594685557,279064
675.6913562846099,192712.19104226443,279097
632.4920954586986,184296.89203940742,279131
611.0007092199646,189348.6095231764,279164
603.2037707389484,190040.35382345686,279197
619.3970878762376,181428.6284828173,279231
624.9874054725971,177545.26681015544,279264
625.4860227301161,178056.33060735586,279297
628.0274855618221,175654.71547413323,279331
629.4943677369168,177371.46003511842,279364
619.5815105365434,173198.03751554084,279397
624.1160286976163,180141.89700843045,279431
609.1805788841496,176295.06992942007,279464
611.17941352737,182448.9625755782,279497
619.5592321730537,197837.3102100885,279531
623.5440260526062,214556.79995505916,279564
650.5767915178428,231958.07643358732,279597
692.5431203620585,284347.07405823097,279631
677.7983437582719,242297.833769972,279664
679.5658764028537,265731.93391453556,279697
660.4418068470198,237168.14357816774,279731
614.6381996107802,205767.07405540938,279764
601.1047276105237,200205.43977761135,279797
698.0160291455096,207087.90877022076,279831
853.3420274230136,344754.8128050093,279864
909.4909406082921,428357.80038001545,279897
892.6718718094221,386515.1197564534,279931
861.4781266723422,344263.43726511195,279964
854.1880451451051,354771.78353118384,279997
867.7879219865665,383371.0748351891,280031
886.5549226670502,411380.22623767785,280064
880.1323503401597,390073.61731327756,280097
847.2072375341459,330299.23000309477,280131
789.488178177062,263598.51175675885,280164
732.2737902937058,219990.19128698498,280197
663.259118456045,189168.38940395764,280231
614.3736258665671,178721.8097443294,280264
590.7334223736002,195027.2617860118,280297
562.9496777288958,219447.18415445613,280331
576.0506835582273,220811.13378162278,280364
653.518594790622,226733.1129295572,280397
717.5221502301184,231252.3925005759,280431
744.2174821231922,230969.62501650193,280464
791.413142937352,257087.903852689,280497
848.3057042869792,316712.57493131515,280531
891.4339517633581,367092.3667864201,280564
962.1052855101625,468989.1338791228,280597
1022.5133416576635,585700.7994654116,280631
993.7427395689178,594623.0342207288,280664
981.2970961990161,599594.0089913793,280697
995.2110588459478,638281.0435888228,280731
1010.978847410643,695558.0081834858,280764
1022.2850485140003,612234.0891085378,280797
998.5047645542202,515109.7589720452,280831
980.4319995956142,465414.6179784692,280864
969.5981997561033,446372.37864877115,280897
966.8873650237144,450811.8709765456,280931
952.0860113944301,430744.5126213311,280964
937.117675158298,406064.462905907,280997
921.8071417813619,376590.450503733,281031
915.279714287118,363125.2350906821,281064
928.868549042021,364877.5043148565,281097
908.2249698448177,346554.547007523,281131
916.2501860392681,339168.88229729206,281164
887.4661453222192,301820.88852596964,281197
825.6657359798191,259865.04480985602,281231
842.5527340827136,263937.1283849821,281264
863.398257081638,278874.6401445799,281297
817.538334839515,233151.73773449988,281331
783.693646605336,201747.36350852583,281364
757.9598071555786,188912.02597477334,281397
724.7789992310155,171182.49751178283,281431
686.3612800437631,161138.62182811575,281464
667.9881294304001,169716.47798769406,281497
651.3174459454476,167819.0131785276,281531
651.929650826245,164869.30180214162,281564
653.762412528725,165851.85082176415,281597
656.5068286250008,166744.59349255342,281631
639.9180727052001,168014.38403478608,281664
619.524762184134,172439.1642787875,281697
610.2671582883659,185955.61456226156,281731
582.925724357584,185990.69512028122,281764
569.0407552110825,201216.6665278486,281797
563.9519198190777,210675.61308475753,281831
584.548268356246,194091.51243790472,281864
565.5605180575209,211632.0623192706,281897
